#: table_doi: 10.17182/hepdata.58995.v1/t110
#: name: Table 110
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=1.0 and jet PT in the range 11 to 14 GeV.

#: data_file: Table110.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00112731,1.69096e-05,-1.69096e-05,0.00017938,-0.00017938
0.55,0.5,0.6,0.00499154,6.489e-05,-6.489e-05,0.000366122,-0.000366122
0.6499999999999999,0.6,0.7,0.015343,0.000107401,-0.000107401,0.000828381,-0.000828381
0.75,0.7,0.8,0.0383078,0.000153231,-0.000153231,0.00158689,-0.00158689
0.8500000000000001,0.8,0.9,0.0715767,0.00021473,-0.00021473,0.00281616,-0.00281616
0.95,0.9,1.0,0.0987744,0.000197549,-0.000197549,0.00375992,-0.00375992
1.05,1.0,1.1,0.103006,0.000206013,-0.000206013,0.00353238,-0.00353238
1.15,1.1,1.2,0.0860477,0.000172095,-0.000172095,0.00322076,-0.00322076
1.25,1.2,1.3,0.0625607,0.000187682,-0.000187682,0.00259533,-0.00259533
1.35,1.3,1.4,0.0417638,0.000125291,-0.000125291,0.00182379,-0.00182379
1.5,1.4,1.6,0.0223871,6.71612e-05,-6.71612e-05,0.00125447,-0.00125447
1.7000000000000002,1.6,1.8,0.00942269,4.71135e-05,-4.71135e-05,0.000989652,-0.000989652
1.9,1.8,2.0,0.00423218,2.96253e-05,-2.96253e-05,0.000832363,-0.000832363
2.1,2.0,2.2,0.00210873,2.10873e-05,-2.10873e-05,0.000511579,-0.000511579
2.3,2.2,2.4,0.00113888,1.59443e-05,-1.59443e-05,0.000296149,-0.000296149
2.5,2.4,2.6,0.00065549,1.17988e-05,-1.17988e-05,0.000169678,-0.000169678
2.7,2.6,2.8,0.000366054,8.78529e-06,-8.78529e-06,9.54636e-05,-9.54636e-05
2.9,2.8,3.0,0.000245877,7.37631e-06,-7.37631e-06,7.20008e-05,-7.20008e-05
3.15,3.0,3.3,0.00014486,4.92524e-06,-4.92524e-06,4.41875e-05,-4.41875e-05
3.45,3.3,3.6,8.04652e-05,3.7014e-06,-3.7014e-06,2.35628e-05,-2.35628e-05
3.75,3.6,3.9,5.54739e-05,3.10654e-06,-3.10654e-06,1.67115e-05,-1.67115e-05
4.05,3.9,4.2,3.05597e-05,2.32254e-06,-2.32254e-06,9.14148e-06,-9.14148e-06
4.35,4.2,4.5,2.3274e-05,2.14121e-06,-2.14121e-06,6.81538e-06,-6.81538e-06
4.65,4.5,4.8,1.56706e-05,1.77078e-06,-1.77078e-06,4.58886e-06,-4.58886e-06
4.949999999999999,4.8,5.1,1.47812e-05,2.18761e-06,-2.18761e-06,3.6016e-06,-3.6016e-06
5.25,5.1,5.4,6.7804e-06,1.27471e-06,-1.27471e-06,2.2244e-06,-2.2244e-06
5.550000000000001,5.4,5.7,6.44e-06,1.2816e-06,-1.2816e-06,1.93694e-06,-1.93694e-06
5.7,5.4,6.0,-,0,0,0,0
6.35,5.7,7.0,1.7289e-06,3.53809e-07,-3.53809e-07,2.92413e-07,-2.92413e-07

#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00231965,2.31965e-05,-2.31965e-05,0.000334922,-0.000334922
0.55,0.5,0.6,0.0112032,0.000100829,-0.000100829,0.000745832,-0.000745832
0.6499999999999999,0.6,0.7,0.0284143,0.000142071,-0.000142071,0.00136033,-0.00136033
0.75,0.7,0.8,0.0574535,0.000172361,-0.000172361,0.00214895,-0.00214895
0.8500000000000001,0.8,0.9,0.088277,0.000264831,-0.000264831,0.00353218,-0.00353218
0.95,0.9,1.0,0.104061,0.000208122,-0.000208122,0.0044394,-0.0044394
1.05,1.0,1.1,0.0967621,0.000193524,-0.000193524,0.00328279,-0.00328279
1.15,1.1,1.2,0.0740466,0.000148093,-0.000148093,0.00331891,-0.00331891
1.25,1.2,1.3,0.0506107,0.000151832,-0.000151832,0.00292142,-0.00292142
1.35,1.3,1.4,0.0322193,9.66578e-05,-9.66578e-05,0.00217951,-0.00217951
