#: table_doi: 10.17182/hepdata.58995.v1/t142
#: name: Table 142
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 19 to 24 GeV.

#: data_file: Table142.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
22.5,21.0,24.0,0.000106947,1.92505e-06,-1.92505e-06,9.62288e-06,-9.62288e-06
25.5,24.0,27.0,7.34308e-05,1.46862e-06,-1.46862e-06,9.34909e-06,-9.34909e-06
28.5,27.0,30.0,4.65947e-05,1.11827e-06,-1.11827e-06,7.57934e-06,-7.57934e-06
31.5,30.0,33.0,2.89335e-05,8.68006e-07,-8.68006e-07,4.65353e-06,-4.65353e-06
34.5,33.0,36.0,1.66989e-05,6.51257e-07,-6.51257e-07,3.44645e-06,-3.44645e-06
37.5,36.0,39.0,8.3636e-06,4.09818e-07,-4.09818e-07,1.67611e-06,-1.67611e-06
40.5,39.0,42.0,4.6639e-06,3.1248e-07,-3.1248e-07,1.03322e-06,-1.03322e-06
43.5,42.0,45.0,2.8695e-06,2.55383e-07,-2.55383e-07,7.34804e-07,-7.34804e-07

#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000335104,1.2734e-05,-1.2734e-05,2.22989e-05,-2.22989e-05
0.75,0.5,1.0,0.000408973,1.26782e-05,-1.26782e-05,2.31964e-05,-2.31964e-05
1.5,1.0,2.0,0.000346928,7.97934e-06,-7.97934e-06,1.46328e-05,-1.46328e-05
2.5,2.0,3.0,0.000370565,7.4113e-06,-7.4113e-06,1.50387e-05,-1.50387e-05
3.5,3.0,4.0,0.00037761,6.79698e-06,-6.79698e-06,1.71594e-05,-1.71594e-05
4.5,4.0,5.0,0.000354531,6.02702e-06,-6.02702e-06,1.7994e-05,-1.7994e-05
5.5,5.0,6.0,0.00033173,5.63941e-06,-5.63941e-06,1.67022e-05,-1.67022e-05
6.5,6.0,7.0,0.000299476,5.09109e-06,-5.09109e-06,1.48263e-05,-1.48263e-05
7.5,7.0,8.0,0.000273107,4.64281e-06,-4.64281e-06,1.25243e-05,-1.25243e-05
8.5,8.0,9.0,0.000239227,4.06685e-06,-4.06685e-06,1.12105e-05,-1.12105e-05
9.5,9.0,10.0,0.000209584,3.56293e-06,-3.56293e-06,9.18112e-06,-9.18112e-06
11.0,10.0,12.0,0.000178726,3.03835e-06,-3.03835e-06,8.31414e-06,-8.31414e-06
13.5,12.0,15.0,0.000123024,2.21443e-06,-2.21443e-06,8.54728e-06,-8.54728e-06
16.5,15.0,18.0,7.8259e-05,1.64344e-06,-1.64344e-06,6.41342e-06,-6.41342e-06
19.5,18.0,21.0,4.89318e-05,1.22329e-06,-1.22329e-06,5.07194e-06,-5.07194e-06
22.5,21.0,24.0,2.90588e-05,9.00823e-07,-9.00823e-07,3.35211e-06,-3.35211e-06
25.5,24.0,27.0,1.71677e-05,6.52374e-07,-6.52374e-07,2.59289e-06,-2.59289e-06
28.5,27.0,30.0,1.07783e-05,5.17358e-07,-5.17358e-07,2.56716e-06,-2.56716e-06
31.5,30.0,33.0,6.5202e-06,3.97733e-07,-3.97733e-07,1.87242e-06,-1.87242e-06
34.5,33.0,36.0,3.5306e-06,2.75391e-07,-2.75391e-07,7.84274e-07,-7.84274e-07
37.5,36.0,39.0,1.952e-06,2.06944e-07,-2.06944e-07,3.86176e-07,-3.86176e-07
40.5,39.0,42.0,-,0,0,0,0
43.5,42.0,45.0,-,0,0,0,0

