#: table_doi: 10.17182/hepdata.58995.v1/t143
#: name: Table 143
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 24 to 31 GeV.

#: data_file: Table143.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
34.5,33.0,36.0,1.61764e-05,6.79411e-07,-6.79411e-07,3.23412e-06,-3.23412e-06
37.5,36.0,39.0,9.9945e-06,5.29706e-07,-5.29706e-07,2.06046e-06,-2.06046e-06
40.5,39.0,42.0,5.8955e-06,3.89105e-07,-3.89105e-07,1.42133e-06,-1.42133e-06
43.5,42.0,45.0,3.3312e-06,2.7649e-07,-2.7649e-07,8.53043e-07,-8.53043e-07
47.5,45.0,50.0,1.71e-06,1.79556e-07,-1.79556e-07,4.41697e-07,-4.41697e-07

#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000135451,7.99159e-06,-7.99159e-06,1.07962e-05,-1.07962e-05
0.75,0.5,1.0,0.000162093,8.10467e-06,-8.10467e-06,8.25881e-06,-8.25881e-06
1.5,1.0,2.0,0.000136331,5.04426e-06,-5.04426e-06,5.06449e-06,-5.06449e-06
2.5,2.0,3.0,0.000145744,4.66382e-06,-4.66382e-06,6.10563e-06,-6.10563e-06
3.5,3.0,4.0,0.00015462,4.48399e-06,-4.48399e-06,7.0263e-06,-7.0263e-06
4.5,4.0,5.0,0.000155758,4.36121e-06,-4.36121e-06,7.90537e-06,-7.90537e-06
5.5,5.0,6.0,0.000148791,4.01736e-06,-4.01736e-06,1.00475e-05,-1.00475e-05
6.5,6.0,7.0,0.000141165,3.67028e-06,-3.67028e-06,6.98873e-06,-6.98873e-06
7.5,7.0,8.0,0.000128384,3.33799e-06,-3.33799e-06,5.8875e-06,-5.8875e-06
8.5,8.0,9.0,0.000115722,3.00877e-06,-3.00877e-06,5.42291e-06,-5.42291e-06
9.5,9.0,10.0,9.93692e-05,2.68297e-06,-2.68297e-06,4.35301e-06,-4.35301e-06
11.0,10.0,12.0,8.34021e-05,2.16845e-06,-2.16845e-06,3.87976e-06,-3.87976e-06
13.5,12.0,15.0,5.42558e-05,1.51916e-06,-1.51916e-06,3.89283e-06,-3.89283e-06
16.5,15.0,18.0,3.26199e-05,1.10908e-06,-1.10908e-06,2.67324e-06,-2.67324e-06
19.5,18.0,21.0,1.98583e-05,8.14189e-07,-8.14189e-07,2.11283e-06,-2.11283e-06
22.5,21.0,24.0,1.23625e-05,6.30489e-07,-6.30489e-07,1.41431e-06,-1.41431e-06
25.5,24.0,27.0,7.1079e-06,4.40688e-07,-4.40688e-07,1.05033e-06,-1.05033e-06
28.5,27.0,30.0,4.4727e-06,3.35454e-07,-3.35454e-07,9.21902e-07,-9.21902e-07
31.5,30.0,33.0,3.1344e-06,2.94632e-07,-2.94632e-07,8.93618e-07,-8.93618e-07
34.5,33.0,36.0,2.2172e-06,2.46115e-07,-2.46115e-07,5.6288e-07,-5.6288e-07
37.5,36.0,39.0,-,0,0,0,0
40.5,39.0,42.0,-,0,0,0,0
43.5,42.0,45.0,-,0,0,0,0
47.5,45.0,50.0,-,0,0,0,0

