#: table_doi: 10.17182/hepdata.58995.v1/t143
#: name: Table 143
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 24 to 31 GeV.

#: data_file: Table143.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,5.83111e-05,5.18969e-06,-5.18969e-06,4.09633e-06,-4.09633e-06
0.75,0.5,1.0,6.58395e-05,5.06964e-06,-5.06964e-06,4.14056e-06,-4.14056e-06
1.5,1.0,2.0,5.48697e-05,3.01784e-06,-3.01784e-06,2.33051e-06,-2.33051e-06
2.5,2.0,3.0,6.16407e-05,2.95875e-06,-2.95875e-06,2.49702e-06,-2.49702e-06
3.5,3.0,4.0,6.86322e-05,2.95119e-06,-2.95119e-06,4.72866e-06,-4.72866e-06
4.5,4.0,5.0,7.10886e-05,2.77245e-06,-2.77245e-06,4.80624e-06,-4.80624e-06
5.5,5.0,6.0,7.15213e-05,2.64629e-06,-2.64629e-06,4.08799e-06,-4.08799e-06
6.5,6.0,7.0,7.36522e-05,2.57783e-06,-2.57783e-06,3.76636e-06,-3.76636e-06
7.5,7.0,8.0,7.20317e-05,2.37705e-06,-2.37705e-06,3.72342e-06,-3.72342e-06
8.5,8.0,9.0,6.87914e-05,2.27012e-06,-2.27012e-06,4.06626e-06,-4.06626e-06
9.5,9.0,10.0,6.9426e-05,2.22163e-06,-2.22163e-06,3.33462e-06,-3.33462e-06
11.0,10.0,12.0,7.06244e-05,1.97748e-06,-1.97748e-06,3.67722e-06,-3.67722e-06
13.5,12.0,15.0,6.64424e-05,1.66106e-06,-1.66106e-06,3.43514e-06,-3.43514e-06
16.5,15.0,18.0,6.25845e-05,1.56461e-06,-1.56461e-06,3.74253e-06,-3.74253e-06
19.5,18.0,21.0,5.78223e-05,1.50338e-06,-1.50338e-06,4.53564e-06,-4.53564e-06
22.5,21.0,24.0,4.96906e-05,1.34165e-06,-1.34165e-06,4.47105e-06,-4.47105e-06
25.5,24.0,27.0,4.32122e-05,1.25315e-06,-1.25315e-06,5.20469e-06,-5.20469e-06
28.5,27.0,30.0,3.42291e-05,1.0611e-06,-1.0611e-06,4.52174e-06,-4.52174e-06
31.5,30.0,33.0,2.41679e-05,8.70043e-07,-8.70043e-07,3.10959e-06,-3.10959e-06
