#: table_doi: 10.17182/hepdata.58995.v1/t141
#: name: Table 141
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 14 to 19 GeV.

#: data_file: Table141.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000519423,1.55827e-05,-1.55827e-05,3.07734e-05,-3.07734e-05
0.75,0.5,1.0,0.000602159,1.5054e-05,-1.5054e-05,4.53981e-05,-4.53981e-05
1.5,1.0,2.0,0.000569157,9.67566e-06,-9.67566e-06,3.08764e-05,-3.08764e-05
2.5,2.0,3.0,0.000655489,9.83233e-06,-9.83233e-06,2.781e-05,-2.781e-05
3.5,3.0,4.0,0.000733058,9.52975e-06,-9.52975e-06,4.34611e-05,-4.34611e-05
4.5,4.0,5.0,0.000821282,9.0341e-06,-9.0341e-06,4.883e-05,-4.883e-05
5.5,5.0,6.0,0.000848758,8.48758e-06,-8.48758e-06,4.96796e-05,-4.96796e-05
6.5,6.0,7.0,0.000873242,8.73242e-06,-8.73242e-06,4.4655e-05,-4.4655e-05
7.5,7.0,8.0,0.000885476,7.96928e-06,-7.96928e-06,4.57715e-05,-4.57715e-05
8.5,8.0,9.0,0.000894113,8.04702e-06,-8.04702e-06,4.62439e-05,-4.62439e-05
9.5,9.0,10.0,0.000875361,7.87825e-06,-7.87825e-06,4.20447e-05,-4.20447e-05
11.0,10.0,12.0,0.000826486,6.61189e-06,-6.61189e-06,4.17519e-05,-4.17519e-05
13.5,12.0,15.0,0.00073851,5.16957e-06,-5.16957e-06,3.74316e-05,-3.74316e-05
16.5,15.0,18.0,0.000588406,4.70725e-06,-4.70725e-06,3.51865e-05,-3.51865e-05
19.5,18.0,21.0,0.000413154,3.71838e-06,-3.71838e-06,3.31245e-05,-3.31245e-05
22.5,21.0,24.0,0.000263126,2.89439e-06,-2.89439e-06,2.51722e-05,-2.51722e-05
25.5,24.0,27.0,0.000154523,2.16332e-06,-2.16332e-06,1.88429e-05,-1.88429e-05
28.5,27.0,30.0,8.729e-05,1.48393e-06,-1.48393e-06,1.31153e-05,-1.31153e-05
