#: table_doi: 10.17182/hepdata.58995.v1/t141
#: name: Table 141
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 14 to 19 GeV.

#: data_file: Table141.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
31.5,30.0,33.0,4.94054e-05,1.13632e-06,-1.13632e-06,8.71764e-06,-8.71764e-06
34.5,33.0,36.0,2.5173e-05,7.80363e-07,-7.80363e-07,6.15412e-06,-6.15412e-06
37.5,36.0,39.0,1.17542e-05,5.17185e-07,-5.17185e-07,2.71647e-06,-2.71647e-06
40.5,39.0,42.0,4.9222e-06,3.19944e-07,-3.19944e-07,1.056e-06,-1.056e-06
43.5,42.0,45.0,2.609e-06,3.0269e-07,-3.0269e-07,6.47484e-07,-6.47484e-07

#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00109346,2.29626e-05,-2.29626e-05,8.3762e-05,-8.3762e-05
0.75,0.5,1.0,0.00141965,2.41341e-05,-2.41341e-05,7.23327e-05,-7.23327e-05
1.5,1.0,2.0,0.00122231,1.46677e-05,-1.46677e-05,5.43894e-05,-5.43894e-05
2.5,2.0,3.0,0.00133524,1.46877e-05,-1.46877e-05,5.3343e-05,-5.3343e-05
3.5,3.0,4.0,0.00135566,1.35566e-05,-1.35566e-05,6.16041e-05,-6.16041e-05
4.5,4.0,5.0,0.00132883,1.19595e-05,-1.19595e-05,6.7444e-05,-6.7444e-05
5.5,5.0,6.0,0.00125043,1.12538e-05,-1.12538e-05,6.0951e-05,-6.0951e-05
6.5,6.0,7.0,0.00114354,1.02919e-05,-1.02919e-05,5.66139e-05,-5.66139e-05
7.5,7.0,8.0,0.00103142,8.25136e-06,-8.25136e-06,4.72994e-05,-4.72994e-05
8.5,8.0,9.0,0.00092658,8.33922e-06,-8.33922e-06,4.34209e-05,-4.34209e-05
9.5,9.0,10.0,0.000819803,7.37823e-06,-7.37823e-06,3.59126e-05,-3.59126e-05
11.0,10.0,12.0,0.00067505,6.07545e-06,-6.07545e-06,3.14025e-05,-3.14025e-05
13.5,12.0,15.0,0.000464382,4.17944e-06,-4.17944e-06,2.43435e-05,-2.43435e-05
16.5,15.0,18.0,0.000286495,3.15144e-06,-3.15144e-06,2.24985e-05,-2.24985e-05
19.5,18.0,21.0,0.000177116,2.30251e-06,-2.30251e-06,1.99953e-05,-1.99953e-05
22.5,21.0,24.0,0.000105262,1.78946e-06,-1.78946e-06,1.38607e-05,-1.38607e-05
25.5,24.0,27.0,5.79096e-05,1.2161e-06,-1.2161e-06,9.21235e-06,-9.21235e-06
28.5,27.0,30.0,3.21223e-05,8.99426e-07,-8.99426e-07,6.84018e-06,-6.84018e-06
31.5,30.0,33.0,1.77365e-05,6.38513e-07,-6.38513e-07,4.82129e-06,-4.82129e-06
34.5,33.0,36.0,8.5286e-06,4.26427e-07,-4.26427e-07,2.04635e-06,-2.04635e-06
37.5,36.0,39.0,4.1396e-06,3.10472e-07,-3.10472e-07,9.95431e-07,-9.95431e-07
40.5,39.0,42.0,1.9913e-06,2.01123e-07,-2.01123e-07,6.51467e-07,-6.51467e-07
43.5,42.0,45.0,-,0,0,0,0

