#: table_doi: 10.17182/hepdata.58995.v1/t160
#: name: Table 160
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=1.0 and jet PT in the range 11 to 14 GeV.

#: data_file: Table160.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00126391,1.76947e-05,-1.76947e-05,0.000109684,-0.000109684
0.75,0.5,1.0,0.00175423,1.75423e-05,-1.75423e-05,0.000143236,-0.000143236
1.5,1.0,2.0,0.00187706,1.12624e-05,-1.12624e-05,0.000106729,-0.000106729
2.5,2.0,3.0,0.00257476,1.28738e-05,-1.28738e-05,0.000178366,-0.000178366
3.5,3.0,4.0,0.00320872,1.28349e-05,-1.28349e-05,0.000303339,-0.000303339
4.5,4.0,5.0,0.00378189,1.13457e-05,-1.13457e-05,0.000381033,-0.000381033
5.5,5.0,6.0,0.00423387,1.27016e-05,-1.27016e-05,0.00040137,-0.00040137
6.5,6.0,7.0,0.00454328,1.36298e-05,-1.36298e-05,0.000417364,-0.000417364
7.5,7.0,8.0,0.00471075,1.41323e-05,-1.41323e-05,0.000409862,-0.000409862
8.5,8.0,9.0,0.00463527,1.39058e-05,-1.39058e-05,0.000380883,-0.000380883
9.5,9.0,10.0,0.00446068,8.92137e-06,-8.92137e-06,0.000392641,-0.000392641
11.0,10.0,12.0,0.00404056,8.08112e-06,-8.08112e-06,0.000355592,-0.000355592
13.5,12.0,15.0,0.00299059,5.98117e-06,-5.98117e-06,0.000253054,-0.000253054
16.5,15.0,18.0,0.00161645,4.84936e-06,-4.84936e-06,0.000170832,-0.000170832
19.5,18.0,21.0,0.000712091,2.84836e-06,-2.84836e-06,0.000110965,-0.000110965
22.5,21.0,24.0,0.000252155,1.76509e-06,-1.76509e-06,4.94301e-05,-4.94301e-05
25.5,24.0,27.0,7.6158e-05,9.13896e-07,-9.13896e-07,1.447e-05,-1.447e-05
28.5,27.0,30.0,1.66443e-05,2.99597e-07,-2.99597e-07,3.23477e-06,-3.23477e-06
31.5,30.0,33.0,3.7907e-06,1.66792e-07,-1.66792e-07,8.35262e-07,-8.35262e-07

#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00256472,2.56472e-05,-2.56472e-05,0.000231153,-0.000231153
0.75,0.5,1.0,0.00360921,2.52645e-05,-2.52645e-05,0.000220635,-0.000220635
1.5,1.0,2.0,0.00363714,1.81857e-05,-1.81857e-05,0.000174431,-0.000174431
2.5,2.0,3.0,0.00448645,1.79458e-05,-1.79458e-05,0.000262448,-0.000262448
3.5,3.0,4.0,0.00497418,1.49225e-05,-1.49225e-05,0.000366743,-0.000366743
4.5,4.0,5.0,0.00522287,1.56686e-05,-1.56686e-05,0.000444742,-0.000444742
5.5,5.0,6.0,0.00517224,1.55167e-05,-1.55167e-05,0.000431379,-0.000431379
6.5,6.0,7.0,0.00500397,1.50119e-05,-1.50119e-05,0.000401036,-0.000401036
7.5,7.0,8.0,0.00466851,9.33702e-06,-9.33702e-06,0.000352434,-0.000352434
8.5,8.0,9.0,0.00420884,8.41768e-06,-8.41768e-06,0.000290501,-0.000290501
9.5,9.0,10.0,0.00373929,1.12179e-05,-1.12179e-05,0.000263773,-0.000263773
11.0,10.0,12.0,0.00298501,8.95502e-06,-8.95502e-06,0.000244187,-0.000244187
13.5,12.0,15.0,0.00190596,5.71788e-06,-5.71788e-06,0.000152572,-0.000152572
16.5,15.0,18.0,0.000969565,3.87826e-06,-3.87826e-06,0.000106171,-0.000106171
19.5,18.0,21.0,0.00042047,2.10235e-06,-2.10235e-06,6.01434e-05,-6.01434e-05
22.5,21.0,24.0,0.000157534,1.26027e-06,-1.26027e-06,2.76022e-05,-2.76022e-05
25.5,24.0,27.0,4.94025e-05,6.42233e-07,-6.42233e-07,9.6302e-06,-9.6302e-06
28.5,27.0,30.0,1.45601e-05,3.64003e-07,-3.64003e-07,3.01528e-06,-3.01528e-06
31.5,30.0,33.0,3.0647e-06,1.13393e-07,-1.13393e-07,7.02354e-07,-7.02354e-07

