#: table_doi: 10.17182/hepdata.58995.v1/t38
#: name: Table 38
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 6 to 8 GeV.

#: data_file: Table38.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,6.0-8.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00491721,2.95033e-05,-2.95033e-05,0.000376897,-0.000376897
1.5,1.0,2.0,0.0102827,4.11309e-05,-4.11309e-05,0.000608334,-0.000608334
2.5,2.0,3.0,0.0157584,4.72753e-05,-4.72753e-05,0.000845099,-0.000845099
3.5,3.0,4.0,0.0202794,4.05588e-05,-4.05588e-05,0.000999056,-0.000999056
4.5,4.0,5.0,0.0230269,4.60538e-05,-4.60538e-05,0.00106099,-0.00106099
5.5,5.0,6.0,0.0240197,4.80394e-05,-4.80394e-05,0.00136406,-0.00136406
6.5,6.0,7.0,0.0235366,4.70732e-05,-4.70732e-05,0.00140729,-0.00140729
7.5,7.0,8.0,0.0218173,4.36346e-05,-4.36346e-05,0.00128018,-0.00128018
8.5,8.0,9.0,0.0191525,3.83049e-05,-3.83049e-05,0.00101923,-0.00101923
9.5,9.0,10.0,0.0160972,3.21944e-05,-3.21944e-05,0.000828496,-0.000828496
11.0,10.0,12.0,0.0116355,2.3271e-05,-2.3271e-05,0.00068521,-0.00068521
13.5,12.0,15.0,0.0059235,1.1847e-05,-1.1847e-05,0.000409879,-0.000409879
16.5,15.0,18.0,0.00204177,8.16708e-06,-8.16708e-06,0.000233075,-0.000233075
19.5,18.0,21.0,0.000571449,3.42869e-06,-3.42869e-06,9.5695e-05,-9.5695e-05
22.5,21.0,24.0,0.000136013,1.76817e-06,-1.76817e-06,2.5808e-05,-2.5808e-05
25.5,24.0,27.0,2.26758e-05,7.25626e-07,-7.25626e-07,4.61641e-06,-4.61641e-06
28.5,27.0,30.0,3.6825e-06,3.09332e-07,-3.09332e-07,9.38915e-07,-9.38915e-07

#: PT(C=JET) [GeV],,,6.0-8.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00844343,4.22172e-05,-4.22172e-05,0.000641812,-0.000641812
1.5,1.0,2.0,0.0161418,4.84255e-05,-4.84255e-05,0.000770086,-0.000770086
2.5,2.0,3.0,0.021566,4.31319e-05,-4.31319e-05,0.000876014,-0.000876014
3.5,3.0,4.0,0.0246017,4.92034e-05,-4.92034e-05,0.000933569,-0.000933569
4.5,4.0,5.0,0.0253298,5.06596e-05,-5.06596e-05,0.00116874,-0.00116874
5.5,5.0,6.0,0.0243608,4.87215e-05,-4.87215e-05,0.0013875,-0.0013875
6.5,6.0,7.0,0.0221803,4.43605e-05,-4.43605e-05,0.00124999,-0.00124999
7.5,7.0,8.0,0.0192586,3.85172e-05,-3.85172e-05,0.00103281,-0.00103281
8.5,8.0,9.0,0.0161962,3.23925e-05,-3.23925e-05,0.000819631,-0.000819631
9.5,9.0,10.0,0.0130941,2.61882e-05,-2.61882e-05,0.000573157,-0.000573157
11.0,10.0,12.0,0.00906586,1.81317e-05,-1.81317e-05,0.000501417,-0.000501417
13.5,12.0,15.0,0.00431427,1.29428e-05,-1.29428e-05,0.000339815,-0.000339815
16.5,15.0,18.0,0.00147705,5.9082e-06,-5.9082e-06,0.000197472,-0.000197472
19.5,18.0,21.0,0.00040604,3.24832e-06,-3.24832e-06,7.05225e-05,-7.05225e-05
22.5,21.0,24.0,9.82018e-05,1.57123e-06,-1.57123e-06,1.96261e-05,-1.96261e-05
25.5,24.0,27.0,1.97087e-05,6.50386e-07,-6.50386e-07,5.45154e-06,-5.45154e-06
28.5,27.0,30.0,2.1572e-06,1.61793e-07,-1.61793e-07,6.65961e-07,-6.65961e-07

