#: table_doi: 10.17182/hepdata.58995.v1/t163
#: name: Table 163
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=1.0 and jet PT in the range 24 to 31 GeV.

#: data_file: Table163.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,5.25547e-05,3.83649e-06,-3.83649e-06,4.9166e-06,-4.9166e-06
0.75,0.5,1.0,6.51134e-05,3.84169e-06,-3.84169e-06,4.01966e-06,-4.01966e-06
1.5,1.0,2.0,5.95866e-05,2.50264e-06,-2.50264e-06,2.81069e-06,-2.81069e-06
2.5,2.0,3.0,6.79029e-05,2.3766e-06,-2.3766e-06,4.98382e-06,-4.98382e-06
3.5,3.0,4.0,7.92037e-05,2.37611e-06,-2.37611e-06,6.89936e-06,-6.89936e-06
4.5,4.0,5.0,8.36857e-05,2.25951e-06,-2.25951e-06,8.56992e-06,-8.56992e-06
5.5,5.0,6.0,9.24698e-05,2.21927e-06,-2.21927e-06,8.43251e-06,-8.43251e-06
6.5,6.0,7.0,9.27553e-05,2.13337e-06,-2.13337e-06,8.7682e-06,-8.7682e-06
7.5,7.0,8.0,9.67895e-05,2.03258e-06,-2.03258e-06,8.66307e-06,-8.66307e-06
8.5,8.0,9.0,9.63585e-05,1.92717e-06,-1.92717e-06,7.91784e-06,-7.91784e-06
9.5,9.0,10.0,9.43502e-05,1.79265e-06,-1.79265e-06,9.20773e-06,-9.20773e-06
11.0,10.0,12.0,0.000100513,1.70871e-06,-1.70871e-06,8.84568e-06,-8.84568e-06
13.5,12.0,15.0,0.000103159,1.54738e-06,-1.54738e-06,8.72897e-06,-8.72897e-06
16.5,15.0,18.0,0.000100238,1.50357e-06,-1.50357e-06,8.56726e-06,-8.56726e-06
19.5,18.0,21.0,9.24356e-05,1.38653e-06,-1.38653e-06,1.06377e-05,-1.06377e-05
22.5,21.0,24.0,7.72711e-05,1.23634e-06,-1.23634e-06,9.94158e-06,-9.94158e-06
25.5,24.0,27.0,6.16522e-05,1.04809e-06,-1.04809e-06,7.40879e-06,-7.40879e-06
28.5,27.0,30.0,4.37838e-05,8.75677e-07,-8.75677e-07,6.03392e-06,-6.03392e-06
31.5,30.0,33.0,2.77311e-05,6.65546e-07,-6.65546e-07,5.13826e-06,-5.13826e-06
34.5,33.0,36.0,1.57059e-05,4.86883e-07,-4.86883e-07,3.83079e-06,-3.83079e-06
37.5,36.0,39.0,8.229e-06,3.29162e-07,-3.29162e-07,1.94197e-06,-1.94197e-06
40.5,39.0,42.0,4.264e-06,2.3452e-07,-2.3452e-07,9.90514e-07,-9.90514e-07
43.5,42.0,45.0,1.9331e-06,1.48846e-07,-1.48846e-07,4.72583e-07,-4.72583e-07

#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000117226,5.74409e-06,-5.74409e-06,1.00432e-05,-1.00432e-05
0.75,0.5,1.0,0.00016801,6.38438e-06,-6.38438e-06,9.32418e-06,-9.32418e-06
1.5,1.0,2.0,0.00014525,3.92175e-06,-3.92175e-06,5.44252e-06,-5.44252e-06
2.5,2.0,3.0,0.000162665,3.7413e-06,-3.7413e-06,9.31889e-06,-9.31889e-06
3.5,3.0,4.0,0.000186147,3.72295e-06,-3.72295e-06,1.35926e-05,-1.35926e-05
4.5,4.0,5.0,0.000191055,3.43899e-06,-3.43899e-06,1.62688e-05,-1.62688e-05
5.5,5.0,6.0,0.000182103,3.09575e-06,-3.09575e-06,1.51879e-05,-1.51879e-05
6.5,6.0,7.0,0.000178625,2.85801e-06,-2.85801e-06,1.43157e-05,-1.43157e-05
7.5,7.0,8.0,0.000167807,2.68491e-06,-2.68491e-06,1.2668e-05,-1.2668e-05
8.5,8.0,9.0,0.000148643,2.37829e-06,-2.37829e-06,1.02596e-05,-1.02596e-05
9.5,9.0,10.0,0.000135247,2.16395e-06,-2.16395e-06,9.54042e-06,-9.54042e-06
11.0,10.0,12.0,0.000119922,1.79883e-06,-1.79883e-06,9.81016e-06,-9.81016e-06
13.5,12.0,15.0,9.22187e-05,1.38328e-06,-1.38328e-06,7.02801e-06,-7.02801e-06
16.5,15.0,18.0,6.43586e-05,1.0941e-06,-1.0941e-06,6.11339e-06,-6.11339e-06
19.5,18.0,21.0,4.21597e-05,8.85353e-07,-8.85353e-07,4.51148e-06,-4.51148e-06
22.5,21.0,24.0,2.49706e-05,6.24265e-07,-6.24265e-07,2.73254e-06,-2.73254e-06
25.5,24.0,27.0,1.46643e-05,4.3993e-07,-4.3993e-07,2.00183e-06,-2.00183e-06
28.5,27.0,30.0,9.2605e-06,3.70421e-07,-3.70421e-07,1.45667e-06,-1.45667e-06
31.5,30.0,33.0,5.8279e-06,2.85568e-07,-2.85568e-07,1.11223e-06,-1.11223e-06
34.5,33.0,36.0,3.2566e-06,1.98651e-07,-1.98651e-07,8.1447e-07,-8.1447e-07
37.5,36.0,39.0,1.6453e-06,1.48076e-07,-1.48076e-07,5.33517e-07,-5.33517e-07
40.5,39.0,42.0,-,0,0,0,0
43.5,42.0,45.0,-,0,0,0,0

