#: table_doi: 10.17182/hepdata.58995.v1/t17
#: name: Table 17
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 5 to 6 GeV.

#: data_file: Table17.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,5.0-6.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00589354,6.48289e-05,-6.48289e-05,0.000390933,-0.000390933
1.5,1.0,2.0,0.0114443,8.01103e-05,-8.01103e-05,0.000569003,-0.000569003
2.5,2.0,3.0,0.0162173,9.73035e-05,-9.73035e-05,0.000742991,-0.000742991
3.5,3.0,4.0,0.0194329,9.71645e-05,-9.71645e-05,0.000785772,-0.000785772
4.5,4.0,5.0,0.0211784,8.47134e-05,-8.47134e-05,0.000773807,-0.000773807
5.5,5.0,6.0,0.021426,8.5704e-05,-8.5704e-05,0.000766859,-0.000766859
6.5,6.0,7.0,0.0205637,8.22548e-05,-8.22548e-05,0.000802511,-0.000802511
7.5,7.0,8.0,0.0188737,7.54949e-05,-7.54949e-05,0.000826143,-0.000826143
8.5,8.0,9.0,0.0166527,6.66107e-05,-6.66107e-05,0.000581415,-0.000581415
9.5,9.0,10.0,0.0144166,5.76663e-05,-5.76663e-05,0.000591431,-0.000591431
11.0,10.0,12.0,0.0109372,4.37488e-05,-4.37488e-05,0.000487411,-0.000487411
13.5,12.0,15.0,0.00630077,3.15039e-05,-3.15039e-05,0.000334772,-0.000334772
16.5,15.0,18.0,0.00289833,2.02883e-05,-2.02883e-05,0.000214457,-0.000214457
19.5,18.0,21.0,0.0011865,1.1865e-05,-1.1865e-05,0.000128947,-0.000128947
22.5,21.0,24.0,0.000423277,7.19571e-06,-7.19571e-06,5.70529e-05,-5.70529e-05
25.5,24.0,27.0,0.000141195,3.95346e-06,-3.95346e-06,2.60672e-05,-2.60672e-05
28.5,27.0,30.0,4.44691e-05,2.3124e-06,-2.3124e-06,1.00786e-05,-1.00786e-05
32.0,30.0,34.0,9.54e-06,9.2536e-07,-9.2536e-07,2.34172e-06,-2.34172e-06

#: PT(C=JET) [GeV],,,5.0-6.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.0101098,8.08784e-05,-8.08784e-05,0.000549661,-0.000549661
1.5,1.0,2.0,0.017823,0.000106938,-0.000106938,0.000709794,-0.000709794
2.5,2.0,3.0,0.0219226,0.000109613,-0.000109613,0.000851318,-0.000851318
3.5,3.0,4.0,0.023498,9.39919e-05,-9.39919e-05,0.000831111,-0.000831111
4.5,4.0,5.0,0.0232398,9.29592e-05,-9.29592e-05,0.000849128,-0.000849128
5.5,5.0,6.0,0.0216154,8.64617e-05,-8.64617e-05,0.00081367,-0.00081367
6.5,6.0,7.0,0.0194932,7.79727e-05,-7.79727e-05,0.000676107,-0.000676107
7.5,7.0,8.0,0.0171042,6.84167e-05,-6.84167e-05,0.000683311,-0.000683311
8.5,8.0,9.0,0.014292,5.71681e-05,-5.71681e-05,0.000599584,-0.000599584
9.5,9.0,10.0,0.0116752,5.83759e-05,-5.83759e-05,0.000485749,-0.000485749
11.0,10.0,12.0,0.0083612,4.1806e-05,-4.1806e-05,0.000408503,-0.000408503
13.5,12.0,15.0,0.00462569,2.77541e-05,-2.77541e-05,0.000267971,-0.000267971
16.5,15.0,18.0,0.00201003,1.60803e-05,-1.60803e-05,0.000157117,-0.000157117
19.5,18.0,21.0,0.000784549,1.01991e-05,-1.01991e-05,9.149e-05,-9.149e-05
22.5,21.0,24.0,0.000281431,5.91006e-06,-5.91006e-06,3.92826e-05,-3.92826e-05
25.5,24.0,27.0,9.47875e-05,3.41235e-06,-3.41235e-06,1.86524e-05,-1.86524e-05
28.5,27.0,30.0,2.94115e-05,1.73528e-06,-1.73528e-06,7.17579e-06,-7.17579e-06
32.0,30.0,34.0,8.573e-06,1.04593e-06,-1.04593e-06,2.27999e-06,-2.27999e-06

