#: table_doi: 10.17182/hepdata.58995.v1/t67
#: name: Table 67
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 5 to 6 GeV.

#: data_file: Table67.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,5.0-6.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
4.35,4.2,4.5,6.24801e-05,9.93434e-06,-9.93434e-06,1.73613e-05,-1.73613e-05
4.65,4.5,4.8,3.30106e-05,6.60213e-06,-6.60213e-06,9.88287e-06,-9.88287e-06
4.949999999999999,4.8,5.1,3.35061e-05,7.30433e-06,-7.30433e-06,1.05832e-05,-1.05832e-05
5.25,5.1,5.4,2.34281e-05,7.02844e-06,-7.02844e-06,7.68593e-06,-7.68593e-06

#: PT(C=JET) [GeV],,,5.0-6.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0195176,0.000175658,-0.000175658,0.00182914,-0.00182914
0.55,0.5,0.6,0.0735417,0.000661875,-0.000661875,0.00331672,-0.00331672
0.6499999999999999,0.6,0.7,0.143093,0.00100165,-0.00100165,0.00549743,-0.00549743
0.75,0.7,0.8,0.233168,0.00116584,-0.00116584,0.00959112,-0.00959112
0.8500000000000001,0.8,0.9,0.308179,0.00123272,-0.00123272,0.0120427,-0.0120427
0.95,0.9,1.0,0.337704,0.00135081,-0.00135081,0.0131964,-0.0131964
1.05,1.0,1.1,0.303721,0.00121488,-0.00121488,0.00996279,-0.00996279
1.15,1.1,1.2,0.24052,0.000962079,-0.000962079,0.00812088,-0.00812088
1.25,1.2,1.3,0.169056,0.00084528,-0.00084528,0.00695393,-0.00695393
1.35,1.3,1.4,0.108927,0.000653562,-0.000653562,0.00498691,-0.00498691
1.5,1.4,1.6,0.056246,0.000337476,-0.000337476,0.00282968,-0.00282968
1.7000000000000002,1.6,1.8,0.0221138,0.000221138,-0.000221138,0.00124231,-0.00124231
1.9,1.8,2.0,0.00906368,0.000135955,-0.000135955,0.000819549,-0.000819549
2.1,2.0,2.2,0.0044704,9.38784e-05,-9.38784e-05,0.000565483,-0.000565483
2.3,2.2,2.4,0.00239018,7.40957e-05,-7.40957e-05,0.000203194,-0.000203194
2.5,2.4,2.6,0.00123176,4.92705e-05,-4.92705e-05,0.000143494,-0.000143494
2.7,2.6,2.8,0.000851096,4.25548e-05,-4.25548e-05,0.000148323,-0.000148323
2.9,2.8,3.0,0.000446802,2.90421e-05,-2.90421e-05,9.50029e-05,-9.50029e-05
3.15,3.0,3.3,0.000247515,1.98012e-05,-1.98012e-05,6.00269e-05,-6.00269e-05
3.45,3.3,3.6,0.000116349,1.52417e-05,-1.52417e-05,2.86181e-05,-2.86181e-05
3.75,3.6,3.9,6.07135e-05,1.00177e-05,-1.00177e-05,1.70628e-05,-1.70628e-05
4.05,3.9,4.2,2.29247e-05,5.04344e-06,-5.04344e-06,6.73593e-06,-6.73593e-06
4.35,4.2,4.5,2.10091e-05,5.46238e-06,-5.46238e-06,6.15216e-06,-6.15216e-06
4.65,4.5,4.8,1.96302e-05,4.88792e-06,-4.88792e-06,4.6159e-06,-4.6159e-06
4.949999999999999,4.8,5.1,2.15488e-05,6.85253e-06,-6.85253e-06,6.31021e-06,-6.31021e-06
5.25,5.1,5.4,1.7181e-05,5.8759e-06,-5.8759e-06,5.63647e-06,-5.63647e-06

