#: table_doi: 10.17182/hepdata.58995.v1/t106
#: name: Table 106
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=1.0 and jet PT in the range 4 to 5 GeV.

#: data_file: Table106.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0349891,6.99782e-05,-6.99782e-05,0.00543064,-0.00543064
0.55,0.5,0.6,0.143989,0.000287979,-0.000287979,0.00852096,-0.00852096
0.6499999999999999,0.6,0.7,0.296843,0.000296843,-0.000296843,0.0121633,-0.0121633
0.75,0.7,0.8,0.442904,0.000442904,-0.000442904,0.0187438,-0.0187438
0.8500000000000001,0.8,0.9,0.480611,0.000480611,-0.000480611,0.0193621,-0.0193621
0.95,0.9,1.0,0.409218,0.000409218,-0.000409218,0.0159752,-0.0159752
1.05,1.0,1.1,0.296197,0.000296197,-0.000296197,0.0104763,-0.0104763
1.15,1.1,1.2,0.197384,0.000197384,-0.000197384,0.00758324,-0.00758324
1.25,1.2,1.3,0.126473,0.000252947,-0.000252947,0.00535984,-0.00535984
1.35,1.3,1.4,0.0809765,0.000161953,-0.000161953,0.00360505,-0.00360505
1.5,1.4,1.6,0.0432525,8.65049e-05,-8.65049e-05,0.00245246,-0.00245246
1.7000000000000002,1.6,1.8,0.0191693,7.66774e-05,-7.66774e-05,0.00202016,-0.00202016
1.9,1.8,2.0,0.00962617,4.81308e-05,-4.81308e-05,0.00190967,-0.00190967
2.1,2.0,2.2,0.0051167,3.58169e-05,-3.58169e-05,0.00124328,-0.00124328
2.3,2.2,2.4,0.00283593,2.83593e-05,-2.83593e-05,0.000731621,-0.000731621
2.5,2.4,2.6,0.00169143,2.19886e-05,-2.19886e-05,0.000439376,-0.000439376
2.7,2.6,2.8,0.00100742,1.71262e-05,-1.71262e-05,0.000264902,-0.000264902
2.9,2.8,3.0,0.000705642,1.41128e-05,-1.41128e-05,0.00020762,-0.00020762
3.15,3.0,3.3,0.000460954,9.68003e-06,-9.68003e-06,0.000135459,-0.000135459
3.45,3.3,3.6,0.000263857,7.12415e-06,-7.12415e-06,7.72998e-05,-7.72998e-05
3.75,3.6,3.9,0.000155069,5.5825e-06,-5.5825e-06,4.54292e-05,-4.54292e-05
4.05,3.9,4.2,9.30854e-05,3.90959e-06,-3.90959e-06,2.72704e-05,-2.72704e-05
4.35,4.2,4.5,4.32722e-05,2.29343e-06,-2.29343e-06,1.28005e-05,-1.28005e-05
4.65,4.5,4.8,2.31068e-05,2.31068e-06,-2.31068e-06,6.81415e-06,-6.81415e-06
4.949999999999999,4.8,5.1,4.6845e-06,7.68256e-07,-7.68256e-07,1.14215e-06,-1.14215e-06
5.1,4.8,5.4,-,0,0,0,0
5.4,5.1,5.7,2.324e-06,4.11794e-07,-4.11794e-07,4.88208e-07,-4.88208e-07
5.7,5.4,6.0,-,0,0,0,0
6.35,5.7,7.0,1.5088e-06,3.44009e-07,-3.44009e-07,2.65075e-07,-2.65075e-07

#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.049321,9.8642e-05,-9.8642e-05,0.00682664,-0.00682664
0.55,0.5,0.6,0.184834,0.000369668,-0.000369668,0.010387,-0.010387
0.6499999999999999,0.6,0.7,0.334343,0.000334343,-0.000334343,0.0155064,-0.0155064
0.75,0.7,0.8,0.45026,0.00045026,-0.00045026,0.0172867,-0.0172867
0.8500000000000001,0.8,0.9,0.458607,0.000458607,-0.000458607,0.0187749,-0.0187749
0.95,0.9,1.0,0.3762,0.0003762,-0.0003762,0.0163766,-0.0163766
1.05,1.0,1.1,0.267913,0.000267913,-0.000267913,0.00938078,-0.00938078
1.15,1.1,1.2,0.175565,0.00035113,-0.00035113,0.00801469,-0.00801469
1.25,1.2,1.3,0.111152,0.000222303,-0.000222303,0.00648787,-0.00648787
1.35,1.3,1.4,0.0703398,0.00014068,-0.00014068,0.00479705,-0.00479705
1.5,1.4,1.6,0.0370178,0.000111053,-0.000111053,0.00349284,-0.00349284
1.7000000000000002,1.6,1.8,0.0164106,6.56423e-05,-6.56423e-05,0.00202981,-0.00202981
1.9,1.8,2.0,0.00795136,4.77082e-05,-4.77082e-05,0.00162188,-0.00162188
2.1,2.0,2.2,0.00416947,3.33558e-05,-3.33558e-05,0.00108727,-0.00108727
2.3,2.2,2.4,0.00225362,2.47899e-05,-2.47899e-05,0.000592694,-0.000592694
2.5,2.4,2.6,0.00128178,1.92268e-05,-1.92268e-05,0.000349038,-0.000349038
2.7,2.6,2.8,0.000845014,1.52102e-05,-1.52102e-05,0.000236587,-0.000236587
2.9,2.8,3.0,0.000550146,1.21032e-05,-1.21032e-05,0.000161171,-0.000161171
3.15,3.0,3.3,0.00030963,8.36e-06,-8.36e-06,9.15426e-05,-9.15426e-05
3.45,3.3,3.6,0.000163859,6.06277e-06,-6.06277e-06,4.82118e-05,-4.82118e-05
3.75,3.6,3.9,9.40848e-05,4.23382e-06,-4.23382e-06,2.75632e-05,-2.75632e-05
4.05,3.9,4.2,4.38277e-05,3.02411e-06,-3.02411e-06,1.28398e-05,-1.28398e-05
4.35,4.2,4.5,1.99786e-05,2.75705e-06,-2.75705e-06,5.87104e-06,-5.87104e-06
4.65,4.5,4.8,5.1046e-06,1.22511e-06,-1.22511e-06,1.67522e-06,-1.67522e-06
4.949999999999999,4.8,5.1,-,0,0,0,0
5.1,4.8,5.4,1.952e-06,6.72755e-07,-6.72755e-07,4.29433e-07,-4.29433e-07
5.4,5.1,5.7,-,0,0,0,0
5.7,5.4,6.0,1.8674e-06,6.45141e-07,-6.45141e-07,4.33737e-07,-4.33737e-07
6.35,5.7,7.0,-,0,0,0,0

