#: table_doi: 10.17182/hepdata.58995.v1/t21
#: name: Table 21
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 14 to 19 GeV.

#: data_file: Table21.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.000261063,1.40974e-05,-1.40974e-05,1.53362e-05,-1.53362e-05
1.5,1.0,2.0,0.000456078,1.7331e-05,-1.7331e-05,2.43051e-05,-2.43051e-05
2.5,2.0,3.0,0.000594797,1.72491e-05,-1.72491e-05,2.85626e-05,-2.85626e-05
3.5,3.0,4.0,0.000729382,1.75052e-05,-1.75052e-05,2.80219e-05,-2.80219e-05
4.5,4.0,5.0,0.000826623,1.73591e-05,-1.73591e-05,4.32301e-05,-4.32301e-05
5.5,5.0,6.0,0.000926583,1.76051e-05,-1.76051e-05,3.31634e-05,-3.31634e-05
6.5,6.0,7.0,0.000940525,1.69294e-05,-1.69294e-05,3.98809e-05,-3.98809e-05
7.5,7.0,8.0,0.000971607,1.74889e-05,-1.74889e-05,4.25293e-05,-4.25293e-05
8.5,8.0,9.0,0.000958095,1.62876e-05,-1.62876e-05,3.34511e-05,-3.34511e-05
9.5,9.0,10.0,0.00089278,1.51773e-05,-1.51773e-05,3.66257e-05,-3.66257e-05
11.0,10.0,12.0,0.000758626,1.28966e-05,-1.28966e-05,3.33709e-05,-3.33709e-05
13.5,12.0,15.0,0.000558843,9.50032e-06,-9.50032e-06,2.74232e-05,-2.74232e-05
16.5,15.0,18.0,0.000335773,7.05123e-06,-7.05123e-06,1.58206e-05,-1.58206e-05
19.5,18.0,21.0,0.000178354,5.17226e-06,-5.17226e-06,1.49498e-05,-1.49498e-05
22.5,21.0,24.0,8.64857e-05,3.54591e-06,-3.54591e-06,1.36264e-05,-1.36264e-05
25.5,24.0,27.0,3.48549e-05,2.161e-06,-2.161e-06,5.00371e-06,-5.00371e-06
28.5,27.0,30.0,1.2897e-05,1.19942e-06,-1.19942e-06,2.21484e-06,-2.21484e-06
32.0,30.0,34.0,5.1907e-06,8.25317e-07,-8.25317e-07,1.25228e-06,-1.25228e-06

#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.000601459,2.16525e-05,-2.16525e-05,2.5638e-05,-2.5638e-05
1.5,1.0,2.0,0.000965604,2.51057e-05,-2.51057e-05,4.57619e-05,-4.57619e-05
2.5,2.0,3.0,0.00121767,2.5571e-05,-2.5571e-05,5.10259e-05,-5.10259e-05
3.5,3.0,4.0,0.00131057,2.49007e-05,-2.49007e-05,4.6354e-05,-4.6354e-05
4.5,4.0,5.0,0.00130223,2.34402e-05,-2.34402e-05,4.75806e-05,-4.75806e-05
5.5,5.0,6.0,0.0012141,2.06397e-05,-2.06397e-05,4.57024e-05,-4.57024e-05
6.5,6.0,7.0,0.00109755,1.86584e-05,-1.86584e-05,3.80679e-05,-3.80679e-05
7.5,7.0,8.0,0.000945193,1.70135e-05,-1.70135e-05,3.77604e-05,-3.77604e-05
8.5,8.0,9.0,0.000809432,1.45698e-05,-1.45698e-05,3.39576e-05,-3.39576e-05
9.5,9.0,10.0,0.000679201,1.3584e-05,-1.3584e-05,2.82583e-05,-2.82583e-05
11.0,10.0,12.0,0.000505514,1.01103e-05,-1.01103e-05,2.28937e-05,-2.28937e-05
13.5,12.0,15.0,0.000289807,6.66556e-06,-6.66556e-06,1.75303e-05,-1.75303e-05
16.5,15.0,18.0,0.000132806,4.24978e-06,-4.24978e-06,1.18651e-05,-1.18651e-05
19.5,18.0,21.0,6.07131e-05,2.91423e-06,-2.91423e-06,5.71929e-06,-5.71929e-06
22.5,21.0,24.0,2.55773e-05,1.84157e-06,-1.84157e-06,3.39351e-06,-3.39351e-06
25.5,24.0,27.0,1.08699e-05,1.25003e-06,-1.25003e-06,1.72509e-06,-1.72509e-06
28.5,27.0,30.0,4.8813e-06,7.90774e-07,-7.90774e-07,1.19094e-06,-1.19094e-06
32.0,30.0,34.0,-,0,0,0,0

