#: table_doi: 10.17182/hepdata.58995.v1/t22
#: name: Table 22
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 19 to 24 GeV.

#: data_file: Table22.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,6.87113e-05,7.00856e-06,-7.00856e-06,5.98696e-06,-5.98696e-06
1.5,1.0,2.0,0.000133158,9.05475e-06,-9.05475e-06,6.38604e-06,-6.38604e-06
2.5,2.0,3.0,0.000179481,9.51251e-06,-9.51251e-06,1.07853e-05,-1.07853e-05
3.5,3.0,4.0,0.000203251,9.14628e-06,-9.14628e-06,1.17657e-05,-1.17657e-05
4.5,4.0,5.0,0.000246937,9.63056e-06,-9.63056e-06,1.7119e-05,-1.7119e-05
5.5,5.0,6.0,0.000282447,9.88564e-06,-9.88564e-06,1.01091e-05,-1.01091e-05
6.5,6.0,7.0,0.000281944,9.30416e-06,-9.30416e-06,1.50094e-05,-1.50094e-05
7.5,7.0,8.0,0.000286977,8.89628e-06,-8.89628e-06,1.27277e-05,-1.27277e-05
8.5,8.0,9.0,0.000300932,9.3289e-06,-9.3289e-06,1.25889e-05,-1.25889e-05
9.5,9.0,10.0,0.000301407,9.04221e-06,-9.04221e-06,1.2365e-05,-1.2365e-05
11.0,10.0,12.0,0.000274509,7.68625e-06,-7.68625e-06,1.20753e-05,-1.20753e-05
13.5,12.0,15.0,0.000200149,5.60418e-06,-5.60418e-06,7.7827e-06,-7.7827e-06
16.5,15.0,18.0,0.000131111,4.32666e-06,-4.32666e-06,5.97383e-06,-5.97383e-06
19.5,18.0,21.0,8.30275e-05,3.57018e-06,-3.57018e-06,6.89228e-06,-6.89228e-06
22.5,21.0,24.0,4.15428e-05,2.49257e-06,-2.49257e-06,4.27064e-06,-4.27064e-06
25.5,24.0,27.0,1.70528e-05,1.4836e-06,-1.4836e-06,2.06114e-06,-2.06114e-06
28.5,27.0,30.0,7.4843e-06,1.0478e-06,-1.0478e-06,1.53971e-06,-1.53971e-06

#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.000181815,1.1818e-05,-1.1818e-05,9.60697e-06,-9.60697e-06
1.5,1.0,2.0,0.000318801,1.43461e-05,-1.43461e-05,1.74934e-05,-1.74934e-05
2.5,2.0,3.0,0.000396425,1.46677e-05,-1.46677e-05,1.42493e-05,-1.42493e-05
3.5,3.0,4.0,0.00042091,1.389e-05,-1.389e-05,1.48874e-05,-1.48874e-05
4.5,4.0,5.0,0.000419236,1.29963e-05,-1.29963e-05,1.59034e-05,-1.59034e-05
5.5,5.0,6.0,0.000418353,1.21322e-05,-1.21322e-05,1.81442e-05,-1.81442e-05
6.5,6.0,7.0,0.000385861,1.119e-05,-1.119e-05,1.33833e-05,-1.33833e-05
7.5,7.0,8.0,0.000329269,9.87806e-06,-9.87806e-06,1.40162e-05,-1.40162e-05
8.5,8.0,9.0,0.000279531,8.66547e-06,-8.66547e-06,1.1727e-05,-1.1727e-05
9.5,9.0,10.0,0.00023671,7.81145e-06,-7.81145e-06,9.84841e-06,-9.84841e-06
11.0,10.0,12.0,0.000175567,5.96926e-06,-5.96926e-06,7.95105e-06,-7.95105e-06
13.5,12.0,15.0,0.000100424,4.01695e-06,-4.01695e-06,6.68855e-06,-6.68855e-06
16.5,15.0,18.0,4.98084e-05,2.63985e-06,-2.63985e-06,3.84752e-06,-3.84752e-06
19.5,18.0,21.0,2.17134e-05,1.73708e-06,-1.73708e-06,2.42015e-06,-2.42015e-06
22.5,21.0,24.0,7.0581e-06,9.03435e-07,-9.03435e-07,1.26617e-06,-1.26617e-06
25.5,24.0,27.0,-,0,0,0,0
28.5,27.0,30.0,-,0,0,0,0

