#: table_doi: 10.17182/hepdata.58995.v1/t131
#: name: Table 131
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 14 to 19 GeV.

#: data_file: Table131.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000571125,2.05605e-05,-2.05605e-05,3.86639e-05,-3.86639e-05
0.75,0.5,1.0,0.000631938,1.95901e-05,-1.95901e-05,3.0881e-05,-3.0881e-05
1.5,1.0,2.0,0.000568617,1.30782e-05,-1.30782e-05,2.82483e-05,-2.82483e-05
2.5,2.0,3.0,0.000619951,1.17791e-05,-1.17791e-05,2.1769e-05,-2.1769e-05
3.5,3.0,4.0,0.000672581,1.14339e-05,-1.14339e-05,4.55323e-05,-4.55323e-05
4.5,4.0,5.0,0.000745382,1.19261e-05,-1.19261e-05,3.34344e-05,-3.34344e-05
5.5,5.0,6.0,0.000757441,1.13616e-05,-1.13616e-05,3.4702e-05,-3.4702e-05
6.5,6.0,7.0,0.000753986,1.05558e-05,-1.05558e-05,3.58362e-05,-3.58362e-05
7.5,7.0,8.0,0.000750947,9.76231e-06,-9.76231e-06,3.88248e-05,-3.88248e-05
8.5,8.0,9.0,0.00074734,9.71541e-06,-9.71541e-06,3.38867e-05,-3.38867e-05
9.5,9.0,10.0,0.00072059,9.36768e-06,-9.36768e-06,3.14511e-05,-3.14511e-05
11.0,10.0,12.0,0.000670845,8.05014e-06,-8.05014e-06,3.03886e-05,-3.03886e-05
13.5,12.0,15.0,0.000598169,6.57985e-06,-6.57985e-06,2.38968e-05,-2.38968e-05
16.5,15.0,18.0,0.000491377,5.40514e-06,-5.40514e-06,1.70431e-05,-1.70431e-05
19.5,18.0,21.0,0.000362315,4.71009e-06,-4.71009e-06,2.03961e-05,-2.03961e-05
22.5,21.0,24.0,0.000241769,3.62653e-06,-3.62653e-06,2.10547e-05,-2.10547e-05
25.5,24.0,27.0,0.000151126,2.72027e-06,-2.72027e-06,1.58221e-05,-1.58221e-05
