#: table_doi: 10.17182/hepdata.58995.v1/t131
#: name: Table 131
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 14 to 19 GeV.

#: data_file: Table131.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
28.5,27.0,30.0,9.13141e-05,2.10023e-06,-2.10023e-06,8.20609e-06,-8.20609e-06
31.5,30.0,33.0,5.56322e-05,1.61333e-06,-1.61333e-06,8.0417e-06,-8.0417e-06
34.5,33.0,36.0,2.96981e-05,1.12853e-06,-1.12853e-06,7.07725e-06,-7.07725e-06
37.5,36.0,39.0,1.42877e-05,7.14387e-07,-7.14387e-07,2.99957e-06,-2.99957e-06
40.5,39.0,42.0,7.6293e-06,5.34048e-07,-5.34048e-07,1.34699e-06,-1.34699e-06
43.5,42.0,45.0,4.3418e-06,4.16817e-07,-4.16817e-07,1.12163e-06,-1.12163e-06

#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00118881,2.97203e-05,-2.97203e-05,8.84128e-05,-8.84128e-05
0.75,0.5,1.0,0.00147554,3.09864e-05,-3.09864e-05,6.94604e-05,-6.94604e-05
1.5,1.0,2.0,0.00121952,1.95122e-05,-1.95122e-05,4.05752e-05,-4.05752e-05
2.5,2.0,3.0,0.00131882,1.84635e-05,-1.84635e-05,4.57233e-05,-4.57233e-05
3.5,3.0,4.0,0.00126081,1.63906e-05,-1.63906e-05,5.01639e-05,-5.01639e-05
4.5,4.0,5.0,0.0012183,1.46196e-05,-1.46196e-05,5.04678e-05,-5.04678e-05
5.5,5.0,6.0,0.00109616,1.31539e-05,-1.31539e-05,5.15429e-05,-5.15429e-05
6.5,6.0,7.0,0.000989111,1.18693e-05,-1.18693e-05,4.10094e-05,-4.10094e-05
7.5,7.0,8.0,0.000870355,1.04443e-05,-1.04443e-05,3.47271e-05,-3.47271e-05
8.5,8.0,9.0,0.000772692,1.0045e-05,-1.0045e-05,3.20364e-05,-3.20364e-05
9.5,9.0,10.0,0.000665632,8.65322e-06,-8.65322e-06,2.69149e-05,-2.69149e-05
11.0,10.0,12.0,0.000541532,7.03992e-06,-7.03992e-06,2.41696e-05,-2.41696e-05
13.5,12.0,15.0,0.000367696,4.78005e-06,-4.78005e-06,1.5909e-05,-1.5909e-05
16.5,15.0,18.0,0.000220717,3.53148e-06,-3.53148e-06,1.22731e-05,-1.22731e-05
19.5,18.0,21.0,0.000130168,2.60335e-06,-2.60335e-06,8.97685e-06,-8.97685e-06
22.5,21.0,24.0,7.47466e-05,1.94341e-06,-1.94341e-06,7.31448e-06,-7.31448e-06
25.5,24.0,27.0,4.2737e-05,1.41032e-06,-1.41032e-06,4.94993e-06,-4.94993e-06
28.5,27.0,30.0,2.42586e-05,1.01886e-06,-1.01886e-06,3.58157e-06,-3.58157e-06
31.5,30.0,33.0,1.31162e-05,7.08276e-07,-7.08276e-07,2.62229e-06,-2.62229e-06
34.5,33.0,36.0,7.1489e-06,5.29021e-07,-5.29021e-07,1.63689e-06,-1.63689e-06
37.5,36.0,39.0,4.1062e-06,4.10622e-07,-4.10622e-07,9.48296e-07,-9.48296e-07
40.5,39.0,42.0,2.6332e-06,3.58122e-07,-3.58122e-07,7.40041e-07,-7.40041e-07
43.5,42.0,45.0,-,0,0,0,0

