#: table_doi: 10.17182/hepdata.58995.v1/t152
#: name: Table 152
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 19 to 24 GeV.

#: data_file: Table152.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000143165,7.0151e-06,-7.0151e-06,1.33436e-05,-1.33436e-05
0.75,0.5,1.0,0.000158393,6.65251e-06,-6.65251e-06,9.30214e-06,-9.30214e-06
1.5,1.0,2.0,0.000147737,4.28438e-06,-4.28438e-06,7.82031e-06,-7.82031e-06
2.5,2.0,3.0,0.000169833,4.07599e-06,-4.07599e-06,7.82154e-06,-7.82154e-06
3.5,3.0,4.0,0.000188904,3.96698e-06,-3.96698e-06,1.22584e-05,-1.22584e-05
4.5,4.0,5.0,0.000210406,3.78731e-06,-3.78731e-06,1.64373e-05,-1.64373e-05
5.5,5.0,6.0,0.000215039,3.65567e-06,-3.65567e-06,1.96358e-05,-1.96358e-05
6.5,6.0,7.0,0.000229035,3.66456e-06,-3.66456e-06,1.57669e-05,-1.57669e-05
7.5,7.0,8.0,0.000239636,3.59455e-06,-3.59455e-06,1.56187e-05,-1.56187e-05
8.5,8.0,9.0,0.000244606,3.42448e-06,-3.42448e-06,1.53518e-05,-1.53518e-05
9.5,9.0,10.0,0.000241873,3.38622e-06,-3.38622e-06,1.74182e-05,-1.74182e-05
11.0,10.0,12.0,0.000235303,2.82363e-06,-2.82363e-06,1.58825e-05,-1.58825e-05
13.5,12.0,15.0,0.000229127,2.5204e-06,-2.5204e-06,1.68996e-05,-1.68996e-05
16.5,15.0,18.0,0.000208086,2.28894e-06,-2.28894e-06,1.60523e-05,-1.60523e-05
