#: table_doi: 10.17182/hepdata.58995.v1/t152
#: name: Table 152
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 19 to 24 GeV.

#: data_file: Table152.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
19.5,18.0,21.0,0.000176238,2.11485e-06,-2.11485e-06,1.74333e-05,-1.74333e-05
22.5,21.0,24.0,0.000129951,1.68937e-06,-1.68937e-06,1.57058e-05,-1.57058e-05
25.5,24.0,27.0,8.56245e-05,1.28437e-06,-1.28437e-06,1.1773e-05,-1.1773e-05
28.5,27.0,30.0,5.14345e-05,9.77255e-07,-9.77255e-07,7.16455e-06,-7.16455e-06
31.5,30.0,33.0,3.01206e-05,7.22895e-07,-7.22895e-07,5.60996e-06,-5.60996e-06
34.5,33.0,36.0,1.60609e-05,5.1395e-07,-5.1395e-07,3.87741e-06,-3.87741e-06
37.5,36.0,39.0,8.1527e-06,3.42414e-07,-3.42414e-07,1.96349e-06,-1.96349e-06
40.5,39.0,42.0,4.4002e-06,2.64015e-07,-2.64015e-07,1.04269e-06,-1.04269e-06
43.5,42.0,45.0,2.1259e-06,1.89204e-07,-1.89204e-07,5.51614e-07,-5.51614e-07

#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000320298,1.05698e-05,-1.05698e-05,2.29522e-05,-2.29522e-05
0.75,0.5,1.0,0.000400643,1.04167e-05,-1.04167e-05,2.46159e-05,-2.46159e-05
1.5,1.0,2.0,0.000341113,6.48114e-06,-6.48114e-06,1.52817e-05,-1.52817e-05
2.5,2.0,3.0,0.00038847,6.21552e-06,-6.21552e-06,1.79497e-05,-1.79497e-05
3.5,3.0,4.0,0.000407785,6.11678e-06,-6.11678e-06,2.31254e-05,-2.31254e-05
4.5,4.0,5.0,0.000402968,5.23858e-06,-5.23858e-06,2.60188e-05,-2.60188e-05
5.5,5.0,6.0,0.000383025,4.97932e-06,-4.97932e-06,2.40575e-05,-2.40575e-05
6.5,6.0,7.0,0.000357887,4.29464e-06,-4.29464e-06,2.28179e-05,-2.28179e-05
7.5,7.0,8.0,0.000327981,3.93578e-06,-3.93578e-06,1.97007e-05,-1.97007e-05
8.5,8.0,9.0,0.000296502,3.55802e-06,-3.55802e-06,1.65085e-05,-1.65085e-05
9.5,9.0,10.0,0.000267653,3.21183e-06,-3.21183e-06,1.58096e-05,-1.58096e-05
11.0,10.0,12.0,0.000233404,2.80085e-06,-2.80085e-06,1.23682e-05,-1.23682e-05
13.5,12.0,15.0,0.000173249,2.07898e-06,-2.07898e-06,1.33884e-05,-1.33884e-05
16.5,15.0,18.0,0.000113558,1.58981e-06,-1.58981e-06,8.27257e-06,-8.27257e-06
19.5,18.0,21.0,7.0622e-05,1.20057e-06,-1.20057e-06,6.91086e-06,-6.91086e-06
22.5,21.0,24.0,4.31128e-05,9.0537e-07,-9.0537e-07,5.94567e-06,-5.94567e-06
25.5,24.0,27.0,2.48903e-05,6.47148e-07,-6.47148e-07,4.64903e-06,-4.64903e-06
28.5,27.0,30.0,1.48486e-05,5.04854e-07,-5.04854e-07,2.79265e-06,-2.79265e-06
31.5,30.0,33.0,8.4528e-06,3.63471e-07,-3.63471e-07,1.77284e-06,-1.77284e-06
34.5,33.0,36.0,4.6791e-06,2.66707e-07,-2.66707e-07,1.32502e-06,-1.32502e-06
37.5,36.0,39.0,2.3048e-06,1.8208e-07,-1.8208e-07,7.56124e-07,-7.56124e-07
40.5,39.0,42.0,-,0,0,0,0
43.5,42.0,45.0,-,0,0,0,0

