#: table_doi: 10.17182/hepdata.58995.v1/t139
#: name: Table 139
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 8 to 11 GeV.

#: data_file: Table139.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00402523,4.02523e-05,-4.02523e-05,0.000290988,-0.000290988
0.75,0.5,1.0,0.00532733,4.26187e-05,-4.26187e-05,0.000347667,-0.000347667
1.5,1.0,2.0,0.0051621,2.58105e-05,-2.58105e-05,0.000260571,-0.000260571
2.5,2.0,3.0,0.00642798,2.57119e-05,-2.57119e-05,0.000318817,-0.000318817
3.5,3.0,4.0,0.00754981,3.01992e-05,-3.01992e-05,0.000438344,-0.000438344
4.5,4.0,5.0,0.00817757,2.45327e-05,-2.45327e-05,0.000486205,-0.000486205
5.5,5.0,6.0,0.00865898,2.59769e-05,-2.59769e-05,0.000502743,-0.000502743
6.5,6.0,7.0,0.0087627,2.62881e-05,-2.62881e-05,0.000448099,-0.000448099
7.5,7.0,8.0,0.00861568,2.58471e-05,-2.58471e-05,0.000445357,-0.000445357
8.5,8.0,9.0,0.00817236,2.45171e-05,-2.45171e-05,0.000422678,-0.000422678
9.5,9.0,10.0,0.00757305,2.27192e-05,-2.27192e-05,0.000363743,-0.000363743
11.0,10.0,12.0,0.00642525,1.92758e-05,-1.92758e-05,0.000324587,-0.000324587
13.5,12.0,15.0,0.00451632,1.3549e-05,-1.3549e-05,0.000228911,-0.000228911
16.5,15.0,18.0,0.00260066,7.80198e-06,-7.80198e-06,0.000186814,-0.000186814
19.5,18.0,21.0,0.00131965,6.59827e-06,-6.59827e-06,0.000136583,-0.000136583
22.5,21.0,24.0,0.000594173,4.15921e-06,-4.15921e-06,7.94394e-05,-7.94394e-05
25.5,24.0,27.0,0.00023972,2.3972e-06,-2.3972e-06,3.9688e-05,-3.9688e-05
28.5,27.0,30.0,8.98675e-05,1.43788e-06,-1.43788e-06,1.75991e-05,-1.75991e-05
31.5,30.0,33.0,2.96317e-05,8.00056e-07,-8.00056e-07,5.75794e-06,-5.75794e-06
34.5,33.0,36.0,8.6682e-06,4.16076e-07,-4.16076e-07,2.11915e-06,-2.11915e-06
37.5,36.0,39.0,1.9155e-06,1.72398e-07,-1.72398e-07,4.56955e-07,-4.56955e-07

#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00748652,5.98922e-05,-5.98922e-05,0.000556022,-0.000556022
0.75,0.5,1.0,0.00987109,5.92266e-05,-5.92266e-05,0.000559875,-0.000559875
1.5,1.0,2.0,0.00898612,3.59445e-05,-3.59445e-05,0.00034617,-0.00034617
2.5,2.0,3.0,0.00993781,3.97512e-05,-3.97512e-05,0.000403309,-0.000403309
3.5,3.0,4.0,0.0102916,3.08748e-05,-3.08748e-05,0.000467674,-0.000467674
4.5,4.0,5.0,0.0101304,3.03913e-05,-3.03913e-05,0.000514164,-0.000514164
5.5,5.0,6.0,0.00958986,2.87696e-05,-2.87696e-05,0.000467451,-0.000467451
6.5,6.0,7.0,0.00881857,2.64557e-05,-2.64557e-05,0.000436586,-0.000436586
7.5,7.0,8.0,0.00794451,2.38335e-05,-2.38335e-05,0.000364323,-0.000364323
8.5,8.0,9.0,0.00695221,2.08566e-05,-2.08566e-05,0.000325791,-0.000325791
9.5,9.0,10.0,0.00604533,1.8136e-05,-1.8136e-05,0.000264824,-0.000264824
11.0,10.0,12.0,0.0048166,1.44498e-05,-1.44498e-05,0.000224063,-0.000224063
13.5,12.0,15.0,0.00305523,9.16568e-06,-9.16568e-06,0.000171392,-0.000171392
16.5,15.0,18.0,0.00161229,6.44917e-06,-6.44917e-06,0.000139778,-0.000139778
19.5,18.0,21.0,0.000781644,4.68986e-06,-4.68986e-06,9.73013e-05,-9.73013e-05
22.5,21.0,24.0,0.000344594,2.75675e-06,-2.75675e-06,5.38351e-05,-5.38351e-05
25.5,24.0,27.0,0.000145225,1.74269e-06,-1.74269e-06,2.82543e-05,-2.82543e-05
28.5,27.0,30.0,5.41553e-05,1.08311e-06,-1.08311e-06,1.33948e-05,-1.33948e-05
31.5,30.0,33.0,2.11023e-05,6.75274e-07,-6.75274e-07,6.05996e-06,-6.05996e-06
34.5,33.0,36.0,6.3432e-06,5.0111e-07,-5.0111e-07,1.6103e-06,-1.6103e-06
37.5,36.0,39.0,-,0,0,0,0

