#: table_doi: 10.17182/hepdata.58995.v1/t133
#: name: Table 133
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 24 to 31 GeV.

#: data_file: Table133.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,7.38734e-05,7.38734e-06,-7.38734e-06,4.24563e-06,-4.24563e-06
0.75,0.5,1.0,6.91877e-05,6.36527e-06,-6.36527e-06,8.99227e-06,-8.99227e-06
1.5,1.0,2.0,5.74479e-05,3.90646e-06,-3.90646e-06,2.33284e-06,-2.33284e-06
2.5,2.0,3.0,6.24694e-05,3.74816e-06,-3.74816e-06,5.11029e-06,-5.11029e-06
3.5,3.0,4.0,7.3631e-05,3.90244e-06,-3.90244e-06,4.35794e-06,-4.35794e-06
4.5,4.0,5.0,8.01295e-05,3.84621e-06,-3.84621e-06,4.6191e-06,-4.6191e-06
5.5,5.0,6.0,7.54851e-05,3.47232e-06,-3.47232e-06,3.45834e-06,-3.45834e-06
6.5,6.0,7.0,7.40684e-05,3.25901e-06,-3.25901e-06,3.64218e-06,-3.64218e-06
7.5,7.0,8.0,7.31531e-05,3.14558e-06,-3.14558e-06,3.89295e-06,-3.89295e-06
8.5,8.0,9.0,6.87025e-05,2.8168e-06,-2.8168e-06,3.11519e-06,-3.11519e-06
9.5,9.0,10.0,6.75415e-05,2.83674e-06,-2.83674e-06,4.83477e-06,-4.83477e-06
11.0,10.0,12.0,6.89846e-05,2.48344e-06,-2.48344e-06,3.12493e-06,-3.12493e-06
13.5,12.0,15.0,6.36691e-05,2.10108e-06,-2.10108e-06,2.54358e-06,-2.54358e-06
16.5,15.0,18.0,6.23171e-05,2.05646e-06,-2.05646e-06,2.16142e-06,-2.16142e-06
19.5,18.0,21.0,5.76071e-05,1.90103e-06,-1.90103e-06,2.99612e-06,-2.99612e-06
22.5,21.0,24.0,4.87402e-05,1.70591e-06,-1.70591e-06,3.54465e-06,-3.54465e-06
25.5,24.0,27.0,4.56023e-05,1.64168e-06,-1.64168e-06,4.10547e-06,-4.10547e-06
28.5,27.0,30.0,3.86645e-05,1.50792e-06,-1.50792e-06,3.64658e-06,-3.64658e-06
31.5,30.0,33.0,2.67654e-05,1.15091e-06,-1.15091e-06,3.43589e-06,-3.43589e-06
34.5,33.0,36.0,1.82041e-05,9.28409e-07,-9.28409e-07,3.62344e-06,-3.62344e-06
37.5,36.0,39.0,1.24871e-05,7.742e-07,-7.742e-07,2.59028e-06,-2.59028e-06
40.5,39.0,42.0,7.8243e-06,5.78997e-07,-5.78997e-07,1.56781e-06,-1.56781e-06
43.5,42.0,45.0,4.5359e-06,4.03696e-07,-4.03696e-07,9.60714e-07,-9.60714e-07
47.5,45.0,50.0,2.6806e-06,2.86822e-07,-2.86822e-07,5.82038e-07,-5.82038e-07

#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000166841,1.13452e-05,-1.13452e-05,1.22091e-05,-1.22091e-05
0.75,0.5,1.0,0.000185387,1.09378e-05,-1.09378e-05,2.22155e-05,-2.22155e-05
1.5,1.0,2.0,0.000157138,6.91407e-06,-6.91407e-06,5.22823e-06,-5.22823e-06
2.5,2.0,3.0,0.0001572,6.288e-06,-6.288e-06,5.33323e-06,-5.33323e-06
3.5,3.0,4.0,0.000165897,5.97229e-06,-5.97229e-06,6.60053e-06,-6.60053e-06
4.5,4.0,5.0,0.000163917,5.57319e-06,-5.57319e-06,6.79022e-06,-6.79022e-06
5.5,5.0,6.0,0.000143611,4.88277e-06,-4.88277e-06,6.75277e-06,-6.75277e-06
6.5,6.0,7.0,0.000135844,4.48284e-06,-4.48284e-06,5.63219e-06,-5.63219e-06
7.5,7.0,8.0,0.000126907,4.31483e-06,-4.31483e-06,5.06357e-06,-5.06357e-06
8.5,8.0,9.0,0.000115148,3.91503e-06,-3.91503e-06,4.77413e-06,-4.77413e-06
9.5,9.0,10.0,0.000103704,3.73334e-06,-3.73334e-06,5.71313e-06,-5.71313e-06
11.0,10.0,12.0,8.16068e-05,2.77463e-06,-2.77463e-06,3.64226e-06,-3.64226e-06
13.5,12.0,15.0,5.31836e-05,1.96779e-06,-1.96779e-06,2.26327e-06,-2.26327e-06
16.5,15.0,18.0,3.31248e-05,1.45749e-06,-1.45749e-06,2.77518e-06,-2.77518e-06
19.5,18.0,21.0,2.07533e-05,1.09993e-06,-1.09993e-06,1.48368e-06,-1.48368e-06
22.5,21.0,24.0,1.35665e-05,8.81825e-07,-8.81825e-07,1.76891e-06,-1.76891e-06
25.5,24.0,27.0,8.1369e-06,6.50955e-07,-6.50955e-07,1.19189e-06,-1.19189e-06
28.5,27.0,30.0,4.393e-06,4.39302e-07,-4.39302e-07,6.57062e-07,-6.57062e-07
31.5,30.0,33.0,2.6629e-06,3.35523e-07,-3.35523e-07,6.29645e-07,-6.29645e-07
34.5,33.0,36.0,-,0,0,0,0
37.5,36.0,39.0,-,0,0,0,0
40.5,39.0,42.0,-,0,0,0,0
43.5,42.0,45.0,-,0,0,0,0
47.5,45.0,50.0,-,0,0,0,0

