#: table_doi: 10.17182/hepdata.58995.v1/t57
#: name: Table 57
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=1.0 and jet PT in the range 5 to 6 GeV.

#: data_file: Table57.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,5.0-6.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00805532,2.4166e-05,-2.4166e-05,0.000667377,-0.000667377
1.5,1.0,2.0,0.0177719,3.55437e-05,-3.55437e-05,0.00116389,-0.00116389
2.5,2.0,3.0,0.0263606,2.63606e-05,-2.63606e-05,0.00137556,-0.00137556
3.5,3.0,4.0,0.0309928,3.09928e-05,-3.09928e-05,0.00168249,-0.00168249
4.5,4.0,5.0,0.0311692,3.11692e-05,-3.11692e-05,0.00219428,-0.00219428
5.5,5.0,6.0,0.0275874,2.75874e-05,-2.75874e-05,0.00219576,-0.00219576
6.5,6.0,7.0,0.0218219,2.18219e-05,-2.18219e-05,0.00168185,-0.00168185
7.5,7.0,8.0,0.0157669,1.57669e-05,-1.57669e-05,0.00128081,-0.00128081
8.5,8.0,9.0,0.0103383,1.03383e-05,-1.03383e-05,0.000959403,-0.000959403
9.5,9.0,10.0,0.00621683,1.24337e-05,-1.24337e-05,0.000713502,-0.000713502
11.0,10.0,12.0,0.00263863,5.27726e-06,-5.27726e-06,0.000385493,-0.000385493
13.5,12.0,15.0,0.000479611,1.91844e-06,-1.91844e-06,7.68516e-05,-7.68516e-05
16.5,15.0,18.0,3.57904e-05,4.29484e-07,-4.29484e-07,5.6551e-06,-5.6551e-06
19.5,18.0,21.0,2.3793e-06,9.04151e-08,-9.04151e-08,4.14553e-07,-4.14553e-07

#: PT(C=JET) [GeV],,,5.0-6.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.0123291,3.69873e-05,-3.69873e-05,0.00103447,-0.00103447
1.5,1.0,2.0,0.0237922,4.75844e-05,-4.75844e-05,0.0013572,-0.0013572
2.5,2.0,3.0,0.0305757,3.05757e-05,-3.05757e-05,0.00128272,-0.00128272
3.5,3.0,4.0,0.032194,3.2194e-05,-3.2194e-05,0.00160583,-0.00160583
4.5,4.0,5.0,0.0295525,2.95525e-05,-2.95525e-05,0.00191773,-0.00191773
5.5,5.0,6.0,0.0242323,2.42323e-05,-2.42323e-05,0.00174859,-0.00174859
6.5,6.0,7.0,0.0183462,1.83462e-05,-1.83462e-05,0.00132309,-0.00132309
7.5,7.0,8.0,0.0127857,1.27857e-05,-1.27857e-05,0.000947089,-0.000947089
8.5,8.0,9.0,0.00823722,1.64744e-05,-1.64744e-05,0.000699533,-0.000699533
9.5,9.0,10.0,0.00497331,9.94662e-06,-9.94662e-06,0.000533583,-0.000533583
11.0,10.0,12.0,0.00216368,4.32736e-06,-4.32736e-06,0.000297103,-0.000297103
13.5,12.0,15.0,0.000420928,1.68371e-06,-1.68371e-06,6.87789e-05,-6.87789e-05
16.5,15.0,18.0,3.63183e-05,3.63183e-07,-3.63183e-07,6.02271e-06,-6.02271e-06
19.5,18.0,21.0,2.0972e-06,8.59839e-08,-8.59839e-08,4.22495e-07,-4.22495e-07

