#: table_doi: 10.17182/hepdata.58995.v1/t102
#: name: Table 102
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 19 to 24 GeV.

#: data_file: Table102.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000140402,7.02012e-06,-7.02012e-06,1.5894e-05,-1.5894e-05
0.55,0.5,0.6,0.000494199,2.71809e-05,-2.71809e-05,3.00812e-05,-3.00812e-05
0.6499999999999999,0.6,0.7,0.00101229,3.54303e-05,-3.54303e-05,3.88779e-05,-3.88779e-05
0.75,0.7,0.8,0.00185867,4.27494e-05,-4.27494e-05,9.06756e-05,-9.06756e-05
0.8500000000000001,0.8,0.9,0.00333736,5.6735e-05,-5.6735e-05,0.000132279,-0.000132279
0.95,0.9,1.0,0.00494374,6.42687e-05,-6.42687e-05,0.000186557,-0.000186557
1.05,1.0,1.1,0.00612177,6.73395e-05,-6.73395e-05,0.000212858,-0.000212858
1.15,1.1,1.2,0.00650951,7.16047e-05,-7.16047e-05,0.000237307,-0.000237307
1.25,1.2,1.3,0.00593512,6.52863e-05,-6.52863e-05,0.000286119,-0.000286119
1.35,1.3,1.4,0.00500051,5.50056e-05,-5.50056e-05,0.000279,-0.000279
1.5,1.4,1.6,0.00357204,3.92924e-05,-3.92924e-05,0.000193583,-0.000193583
1.7000000000000002,1.6,1.8,0.00208567,2.91993e-05,-2.91993e-05,0.00017826,-0.00017826
1.9,1.8,2.0,0.00120114,2.16205e-05,-2.16205e-05,0.000232339,-0.000232339
2.1,2.0,2.2,0.000716372,1.57602e-05,-1.57602e-05,0.000181054,-0.000181054
2.3,2.2,2.4,0.000445498,1.20285e-05,-1.20285e-05,0.000115767,-0.000115767
2.5,2.4,2.6,0.000281176,9.27882e-06,-9.27882e-06,7.2635e-05,-7.2635e-05
2.7,2.6,2.8,0.000179898,7.19591e-06,-7.19591e-06,4.74234e-05,-4.74234e-05
2.9,2.8,3.0,0.000112878,5.64388e-06,-5.64388e-06,3.32416e-05,-3.32416e-05
3.15,3.0,3.3,7.23458e-05,3.97902e-06,-3.97902e-06,2.17762e-05,-2.17762e-05
3.45,3.3,3.6,3.65768e-05,2.59695e-06,-2.59695e-06,1.07109e-05,-1.07109e-05
3.75,3.6,3.9,2.52867e-05,2.45281e-06,-2.45281e-06,7.40477e-06,-7.40477e-06
4.05,3.9,4.2,1.62154e-05,1.84855e-06,-1.84855e-06,4.75942e-06,-4.75942e-06
4.35,4.2,4.5,1.37931e-05,1.95862e-06,-1.95862e-06,4.13853e-06,-4.13853e-06
4.65,4.5,4.8,6.2676e-06,1.07802e-06,-1.07802e-06,2.05617e-06,-2.05617e-06
4.95,4.5,5.4,-,0,0,0,0
4.949999999999999,4.8,5.1,5.9369e-06,1.18739e-06,-1.18739e-06,1.38833e-06,-1.38833e-06
5.4,5.1,5.7,2.6114e-06,5.76394e-07,-5.76394e-07,5.80558e-07,-5.80558e-07
6.35,5.7,7.0,1.355e-06,3.4491e-07,-3.4491e-07,2.82563e-07,-2.82563e-07

#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000304883,1.0366e-05,-1.0366e-05,3.57767e-05,-3.57767e-05
0.55,0.5,0.6,0.00116199,4.06697e-05,-4.06697e-05,7.97214e-05,-7.97214e-05
0.6499999999999999,0.6,0.7,0.0023326,5.36498e-05,-5.36498e-05,0.000121788,-0.000121788
0.75,0.7,0.8,0.00417976,6.68762e-05,-6.68762e-05,0.00017674,-0.00017674
0.8500000000000001,0.8,0.9,0.00614606,7.98987e-05,-7.98987e-05,0.000193869,-0.000193869
0.95,0.9,1.0,0.00759242,8.35167e-05,-8.35167e-05,0.000277513,-0.000277513
1.05,1.0,1.1,0.00767636,7.67636e-05,-7.67636e-05,0.000251803,-0.000251803
1.15,1.1,1.2,0.00659055,7.2496e-05,-7.2496e-05,0.000277117,-0.000277117
1.25,1.2,1.3,0.00489769,5.87722e-05,-5.87722e-05,0.000227624,-0.000227624
1.35,1.3,1.4,0.00350927,4.56205e-05,-4.56205e-05,0.00026042,-0.00026042
1.5,1.4,1.6,0.00208314,2.9164e-05,-2.9164e-05,0.000167521,-0.000167521
1.7000000000000002,1.6,1.8,0.000975287,1.95057e-05,-1.95057e-05,0.000119547,-0.000119547
1.9,1.8,2.0,0.000424141,1.18759e-05,-1.18759e-05,7.87601e-05,-7.87601e-05
2.1,2.0,2.2,0.000220897,8.17317e-06,-8.17317e-06,5.85717e-05,-5.85717e-05
2.3,2.2,2.4,0.00013237,6.35375e-06,-6.35375e-06,3.56336e-05,-3.56336e-05
2.5,2.4,2.6,7.26386e-05,4.5036e-06,-4.5036e-06,2.01667e-05,-2.01667e-05
2.7,2.6,2.8,5.02672e-05,4.02138e-06,-4.02138e-06,1.48364e-05,-1.48364e-05
2.9,2.8,3.0,2.53575e-05,2.35824e-06,-2.35824e-06,7.55835e-06,-7.55835e-06
3.15,3.0,3.3,1.80568e-05,1.96819e-06,-1.96819e-06,5.2892e-06,-5.2892e-06
3.45,3.3,3.6,1.03533e-05,1.63583e-06,-1.63583e-06,3.39655e-06,-3.39655e-06
3.75,3.6,3.9,7.3404e-06,1.37266e-06,-1.37266e-06,2.40813e-06,-2.40813e-06
4.05,3.9,4.2,5.8558e-06,1.44638e-06,-1.44638e-06,1.71476e-06,-1.71476e-06
4.35,4.2,4.5,4.0779e-06,1.56592e-06,-1.56592e-06,1.20645e-06,-1.20645e-06
4.65,4.5,4.8,-,0,0,0,0
4.95,4.5,5.4,1.3923e-06,4.36006e-07,-4.36006e-07,2.7992e-07,-2.7992e-07
4.949999999999999,4.8,5.1,-,0,0,0,0
5.4,5.1,5.7,-,0,0,0,0
6.35,5.7,7.0,-,0,0,0,0

