#: table_doi: 10.17182/hepdata.58995.v1/t49
#: name: Table 49
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 8 to 11 GeV.

#: data_file: Table49.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.0021757,1.74056e-05,-1.74056e-05,0.000157374,-0.000157374
1.5,1.0,2.0,0.00471323,2.35662e-05,-2.35662e-05,0.000293888,-0.000293888
2.5,2.0,3.0,0.00737805,2.21342e-05,-2.21342e-05,0.000444156,-0.000444156
3.5,3.0,4.0,0.010002,3.00059e-05,-3.00059e-05,0.000569673,-0.000569673
4.5,4.0,5.0,0.0122573,2.45145e-05,-2.45145e-05,0.000758565,-0.000758565
5.5,5.0,6.0,0.01363,2.726e-05,-2.726e-05,0.00094824,-0.00094824
6.5,6.0,7.0,0.014122,2.82441e-05,-2.82441e-05,0.000991263,-0.000991263
7.5,7.0,8.0,0.0137875,2.75749e-05,-2.75749e-05,0.000818121,-0.000818121
8.5,8.0,9.0,0.0127833,2.55666e-05,-2.55666e-05,0.000743631,-0.000743631
9.5,9.0,10.0,0.0112384,2.24767e-05,-2.24767e-05,0.000611536,-0.000611536
11.0,10.0,12.0,0.00869699,1.7394e-05,-1.7394e-05,0.000473247,-0.000473247
13.5,12.0,15.0,0.0048032,9.6064e-06,-9.6064e-06,0.000319187,-0.000319187
16.5,15.0,18.0,0.00179415,5.38246e-06,-5.38246e-06,0.000207688,-0.000207688
19.5,18.0,21.0,0.000522145,3.13287e-06,-3.13287e-06,9.33326e-05,-9.33326e-05
22.5,21.0,24.0,0.000120124,1.32136e-06,-1.32136e-06,2.41864e-05,-2.41864e-05
25.5,24.0,27.0,2.10851e-05,5.27127e-07,-5.27127e-07,3.97408e-06,-3.97408e-06
28.5,27.0,30.0,3.2737e-06,2.94637e-07,-2.94637e-07,9.11524e-07,-9.11524e-07

#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00399785,2.39871e-05,-2.39871e-05,0.000305699,-0.000305699
1.5,1.0,2.0,0.0080556,3.22224e-05,-3.22224e-05,0.000462689,-0.000462689
2.5,2.0,3.0,0.0112779,3.38338e-05,-3.38338e-05,0.000484558,-0.000484558
3.5,3.0,4.0,0.0135689,2.71378e-05,-2.71378e-05,0.00063441,-0.00063441
4.5,4.0,5.0,0.0146649,2.93297e-05,-2.93297e-05,0.000825802,-0.000825802
5.5,5.0,6.0,0.0146653,2.93306e-05,-2.93306e-05,0.000893379,-0.000893379
6.5,6.0,7.0,0.0139547,2.79093e-05,-2.79093e-05,0.000869679,-0.000869679
7.5,7.0,8.0,0.0125641,2.51281e-05,-2.51281e-05,0.000712505,-0.000712505
8.5,8.0,9.0,0.0109479,2.18958e-05,-2.18958e-05,0.000587527,-0.000587527
9.5,9.0,10.0,0.00920153,1.84031e-05,-1.84031e-05,0.000455546,-0.000455546
11.0,10.0,12.0,0.00664694,1.32939e-05,-1.32939e-05,0.000317943,-0.000317943
13.5,12.0,15.0,0.00340138,1.02041e-05,-1.02041e-05,0.000262193,-0.000262193
16.5,15.0,18.0,0.00123632,4.9453e-06,-4.9453e-06,0.000170164,-0.000170164
19.5,18.0,21.0,0.000352259,2.46581e-06,-2.46581e-06,6.36244e-05,-6.36244e-05
22.5,21.0,24.0,8.11694e-05,1.13637e-06,-1.13637e-06,1.80254e-05,-1.80254e-05
25.5,24.0,27.0,1.67728e-05,6.0382e-07,-6.0382e-07,4.19487e-06,-4.19487e-06
28.5,27.0,30.0,3.181e-06,3.91269e-07,-3.91269e-07,9.25936e-07,-9.25936e-07

