#: table_doi: 10.17182/hepdata.58995.v1/t137
#: name: Table 137
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 5 to 6 GeV.

#: data_file: Table137.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,5.0-6.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0128489,6.42445e-05,-6.42445e-05,0.000911276,-0.000911276
0.75,0.5,1.0,0.0180328,7.21313e-05,-7.21313e-05,0.00115509,-0.00115509
1.5,1.0,2.0,0.0183633,5.50898e-05,-5.50898e-05,0.000982049,-0.000982049
2.5,2.0,3.0,0.0224347,4.48693e-05,-4.48693e-05,0.00102931,-0.00102931
3.5,3.0,4.0,0.0247374,4.94748e-05,-4.94748e-05,0.00131411,-0.00131411
4.5,4.0,5.0,0.0251559,5.03117e-05,-5.03117e-05,0.00143631,-0.00143631
5.5,5.0,6.0,0.0239948,4.79897e-05,-4.79897e-05,0.00137149,-0.00137149
6.5,6.0,7.0,0.0216187,4.32373e-05,-4.32373e-05,0.00110552,-0.00110552
7.5,7.0,8.0,0.018565,3.71299e-05,-3.71299e-05,0.000959649,-0.000959649
8.5,8.0,9.0,0.0151694,3.03388e-05,-3.03388e-05,0.000784567,-0.000784567
9.5,9.0,10.0,0.0120541,2.41082e-05,-2.41082e-05,0.000612511,-0.000612511
11.0,10.0,12.0,0.00799531,1.59906e-05,-1.59906e-05,0.000531974,-0.000531974
13.5,12.0,15.0,0.00344587,1.03376e-05,-1.03376e-05,0.000339169,-0.000339169
16.5,15.0,18.0,0.000965499,3.862e-06,-3.862e-06,0.000144989,-0.000144989
19.5,18.0,21.0,0.000213187,1.70549e-06,-1.70549e-06,3.56908e-05,-3.56908e-05
22.5,21.0,24.0,3.85537e-05,7.71074e-07,-7.71074e-07,6.67447e-06,-6.67447e-06
25.5,24.0,27.0,6.6696e-06,5.53578e-07,-5.53578e-07,1.22121e-06,-1.22121e-06

#: PT(C=JET) [GeV],,,5.0-6.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0208949,8.35797e-05,-8.35797e-05,0.00157587,-0.00157587
0.75,0.5,1.0,0.0274572,8.23715e-05,-8.23715e-05,0.001449,-0.001449
1.5,1.0,2.0,0.0251108,5.02217e-05,-5.02217e-05,0.00102155,-0.00102155
2.5,2.0,3.0,0.0271414,5.42827e-05,-5.42827e-05,0.0010843,-0.0010843
3.5,3.0,4.0,0.0266916,5.33831e-05,-5.33831e-05,0.00121293,-0.00121293
4.5,4.0,5.0,0.0247955,4.95911e-05,-4.95911e-05,0.00125848,-0.00125848
5.5,5.0,6.0,0.0220663,4.41325e-05,-4.41325e-05,0.0010756,-0.0010756
6.5,6.0,7.0,0.018563,3.7126e-05,-3.7126e-05,0.00091901,-0.00091901
7.5,7.0,8.0,0.0151734,3.03469e-05,-3.03469e-05,0.000695831,-0.000695831
8.5,8.0,9.0,0.0119553,2.39106e-05,-2.39106e-05,0.000560244,-0.000560244
9.5,9.0,10.0,0.00917381,1.83476e-05,-1.83476e-05,0.000454081,-0.000454081
11.0,10.0,12.0,0.00598003,1.19601e-05,-1.19601e-05,0.000389529,-0.000389529
13.5,12.0,15.0,0.00253468,7.60405e-06,-7.60405e-06,0.000234002,-0.000234002
16.5,15.0,18.0,0.00073714,3.6857e-06,-3.6857e-06,0.000110303,-0.000110303
19.5,18.0,21.0,0.000174055,1.5665e-06,-1.5665e-06,3.12428e-05,-3.12428e-05
22.5,21.0,24.0,3.72976e-05,8.20546e-07,-8.20546e-07,6.91395e-06,-6.91395e-06
25.5,24.0,27.0,6.3658e-06,4.32878e-07,-4.32878e-07,1.33092e-06,-1.33092e-06

