#: table_doi: 10.17182/hepdata.58995.v1/t147
#: name: Table 147
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 5 to 6 GeV.

#: data_file: Table147.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,5.0-6.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0144715,5.78859e-05,-5.78859e-05,0.00128593,-0.00128593
0.75,0.5,1.0,0.0207907,6.23721e-05,-6.23721e-05,0.00143215,-0.00143215
1.5,1.0,2.0,0.0215914,4.31829e-05,-4.31829e-05,0.00114292,-0.00114292
2.5,2.0,3.0,0.026305,5.26101e-05,-5.26101e-05,0.00133742,-0.00133742
3.5,3.0,4.0,0.0280697,2.80697e-05,-2.80697e-05,0.00183251,-0.00183251
4.5,4.0,5.0,0.0275885,2.75885e-05,-2.75885e-05,0.00199077,-0.00199077
5.5,5.0,6.0,0.0250872,2.50872e-05,-2.50872e-05,0.0018372,-0.0018372
6.5,6.0,7.0,0.0210435,2.10435e-05,-2.10435e-05,0.00144864,-0.00144864
7.5,7.0,8.0,0.0163712,1.63712e-05,-1.63712e-05,0.0010868,-0.0010868
8.5,8.0,9.0,0.0120497,2.40995e-05,-2.40995e-05,0.000880456,-0.000880456
9.5,9.0,10.0,0.00835539,1.67108e-05,-1.67108e-05,0.000765191,-0.000765191
11.0,10.0,12.0,0.00447469,8.94938e-06,-8.94938e-06,0.000505601,-0.000505601
13.5,12.0,15.0,0.00124356,3.73068e-06,-3.73068e-06,0.000198779,-0.000198779
16.5,15.0,18.0,0.000181976,1.09185e-06,-1.09185e-06,3.03556e-05,-3.03556e-05
19.5,18.0,21.0,1.94971e-05,3.89943e-07,-3.89943e-07,3.44366e-06,-3.44366e-06
22.5,21.0,24.0,3.0973e-06,2.19911e-07,-2.19911e-07,5.84289e-07,-5.84289e-07

#: PT(C=JET) [GeV],,,5.0-6.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0228618,6.85853e-05,-6.85853e-05,0.00181272,-0.00181272
0.75,0.5,1.0,0.0305401,6.10801e-05,-6.10801e-05,0.00169546,-0.00169546
1.5,1.0,2.0,0.0279927,5.59854e-05,-5.59854e-05,0.00112355,-0.00112355
2.5,2.0,3.0,0.0301376,6.02751e-05,-6.02751e-05,0.00139254,-0.00139254
3.5,3.0,4.0,0.0288504,2.88504e-05,-2.88504e-05,0.0016361,-0.0016361
4.5,4.0,5.0,0.0257063,2.57063e-05,-2.57063e-05,0.0016598,-0.0016598
5.5,5.0,6.0,0.021572,2.1572e-05,-2.1572e-05,0.00135492,-0.00135492
6.5,6.0,7.0,0.017129,1.7129e-05,-1.7129e-05,0.0010921,-0.0010921
7.5,7.0,8.0,0.0129276,2.58553e-05,-2.58553e-05,0.000811872,-0.000811872
8.5,8.0,9.0,0.00923195,1.84639e-05,-1.84639e-05,0.000631832,-0.000631832
9.5,9.0,10.0,0.00641458,1.28292e-05,-1.28292e-05,0.000545051,-0.000545051
11.0,10.0,12.0,0.00342383,6.84767e-06,-6.84767e-06,0.000347194,-0.000347194
13.5,12.0,15.0,0.00100758,4.03033e-06,-4.03033e-06,0.000152698,-0.000152698
16.5,15.0,18.0,0.000166117,1.16282e-06,-1.16282e-06,2.7362e-05,-2.7362e-05
19.5,18.0,21.0,2.03408e-05,4.06816e-07,-4.06816e-07,3.60732e-06,-3.60732e-06
22.5,21.0,24.0,2.5476e-06,1.98716e-07,-1.98716e-07,5.04504e-07,-5.04504e-07

