#: table_doi: 10.17182/hepdata.58995.v1/t96
#: name: Table 96
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 4 to 5 GeV.

#: data_file: Table96.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0319129,9.57388e-05,-9.57388e-05,0.00366124,-0.00366124
0.55,0.5,0.6,0.134419,0.000403258,-0.000403258,0.00842886,-0.00842886
0.6499999999999999,0.6,0.7,0.293906,0.000587812,-0.000587812,0.0115711,-0.0115711
0.75,0.7,0.8,0.474875,0.000474875,-0.000474875,0.0211892,-0.0211892
0.8500000000000001,0.8,0.9,0.558283,0.000558283,-0.000558283,0.0226501,-0.0226501
0.95,0.9,1.0,0.501288,0.000501288,-0.000501288,0.0194083,-0.0194083
1.05,1.0,1.1,0.376033,0.000376033,-0.000376033,0.0134744,-0.0134744
1.15,1.1,1.2,0.251078,0.000251078,-0.000251078,0.00940787,-0.00940787
1.25,1.2,1.3,0.158624,0.000317249,-0.000317249,0.00776936,-0.00776936
1.35,1.3,1.4,0.0995406,0.000199081,-0.000199081,0.0056203,-0.0056203
1.5,1.4,1.6,0.0516212,0.000154864,-0.000154864,0.00283306,-0.00283306
1.7000000000000002,1.6,1.8,0.0222972,8.91888e-05,-8.91888e-05,0.00191548,-0.00191548
1.9,1.8,2.0,0.0106453,6.38717e-05,-6.38717e-05,0.0020612,-0.0020612
2.1,2.0,2.2,0.00555324,4.44259e-05,-4.44259e-05,0.0014067,-0.0014067
2.3,2.2,2.4,0.00304584,3.04584e-05,-3.04584e-05,0.00079324,-0.00079324
2.5,2.4,2.6,0.00179752,2.51653e-05,-2.51653e-05,0.000464784,-0.000464784
2.7,2.6,2.8,0.00104801,1.99122e-05,-1.99122e-05,0.000279925,-0.000279925
2.9,2.8,3.0,0.000737348,1.62216e-05,-1.62216e-05,0.000217882,-0.000217882
3.15,3.0,3.3,0.000458951,1.14738e-05,-1.14738e-05,0.000134818,-0.000134818
3.45,3.3,3.6,0.000273413,9.02262e-06,-9.02262e-06,8.00992e-05,-8.00992e-05
3.75,3.6,3.9,0.00015533,6.05786e-06,-6.05786e-06,4.55055e-05,-4.55055e-05
4.05,3.9,4.2,9.82256e-05,4.91128e-06,-4.91128e-06,2.88651e-05,-2.88651e-05
4.35,4.2,4.5,4.26107e-05,3.06797e-06,-3.06797e-06,1.24832e-05,-1.24832e-05
4.65,4.5,4.8,1.85395e-05,1.94665e-06,-1.94665e-06,5.45254e-06,-5.45254e-06
4.949999999999999,4.8,5.1,5.7557e-06,1.15689e-06,-1.15689e-06,1.33352e-06,-1.33352e-06
5.1,4.8,5.4,-,0,0,0,0
5.25,5.1,5.4,4.5712e-06,1.53592e-06,-1.53592e-06,1.50017e-06,-1.50017e-06

#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.046451,9.29021e-05,-9.29021e-05,0.00579001,-0.00579001
0.55,0.5,0.6,0.178934,0.000357868,-0.000357868,0.00957256,-0.00957256
0.6499999999999999,0.6,0.7,0.341926,0.000683852,-0.000683852,0.0146111,-0.0146111
0.75,0.7,0.8,0.494142,0.000494142,-0.000494142,0.0213284,-0.0213284
0.8500000000000001,0.8,0.9,0.537569,0.000537569,-0.000537569,0.0175843,-0.0175843
0.95,0.9,1.0,0.463016,0.000463016,-0.000463016,0.0173924,-0.0173924
1.05,1.0,1.1,0.33821,0.00033821,-0.00033821,0.0114742,-0.0114742
1.15,1.1,1.2,0.223192,0.000446385,-0.000446385,0.00958169,-0.00958169
1.25,1.2,1.3,0.140551,0.000281102,-0.000281102,0.00664467,-0.00664467
1.35,1.3,1.4,0.0868362,0.000173672,-0.000173672,0.00648777,-0.00648777
1.5,1.4,1.6,0.0441447,0.000132434,-0.000132434,0.00357054,-0.00357054
1.7000000000000002,1.6,1.8,0.0191703,7.66812e-05,-7.66812e-05,0.00235569,-0.00235569
