#: table_doi: 10.17182/hepdata.58995.v1/t31
#: name: Table 31
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 14 to 19 GeV.

#: data_file: Table31.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.000281739,1.01426e-05,-1.01426e-05,2.17396e-05,-2.17396e-05
1.5,1.0,2.0,0.000486991,1.21748e-05,-1.21748e-05,2.3738e-05,-2.3738e-05
2.5,2.0,3.0,0.000669636,1.27231e-05,-1.27231e-05,2.8841e-05,-2.8841e-05
3.5,3.0,4.0,0.000816965,1.30714e-05,-1.30714e-05,4.20638e-05,-4.20638e-05
4.5,4.0,5.0,0.00095197,1.33276e-05,-1.33276e-05,4.77031e-05,-4.77031e-05
5.5,5.0,6.0,0.00107478,1.28974e-05,-1.28974e-05,5.50557e-05,-5.50557e-05
6.5,6.0,7.0,0.00112705,1.23976e-05,-1.23976e-05,6.38753e-05,-6.38753e-05
7.5,7.0,8.0,0.00113491,1.2484e-05,-1.2484e-05,6.3138e-05,-6.3138e-05
8.5,8.0,9.0,0.0010968,1.20648e-05,-1.20648e-05,5.80474e-05,-5.80474e-05
9.5,9.0,10.0,0.00101992,1.12191e-05,-1.12191e-05,5.81534e-05,-5.81534e-05
11.0,10.0,12.0,0.000883734,8.83734e-06,-8.83734e-06,4.63013e-05,-4.63013e-05
13.5,12.0,15.0,0.000649023,7.13925e-06,-7.13925e-06,2.57246e-05,-2.57246e-05
16.5,15.0,18.0,0.000372288,4.83975e-06,-4.83975e-06,2.91528e-05,-2.91528e-05
19.5,18.0,21.0,0.000184715,3.50959e-06,-3.50959e-06,1.76381e-05,-1.76381e-05
22.5,21.0,24.0,7.98814e-05,2.1568e-06,-2.1568e-06,9.07841e-06,-9.07841e-06
25.5,24.0,27.0,3.62747e-05,1.41471e-06,-1.41471e-06,6.23502e-06,-6.23502e-06
28.5,27.0,30.0,1.49397e-05,9.11322e-07,-9.11322e-07,3.38166e-06,-3.38166e-06
32.0,30.0,34.0,5.079e-06,5.18054e-07,-5.18054e-07,1.21733e-06,-1.21733e-06

#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00058323,1.45808e-05,-1.45808e-05,4.00947e-05,-4.00947e-05
1.5,1.0,2.0,0.00104793,1.78148e-05,-1.78148e-05,4.95197e-05,-4.95197e-05
2.5,2.0,3.0,0.00131219,1.83706e-05,-1.83706e-05,5.22573e-05,-5.22573e-05
3.5,3.0,4.0,0.00144992,1.7399e-05,-1.7399e-05,5.21165e-05,-5.21165e-05
4.5,4.0,5.0,0.00144567,1.59023e-05,-1.59023e-05,5.6971e-05,-5.6971e-05
5.5,5.0,6.0,0.00135901,1.49491e-05,-1.49491e-05,6.54447e-05,-6.54447e-05
6.5,6.0,7.0,0.00125371,1.37908e-05,-1.37908e-05,5.87508e-05,-5.87508e-05
7.5,7.0,8.0,0.00111235,1.22359e-05,-1.22359e-05,5.11199e-05,-5.11199e-05
8.5,8.0,9.0,0.000960609,1.05667e-05,-1.05667e-05,4.68635e-05,-4.68635e-05
9.5,9.0,10.0,0.00081493,9.77917e-06,-9.77917e-06,4.44865e-05,-4.44865e-05
11.0,10.0,12.0,0.000605276,7.26332e-06,-7.26332e-06,2.91979e-05,-2.91979e-05
13.5,12.0,15.0,0.000349755,4.89657e-06,-4.89657e-06,1.47852e-05,-1.47852e-05
16.5,15.0,18.0,0.00017076,3.24444e-06,-3.24444e-06,1.24666e-05,-1.24666e-05
19.5,18.0,21.0,7.82631e-05,2.19137e-06,-2.19137e-06,8.84304e-06,-8.84304e-06
22.5,21.0,24.0,3.1164e-05,1.34005e-06,-1.34005e-06,5.40558e-06,-5.40558e-06
25.5,24.0,27.0,1.16129e-05,7.54835e-07,-7.54835e-07,2.53605e-06,-2.53605e-06
28.5,27.0,30.0,4.0919e-06,4.13285e-07,-4.13285e-07,1.00327e-06,-1.00327e-06
32.0,30.0,34.0,-,0,0,0,0

