#: table_doi: 10.17182/hepdata.58995.v1/t43
#: name: Table 43
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 24 to 31 GeV.

#: data_file: Table43.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,2.8512e-05,2.53757e-06,-2.53757e-06,2.16766e-06,-2.16766e-06
1.5,1.0,2.0,5.24547e-05,3.19974e-06,-3.19974e-06,2.60853e-06,-2.60853e-06
2.5,2.0,3.0,6.4657e-05,2.97422e-06,-2.97422e-06,2.75836e-06,-2.75836e-06
3.5,3.0,4.0,7.89945e-05,3.08079e-06,-3.08079e-06,4.01165e-06,-4.01165e-06
4.5,4.0,5.0,0.000100378,3.31249e-06,-3.31249e-06,7.2738e-06,-7.2738e-06
5.5,5.0,6.0,0.000112959,3.38878e-06,-3.38878e-06,6.41486e-06,-6.41486e-06
6.5,6.0,7.0,0.000119939,3.3583e-06,-3.3583e-06,7.27488e-06,-7.27488e-06
7.5,7.0,8.0,0.000126083,3.27815e-06,-3.27815e-06,7.39816e-06,-7.39816e-06
8.5,8.0,9.0,0.000129926,3.24816e-06,-3.24816e-06,6.91424e-06,-6.91424e-06
9.5,9.0,10.0,0.000128738,3.08971e-06,-3.08971e-06,6.89078e-06,-6.89078e-06
11.0,10.0,12.0,0.000124335,2.73537e-06,-2.73537e-06,6.95833e-06,-6.95833e-06
13.5,12.0,15.0,0.000102978,2.26551e-06,-2.26551e-06,4.07901e-06,-4.07901e-06
16.5,15.0,18.0,6.89976e-05,1.72494e-06,-1.72494e-06,3.28518e-06,-3.28518e-06
19.5,18.0,21.0,4.3496e-05,1.39187e-06,-1.39187e-06,5.1478e-06,-5.1478e-06
22.5,21.0,24.0,2.29906e-05,9.65605e-07,-9.65605e-07,3.11894e-06,-3.11894e-06
25.5,24.0,27.0,9.4944e-06,5.88652e-07,-5.88652e-07,1.67884e-06,-1.67884e-06
28.5,27.0,30.0,3.6462e-06,3.20864e-07,-3.20864e-07,8.4695e-07,-8.4695e-07

#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,6.61504e-05,3.96903e-06,-3.96903e-06,5.268e-06,-5.268e-06
1.5,1.0,2.0,0.000119641,4.78564e-06,-4.78564e-06,4.89798e-06,-4.89798e-06
2.5,2.0,3.0,0.000147295,4.71345e-06,-4.71345e-06,5.20976e-06,-5.20976e-06
3.5,3.0,4.0,0.000174365,4.88222e-06,-4.88222e-06,7.3482e-06,-7.3482e-06
4.5,4.0,5.0,0.000180045,4.50112e-06,-4.50112e-06,8.30747e-06,-8.30747e-06
5.5,5.0,6.0,0.000182883,4.38918e-06,-4.38918e-06,1.23429e-05,-1.23429e-05
6.5,6.0,7.0,0.000180665,4.15529e-06,-4.15529e-06,1.01816e-05,-1.01816e-05
7.5,7.0,8.0,0.000167619,3.85525e-06,-3.85525e-06,8.98916e-06,-8.98916e-06
8.5,8.0,9.0,0.000145748,3.35221e-06,-3.35221e-06,7.37578e-06,-7.37578e-06
9.5,9.0,10.0,0.000120823,3.02057e-06,-3.02057e-06,5.28868e-06,-5.28868e-06
11.0,10.0,12.0,9.0575e-05,2.26438e-06,-2.26438e-06,4.42614e-06,-4.42614e-06
13.5,12.0,15.0,5.1794e-05,1.50203e-06,-1.50203e-06,3.42781e-06,-3.42781e-06
16.5,15.0,18.0,2.4595e-05,9.59205e-07,-9.59205e-07,2.38787e-06,-2.38787e-06
19.5,18.0,21.0,1.16805e-05,6.65787e-07,-6.65787e-07,1.43351e-06,-1.43351e-06
22.5,21.0,24.0,4.6782e-06,3.92967e-07,-3.92967e-07,7.1518e-07,-7.1518e-07
25.5,24.0,27.0,2.331e-06,2.89043e-07,-2.89043e-07,6.44766e-07,-6.44766e-07
28.5,27.0,30.0,-,0,0,0,0

