#: table_doi: 10.17182/hepdata.58995.v1/t71
#: name: Table 71
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 14 to 19 GeV.

#: data_file: Table71.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000525649,2.8385e-05,-2.8385e-05,5.48542e-05,-5.48542e-05
0.55,0.5,0.6,0.00163971,0.000108221,-0.000108221,0.000113839,-0.000113839
0.6499999999999999,0.6,0.7,0.00325307,0.000143135,-0.000143135,0.000147576,-0.000147576
0.75,0.7,0.8,0.00513314,0.000169394,-0.000169394,0.000266281,-0.000266281
0.8500000000000001,0.8,0.9,0.00826669,0.000206667,-0.000206667,0.000292388,-0.000292388
0.95,0.9,1.0,0.0109498,0.000229946,-0.000229946,0.00037534,-0.00037534
1.05,1.0,1.1,0.012455,0.000236644,-0.000236644,0.000420528,-0.000420528
1.15,1.1,1.2,0.0126472,0.000240297,-0.000240297,0.00040392,-0.00040392
1.25,1.2,1.3,0.0117236,0.000211025,-0.000211025,0.000390064,-0.000390064
1.35,1.3,1.4,0.0104373,0.000187872,-0.000187872,0.000406921,-0.000406921
1.5,1.4,1.6,0.00825965,0.000148674,-0.000148674,0.000302014,-0.000302014
1.7000000000000002,1.6,1.8,0.00555411,0.000111082,-0.000111082,0.000290518,-0.000290518
1.9,1.8,2.0,0.00360187,8.64448e-05,-8.64448e-05,0.000174086,-0.000174086
2.1,2.0,2.2,0.00228752,6.63382e-05,-6.63382e-05,0.000284767,-0.000284767
2.3,2.2,2.4,0.00149458,5.23101e-05,-5.23101e-05,0.000189139,-0.000189139
2.5,2.4,2.6,0.000901904,3.788e-05,-3.788e-05,8.55622e-05,-8.55622e-05
2.7,2.6,2.8,0.000599362,3.05675e-05,-3.05675e-05,5.56342e-05,-5.56342e-05
2.9,2.8,3.0,0.000374926,2.36204e-05,-2.36204e-05,7.27154e-05,-7.27154e-05
3.15,3.0,3.3,0.000238949,1.72043e-05,-1.72043e-05,3.84195e-05,-3.84195e-05
3.45,3.3,3.6,0.000141233,1.32759e-05,-1.32759e-05,2.88081e-05,-2.88081e-05
3.75,3.6,3.9,8.63277e-05,1.09636e-05,-1.09636e-05,2.36853e-05,-2.36853e-05
4.05,3.9,4.2,4.66754e-05,7.42139e-06,-7.42139e-06,1.17451e-05,-1.17451e-05
4.2,3.9,4.5,-,0,0,0,0
4.35,4.2,4.5,3.29195e-05,6.58389e-06,-6.58389e-06,9.6814e-06,-9.6814e-06
4.65,4.5,4.8,2.53066e-05,6.60503e-06,-6.60503e-06,7.7211e-06,-7.7211e-06
4.949999999999999,4.8,5.1,2.03718e-05,6.05041e-06,-6.05041e-06,6.44244e-06,-6.44244e-06
5.4,5.1,5.7,1.15476e-05,3.23632e-06,-3.23632e-06,2.52439e-06,-2.52439e-06

#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
