#: table_doi: 10.17182/hepdata.58995.v1/t36
#: name: Table 36
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 4 to 5 GeV.

#: data_file: Table36.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.0152734,4.58201e-05,-4.58201e-05,0.00115018,-0.00115018
1.5,1.0,2.0,0.0309634,6.19268e-05,-6.19268e-05,0.00173505,-0.00173505
2.5,2.0,3.0,0.0431171,8.62343e-05,-8.62343e-05,0.00224623,-0.00224623
3.5,3.0,4.0,0.0500031,5.00031e-05,-5.00031e-05,0.00218931,-0.00218931
4.5,4.0,5.0,0.0502939,5.02939e-05,-5.02939e-05,0.00223907,-0.00223907
5.5,5.0,6.0,0.046013,4.6013e-05,-4.6013e-05,0.00264325,-0.00264325
6.5,6.0,7.0,0.0389318,3.89318e-05,-3.89318e-05,0.00235207,-0.00235207
7.5,7.0,8.0,0.0306446,3.06446e-05,-3.06446e-05,0.00181762,-0.00181762
8.5,8.0,9.0,0.0227112,4.54223e-05,-4.54223e-05,0.00137229,-0.00137229
9.5,9.0,10.0,0.0159597,3.19193e-05,-3.19193e-05,0.00110606,-0.00110606
11.0,10.0,12.0,0.0086954,1.73908e-05,-1.73908e-05,0.000824093,-0.000824093
13.5,12.0,15.0,0.00264906,7.94717e-06,-7.94717e-06,0.000362331,-0.000362331
16.5,15.0,18.0,0.000421445,2.52867e-06,-2.52867e-06,6.5211e-05,-6.5211e-05
19.5,18.0,21.0,5.00215e-05,7.50322e-07,-7.50322e-07,8.38781e-06,-8.38781e-06
22.5,21.0,24.0,3.0102e-06,1.6255e-07,-1.6255e-07,5.71768e-07,-5.71768e-07

#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.0226606,6.79818e-05,-6.79818e-05,0.00169546,-0.00169546
1.5,1.0,2.0,0.0405353,8.10707e-05,-8.10707e-05,0.00193638,-0.00193638
2.5,2.0,3.0,0.0502379,0.000100476,-0.000100476,0.00197276,-0.00197276
3.5,3.0,4.0,0.0528282,5.28282e-05,-5.28282e-05,0.00205623,-0.00205623
4.5,4.0,5.0,0.0495028,4.95028e-05,-4.95028e-05,0.002324,-0.002324
5.5,5.0,6.0,0.0424838,4.24838e-05,-4.24838e-05,0.00244752,-0.00244752
6.5,6.0,7.0,0.034143,3.4143e-05,-3.4143e-05,0.00194675,-0.00194675
7.5,7.0,8.0,0.0257644,2.57644e-05,-2.57644e-05,0.0013996,-0.0013996
8.5,8.0,9.0,0.0184906,3.69813e-05,-3.69813e-05,0.00109891,-0.00109891
9.5,9.0,10.0,0.0127288,2.54575e-05,-2.54575e-05,0.000854061,-0.000854061
11.0,10.0,12.0,0.00686811,1.37362e-05,-1.37362e-05,0.000635514,-0.000635514
13.5,12.0,15.0,0.00208453,6.25359e-06,-6.25359e-06,0.000286985,-0.000286985
16.5,15.0,18.0,0.000345878,2.42114e-06,-2.42114e-06,5.77782e-05,-5.77782e-05
19.5,18.0,21.0,4.25401e-05,7.23182e-07,-7.23182e-07,7.3977e-06,-7.3977e-06
22.5,21.0,24.0,3.269e-06,2.6479e-07,-2.6479e-07,6.53942e-07,-6.53942e-07

