#: table_doi: 10.17182/hepdata.58995.v1/t59
#: name: Table 59
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=1.0 and jet PT in the range 8 to 11 GeV.

#: data_file: Table59.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00243235,1.70265e-05,-1.70265e-05,0.00019251,-0.00019251
1.5,1.0,2.0,0.00567558,2.27023e-05,-2.27023e-05,0.000432276,-0.000432276
2.5,2.0,3.0,0.0093344,2.80032e-05,-2.80032e-05,0.000552703,-0.000552703
3.5,3.0,4.0,0.0130213,2.60425e-05,-2.60425e-05,0.000840148,-0.000840148
4.5,4.0,5.0,0.0160376,3.20753e-05,-3.20753e-05,0.00125207,-0.00125207
5.5,5.0,6.0,0.0177311,3.54621e-05,-3.54621e-05,0.00145503,-0.00145503
6.5,6.0,7.0,0.0181309,1.81309e-05,-1.81309e-05,0.00139737,-0.00139737
7.5,7.0,8.0,0.0173874,1.73874e-05,-1.73874e-05,0.00128479,-0.00128479
8.5,8.0,9.0,0.0155022,1.55022e-05,-1.55022e-05,0.00103714,-0.00103714
9.5,9.0,10.0,0.0131604,1.31604e-05,-1.31604e-05,0.000909114,-0.000909114
11.0,10.0,12.0,0.00933177,1.86635e-05,-1.86635e-05,0.000666356,-0.000666356
13.5,12.0,15.0,0.00421509,8.43018e-06,-8.43018e-06,0.00042637,-0.00042637
16.5,15.0,18.0,0.00114169,3.42508e-06,-3.42508e-06,0.000174985,-0.000174985
19.5,18.0,21.0,0.000219206,1.53444e-06,-1.53444e-06,3.81922e-05,-3.81922e-05
22.5,21.0,24.0,3.19045e-05,5.10471e-07,-5.10471e-07,6.10085e-06,-6.10085e-06
25.5,24.0,27.0,3.29e-06,1.64502e-07,-1.64502e-07,8.06368e-07,-8.06368e-07

#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00448443,2.24222e-05,-2.24222e-05,0.000376265,-0.000376265
1.5,1.0,2.0,0.00961477,2.88443e-05,-2.88443e-05,0.000581594,-0.000581594
2.5,2.0,3.0,0.0140201,2.80402e-05,-2.80402e-05,0.000652801,-0.000652801
3.5,3.0,4.0,0.0171319,3.42639e-05,-3.42639e-05,0.000930818,-0.000930818
4.5,4.0,5.0,0.0186202,3.72405e-05,-3.72405e-05,0.00123091,-0.00123091
5.5,5.0,6.0,0.0184569,1.84569e-05,-1.84569e-05,0.00133184,-0.00133184
6.5,6.0,7.0,0.0172722,1.72722e-05,-1.72722e-05,0.00124564,-0.00124564
7.5,7.0,8.0,0.0152638,1.52638e-05,-1.52638e-05,0.000986378,-0.000986378
8.5,8.0,9.0,0.0128882,1.28882e-05,-1.28882e-05,0.000745736,-0.000745736
9.5,9.0,10.0,0.0103334,2.06669e-05,-2.06669e-05,0.000656478,-0.000656478
11.0,10.0,12.0,0.00694064,1.38813e-05,-1.38813e-05,0.000482262,-0.000482262
13.5,12.0,15.0,0.0030267,6.05341e-06,-6.05341e-06,0.000328338,-0.000328338
16.5,15.0,18.0,0.000817062,3.26825e-06,-3.26825e-06,0.000131077,-0.000131077
19.5,18.0,21.0,0.000162835,1.30268e-06,-1.30268e-06,3.28046e-05,-3.28046e-05
22.5,21.0,24.0,2.61667e-05,4.71e-07,-4.71e-07,6.54428e-06,-6.54428e-06
25.5,24.0,27.0,2.7301e-06,1.71997e-07,-1.71997e-07,6.47482e-07,-6.47482e-07

