#: table_doi: 10.17182/hepdata.58995.v1/t63
#: name: Table 63
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=1.0 and jet PT in the range 24 to 31 GeV.

#: data_file: Table63.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,2.58079e-05,1.88398e-06,-1.88398e-06,2.27578e-06,-2.27578e-06
1.5,1.0,2.0,4.97521e-05,2.33835e-06,-2.33835e-06,2.58759e-06,-2.58759e-06
2.5,2.0,3.0,7.01731e-05,2.45606e-06,-2.45606e-06,4.04211e-06,-4.04211e-06
3.5,3.0,4.0,8.8567e-05,2.47988e-06,-2.47988e-06,4.7596e-06,-4.7596e-06
4.5,4.0,5.0,0.000112494,2.69987e-06,-2.69987e-06,8.09022e-06,-8.09022e-06
5.5,5.0,6.0,0.000130058,2.73123e-06,-2.73123e-06,1.193e-05,-1.193e-05
6.5,6.0,7.0,0.000145245,2.75965e-06,-2.75965e-06,1.33523e-05,-1.33523e-05
7.5,7.0,8.0,0.000159738,2.71555e-06,-2.71555e-06,1.31442e-05,-1.31442e-05
8.5,8.0,9.0,0.000169319,2.7091e-06,-2.7091e-06,1.13279e-05,-1.13279e-05
9.5,9.0,10.0,0.000177031,2.65547e-06,-2.65547e-06,1.22293e-05,-1.22293e-05
11.0,10.0,12.0,0.000174666,2.44533e-06,-2.44533e-06,1.1427e-05,-1.1427e-05
13.5,12.0,15.0,0.000152666,1.98466e-06,-1.98466e-06,9.41223e-06,-9.41223e-06
16.5,15.0,18.0,0.000109525,1.53335e-06,-1.53335e-06,6.08924e-06,-6.08924e-06
19.5,18.0,21.0,6.68832e-05,1.2039e-06,-1.2039e-06,7.35137e-06,-7.35137e-06
22.5,21.0,24.0,3.4947e-05,8.38727e-07,-8.38727e-07,5.44399e-06,-5.44399e-06
25.5,24.0,27.0,1.63415e-05,5.3927e-07,-5.3927e-07,3.60241e-06,-3.60241e-06
28.5,27.0,30.0,6.9102e-06,3.52419e-07,-3.52419e-07,2.02022e-06,-2.02022e-06
32.0,30.0,34.0,2.3663e-06,2.03505e-07,-2.03505e-07,7.13528e-07,-7.13528e-07

#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,5.71559e-05,2.80064e-06,-2.80064e-06,4.55529e-06,-4.55529e-06
1.5,1.0,2.0,0.000123445,3.82678e-06,-3.82678e-06,6.09147e-06,-6.09147e-06
2.5,2.0,3.0,0.000159715,3.83317e-06,-3.83317e-06,7.43663e-06,-7.43663e-06
3.5,3.0,4.0,0.000189624,3.79248e-06,-3.79248e-06,9.86045e-06,-9.86045e-06
4.5,4.0,5.0,0.000217231,3.69293e-06,-3.69293e-06,1.40966e-05,-1.40966e-05
5.5,5.0,6.0,0.000225983,3.61572e-06,-3.61572e-06,1.63068e-05,-1.63068e-05
6.5,6.0,7.0,0.000220472,3.30708e-06,-3.30708e-06,1.62268e-05,-1.62268e-05
7.5,7.0,8.0,0.000208097,2.91335e-06,-2.91335e-06,1.34476e-05,-1.34476e-05
8.5,8.0,9.0,0.000191113,2.8667e-06,-2.8667e-06,1.10582e-05,-1.10582e-05
9.5,9.0,10.0,0.000170433,2.55649e-06,-2.55649e-06,1.08275e-05,-1.08275e-05
11.0,10.0,12.0,0.000142356,1.99298e-06,-1.99298e-06,8.54609e-06,-8.54609e-06
13.5,12.0,15.0,9.87728e-05,1.48159e-06,-1.48159e-06,6.86027e-06,-6.86027e-06
16.5,15.0,18.0,5.76069e-05,1.09453e-06,-1.09453e-06,5.49414e-06,-5.49414e-06
19.5,18.0,21.0,2.84e-05,7.38399e-07,-7.38399e-07,4.79362e-06,-4.79362e-06
22.5,21.0,24.0,1.15592e-05,4.39251e-07,-4.39251e-07,2.55088e-06,-2.55088e-06
25.5,24.0,27.0,5.1034e-06,2.85788e-07,-2.85788e-07,1.02253e-06,-1.02253e-06
28.5,27.0,30.0,2.24e-06,1.85505e-07,-1.85505e-07,6.56707e-07,-6.56707e-07
32.0,30.0,34.0,-,0,0,0,0

