#: table_doi: 10.17182/hepdata.58995.v1/t116
#: name: Table 116
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 4 to 5 GeV.

#: data_file: Table116.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0316085,0.000221259,-0.000221259,0.00222565,-0.00222565
0.75,0.5,1.0,0.0401909,0.000241146,-0.000241146,0.00210456,-0.00210456
1.5,1.0,2.0,0.0378383,0.000151353,-0.000151353,0.00168625,-0.00168625
2.5,2.0,3.0,0.0437917,0.000131375,-0.000131375,0.00178044,-0.00178044
3.5,3.0,4.0,0.0463253,0.000138976,-0.000138976,0.00201661,-0.00201661
4.5,4.0,5.0,0.0456265,0.000136879,-0.000136879,0.00166896,-0.00166896
5.5,5.0,6.0,0.0438303,0.000131491,-0.000131491,0.00162999,-0.00162999
6.5,6.0,7.0,0.0406176,0.000121853,-0.000121853,0.0014957,-0.0014957
7.5,7.0,8.0,0.0361072,0.000108322,-0.000108322,0.00144338,-0.00144338
8.5,8.0,9.0,0.0313906,9.41719e-05,-9.41719e-05,0.00123425,-0.00123425
9.5,9.0,10.0,0.0267368,8.02103e-05,-8.02103e-05,0.00101846,-0.00101846
11.0,10.0,12.0,0.020424,6.12721e-05,-6.12721e-05,0.000811839,-0.000811839
13.5,12.0,15.0,0.0121429,3.64288e-05,-3.64288e-05,0.000608117,-0.000608117
16.5,15.0,18.0,0.00593719,2.9686e-05,-2.9686e-05,0.00042508,-0.00042508
19.5,18.0,21.0,0.00272085,1.9046e-05,-1.9046e-05,0.000245028,-0.000245028
22.5,21.0,24.0,0.00116529,1.16529e-05,-1.16529e-05,0.00013809,-0.00013809
25.5,24.0,27.0,0.000464748,6.97123e-06,-6.97123e-06,6.66408e-05,-6.66408e-05
28.5,27.0,30.0,0.000165892,3.81551e-06,-3.81551e-06,2.77699e-05,-2.77699e-05
31.5,30.0,33.0,6.34263e-05,2.47363e-06,-2.47363e-06,1.11295e-05,-1.11295e-05
34.5,33.0,36.0,2.01242e-05,1.18733e-06,-1.18733e-06,4.48594e-06,-4.48594e-06
37.5,36.0,39.0,6.3272e-06,6.95996e-07,-6.95996e-07,1.49476e-06,-1.49476e-06

#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0496395,0.000248198,-0.000248198,0.00256305,-0.00256305
0.75,0.5,1.0,0.0601107,0.000300553,-0.000300553,0.00274542,-0.00274542
1.5,1.0,2.0,0.0520975,0.000156292,-0.000156292,0.00189709,-0.00189709
2.5,2.0,3.0,0.0537961,0.000161388,-0.000161388,0.00187516,-0.00187516
3.5,3.0,4.0,0.0515454,0.000154636,-0.000154636,0.00194375,-0.00194375
4.5,4.0,5.0,0.0475224,0.000142567,-0.000142567,0.00162274,-0.00162274
5.5,5.0,6.0,0.0423627,0.000127088,-0.000127088,0.00162034,-0.00162034
6.5,6.0,7.0,0.0365259,0.000109578,-0.000109578,0.00154449,-0.00154449
7.5,7.0,8.0,0.0310641,9.31923e-05,-9.31923e-05,0.00122339,-0.00122339
8.5,8.0,9.0,0.0257744,7.73231e-05,-7.73231e-05,0.00101507,-0.00101507
9.5,9.0,10.0,0.0209845,6.29535e-05,-6.29535e-05,0.000741914,-0.000741914
11.0,10.0,12.0,0.0154879,4.64636e-05,-4.64636e-05,0.000623952,-0.000623952
13.5,12.0,15.0,0.00893666,3.57467e-05,-3.57467e-05,0.000505613,-0.000505613
16.5,15.0,18.0,0.0042711,2.13555e-05,-2.13555e-05,0.000307341,-0.000307341
19.5,18.0,21.0,0.00187898,1.50318e-05,-1.50318e-05,0.00018582,-0.00018582
22.5,21.0,24.0,0.00080793,9.69516e-06,-9.69516e-06,9.83122e-05,-9.83122e-05
25.5,24.0,27.0,0.000330943,5.95698e-06,-5.95698e-06,4.64206e-05,-4.64206e-05
28.5,27.0,30.0,0.000130166,3.64464e-06,-3.64464e-06,2.31205e-05,-2.31205e-05
31.5,30.0,33.0,5.27366e-05,2.42588e-06,-2.42588e-06,7.77575e-06,-7.77575e-06
34.5,33.0,36.0,2.42161e-05,1.59826e-06,-1.59826e-06,6.02206e-06,-6.02206e-06
37.5,36.0,39.0,7.1102e-06,9.52773e-07,-9.52773e-07,1.71865e-06,-1.71865e-06

