#: table_doi: 10.17182/hepdata.58995.v1/t129
#: name: Table 129
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 8 to 11 GeV.

#: data_file: Table129.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
13.5,12.0,15.0,0.00351101,1.4044e-05,-1.4044e-05,0.000140265,-0.000140265
16.5,15.0,18.0,0.00219003,1.09502e-05,-1.09502e-05,9.48059e-05,-9.48059e-05
19.5,18.0,21.0,0.00127012,7.62069e-06,-7.62069e-06,9.17301e-05,-9.17301e-05
22.5,21.0,24.0,0.000671363,5.37091e-06,-5.37091e-06,6.63836e-05,-6.63836e-05
25.5,24.0,27.0,0.000333067,3.9968e-06,-3.9968e-06,3.9925e-05,-3.9925e-05
28.5,27.0,30.0,0.000156207,2.49931e-06,-2.49931e-06,2.11174e-05,-2.11174e-05
31.5,30.0,33.0,7.43921e-05,1.71102e-06,-1.71102e-06,1.34275e-05,-1.34275e-05
34.5,33.0,36.0,3.55203e-05,1.24321e-06,-1.24321e-06,8.46471e-06,-8.46471e-06
37.5,36.0,39.0,1.43633e-05,7.61257e-07,-7.61257e-07,3.37236e-06,-3.37236e-06
40.5,39.0,42.0,5.128e-06,5.07677e-07,-5.07677e-07,1.02754e-06,-1.02754e-06

#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00715561,7.15561e-05,-7.15561e-05,0.000515353,-0.000515353
0.75,0.5,1.0,0.00894543,7.15635e-05,-7.15635e-05,0.000480645,-0.000480645
1.5,1.0,2.0,0.00784739,4.70844e-05,-4.70844e-05,0.000261095,-0.000261095
2.5,2.0,3.0,0.00830237,4.15118e-05,-4.15118e-05,0.000281669,-0.000281669
3.5,3.0,4.0,0.00823032,4.11516e-05,-4.11516e-05,0.000327459,-0.000327459
4.5,4.0,5.0,0.00791397,3.95698e-05,-3.95698e-05,0.000327833,-0.000327833
5.5,5.0,6.0,0.00735826,2.9433e-05,-2.9433e-05,0.000345995,-0.000345995
6.5,6.0,7.0,0.00664966,2.65986e-05,-2.65986e-05,0.0002757,-0.0002757
7.5,7.0,8.0,0.00589975,2.94988e-05,-2.94988e-05,0.000235399,-0.000235399
8.5,8.0,9.0,0.00511119,2.55559e-05,-2.55559e-05,0.000211914,-0.000211914
9.5,9.0,10.0,0.00438305,2.19153e-05,-2.19153e-05,0.000177229,-0.000177229
11.0,10.0,12.0,0.00348324,1.74162e-05,-1.74162e-05,0.000155463,-0.000155463
13.5,12.0,15.0,0.00229023,1.14511e-05,-1.14511e-05,0.000100744,-0.000100744
16.5,15.0,18.0,0.00129595,7.77571e-06,-7.77571e-06,7.61419e-05,-7.61419e-05
19.5,18.0,21.0,0.000692871,5.54297e-06,-5.54297e-06,6.20613e-05,-6.20613e-05
22.5,21.0,24.0,0.000357346,4.28815e-06,-4.28815e-06,4.26081e-05,-4.26081e-05
25.5,24.0,27.0,0.000176134,2.81815e-06,-2.81815e-06,2.11889e-05,-2.11889e-05
28.5,27.0,30.0,8.68704e-05,1.91115e-06,-1.91115e-06,1.44962e-05,-1.44962e-05
31.5,30.0,33.0,3.87229e-05,1.23913e-06,-1.23913e-06,9.15615e-06,-9.15615e-06
34.5,33.0,36.0,1.62638e-05,9.43302e-07,-9.43302e-07,3.95699e-06,-3.95699e-06
37.5,36.0,39.0,6.5994e-06,5.41148e-07,-5.41148e-07,1.67174e-06,-1.67174e-06
40.5,39.0,42.0,2.9616e-06,4.17578e-07,-4.17578e-07,8.32306e-07,-8.32306e-07

