#: table_doi: 10.17182/hepdata.58995.v1/t129
#: name: Table 129
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 8 to 11 GeV.

#: data_file: Table129.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00374693,5.2457e-05,-5.2457e-05,0.000256329,-0.000256329
0.75,0.5,1.0,0.00474773,5.22251e-05,-5.22251e-05,0.000250643,-0.000250643
1.5,1.0,2.0,0.00442692,3.54154e-05,-3.54154e-05,0.000226769,-0.000226769
2.5,2.0,3.0,0.00521522,3.65065e-05,-3.65065e-05,0.000227565,-0.000227565
3.5,3.0,4.0,0.00602278,3.61367e-05,-3.61367e-05,0.000257716,-0.000257716
4.5,4.0,5.0,0.00630913,3.15456e-05,-3.15456e-05,0.000286562,-0.000286562
5.5,5.0,6.0,0.00652715,3.26357e-05,-3.26357e-05,0.00029904,-0.00029904
6.5,6.0,7.0,0.00651237,3.25619e-05,-3.25619e-05,0.000309526,-0.000309526
7.5,7.0,8.0,0.00632549,2.5302e-05,-2.5302e-05,0.000327035,-0.000327035
8.5,8.0,9.0,0.00598007,2.39203e-05,-2.39203e-05,0.000271155,-0.000271155
9.5,9.0,10.0,0.00553354,2.21342e-05,-2.21342e-05,0.000241519,-0.000241519
11.0,10.0,12.0,0.00478479,1.91392e-05,-1.91392e-05,0.000216746,-0.000216746
