#: table_doi: 10.17182/hepdata.58995.v1/t134
#: name: Table 134
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 31 to 50 GeV.

#: data_file: Table134.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,31.0-50.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
2.0,0.0,4.0,3.14942e-05,4.4204e-06,-4.4204e-06,2.38969e-06,-2.38969e-06
6.5,4.0,9.0,3.51354e-05,3.1724e-06,-3.1724e-06,2.22981e-06,-2.22981e-06
12.0,9.0,15.0,2.46463e-05,2.6151e-06,-2.6151e-06,1.93078e-06,-1.93078e-06
18.0,15.0,21.0,2.35152e-05,2.70239e-06,-2.70239e-06,2.77122e-06,-2.77122e-06
24.0,21.0,27.0,2.23201e-05,2.4935e-06,-2.4935e-06,2.62555e-06,-2.62555e-06
30.0,27.0,33.0,2.19225e-05,2.42842e-06,-2.42842e-06,2.88238e-06,-2.88238e-06
36.0,33.0,39.0,1.53307e-05,1.8787e-06,-1.8787e-06,4.15701e-06,-4.15701e-06
42.0,39.0,45.0,1.03822e-05,1.42796e-06,-1.42796e-06,3.13651e-06,-3.13651e-06
50.0,45.0,55.0,5.6409e-06,9.25398e-07,-9.25398e-07,1.83357e-06,-1.83357e-06

#: PT(C=JET) [GeV],,,31.0-50.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
2.0,0.0,4.0,8.68955e-05,7.55777e-06,-7.55777e-06,5.10182e-06,-5.10182e-06
6.5,4.0,9.0,7.21304e-05,4.71969e-06,-4.71969e-06,3.92406e-06,-3.92406e-06
12.0,9.0,15.0,3.77746e-05,3.32797e-06,-3.32797e-06,2.35825e-06,-2.35825e-06
18.0,15.0,21.0,1.37133e-05,1.96011e-06,-1.96011e-06,2.00817e-06,-2.00817e-06
24.0,21.0,27.0,7.051e-06,1.38513e-06,-1.38513e-06,1.25438e-06,-1.25438e-06
30.0,27.0,33.0,2.7564e-06,7.61488e-07,-7.61488e-07,6.93401e-07,-6.93401e-07
36.0,33.0,39.0,-,0,0,0,0
42.0,39.0,45.0,-,0,0,0,0
50.0,45.0,55.0,-,0,0,0,0

