#: table_doi: 10.17182/hepdata.58995.v1/t33
#: name: Table 33
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 24 to 31 GeV.

#: data_file: Table33.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,3.61505e-05,3.61505e-06,-3.61505e-06,2.4072e-06,-2.4072e-06
1.5,1.0,2.0,5.67813e-05,4.14504e-06,-4.14504e-06,5.43056e-06,-5.43056e-06
2.5,2.0,3.0,6.93778e-05,3.88515e-06,-3.88515e-06,4.01912e-06,-4.01912e-06
3.5,3.0,4.0,8.44894e-05,3.971e-06,-3.971e-06,4.78168e-06,-4.78168e-06
4.5,4.0,5.0,0.000109665,4.49627e-06,-4.49627e-06,4.29798e-06,-4.29798e-06
5.5,5.0,6.0,0.000120087,4.32312e-06,-4.32312e-06,5.20683e-06,-5.20683e-06
6.5,6.0,7.0,0.000127518,4.33561e-06,-4.33561e-06,7.86487e-06,-7.86487e-06
7.5,7.0,8.0,0.000129692,4.15015e-06,-4.15015e-06,1.05091e-05,-1.05091e-05
8.5,8.0,9.0,0.000131975,4.09122e-06,-4.09122e-06,6.9847e-06,-6.9847e-06
9.5,9.0,10.0,0.000131594,4.07941e-06,-4.07941e-06,7.50317e-06,-7.50317e-06
11.0,10.0,12.0,0.000127071,3.558e-06,-3.558e-06,6.65762e-06,-6.65762e-06
13.5,12.0,15.0,0.000106104,2.86481e-06,-2.86481e-06,4.20553e-06,-4.20553e-06
16.5,15.0,18.0,7.09873e-05,2.27159e-06,-2.27159e-06,3.79301e-06,-3.79301e-06
19.5,18.0,21.0,4.3123e-05,1.72492e-06,-1.72492e-06,3.7985e-06,-3.7985e-06
22.5,21.0,24.0,2.32524e-05,1.27888e-06,-1.27888e-06,2.8847e-06,-2.8847e-06
25.5,24.0,27.0,9.9546e-06,7.86412e-07,-7.86412e-07,1.40243e-06,-1.40243e-06
28.5,27.0,30.0,3.7958e-06,4.51699e-07,-4.51699e-07,9.4733e-07,-9.4733e-07

#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,8.18627e-05,5.56667e-06,-5.56667e-06,5.42399e-06,-5.42399e-06
1.5,1.0,2.0,0.000132869,6.37772e-06,-6.37772e-06,1.36338e-05,-1.36338e-05
2.5,2.0,3.0,0.000170187,6.63731e-06,-6.63731e-06,6.42894e-06,-6.42894e-06
3.5,3.0,4.0,0.000187781,6.38455e-06,-6.38455e-06,6.74967e-06,-6.74967e-06
4.5,4.0,5.0,0.000193006,5.98319e-06,-5.98319e-06,7.606e-06,-7.606e-06
5.5,5.0,6.0,0.000188875,5.47738e-06,-5.47738e-06,9.09547e-06,-9.09547e-06
6.5,6.0,7.0,0.000183597,5.3243e-06,-5.3243e-06,8.60361e-06,-8.60361e-06
7.5,7.0,8.0,0.000168068,4.87396e-06,-4.87396e-06,7.7238e-06,-7.7238e-06
8.5,8.0,9.0,0.000141456,4.24368e-06,-4.24368e-06,6.90096e-06,-6.90096e-06
9.5,9.0,10.0,0.000117152,3.74888e-06,-3.74888e-06,5.90314e-06,-5.90314e-06
11.0,10.0,12.0,9.02784e-05,2.97919e-06,-2.97919e-06,4.08952e-06,-4.08952e-06
13.5,12.0,15.0,5.05158e-05,1.97012e-06,-1.97012e-06,4.05388e-06,-4.05388e-06
16.5,15.0,18.0,2.36425e-05,1.22941e-06,-1.22941e-06,1.08627e-06,-1.08627e-06
19.5,18.0,21.0,1.26544e-05,9.49082e-07,-9.49082e-07,1.38229e-06,-1.38229e-06
22.5,21.0,24.0,4.9939e-06,5.54327e-07,-5.54327e-07,7.0191e-07,-7.0191e-07
25.5,24.0,27.0,-,0,0,0,0
28.5,27.0,30.0,-,0,0,0,0

