#: table_doi: 10.17182/hepdata.58995.v1/t79
#: name: Table 79
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 8 to 11 GeV.

#: data_file: Table79.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00351574,4.92204e-05,-4.92204e-05,0.000416256,-0.000416256
0.55,0.5,0.6,0.0132027,0.00019804,-0.00019804,0.00100722,-0.00100722
0.6499999999999999,0.6,0.7,0.0305474,0.000274927,-0.000274927,0.00111613,-0.00111613
0.75,0.7,0.8,0.0598779,0.000359267,-0.000359267,0.0023801,-0.0023801
0.8500000000000001,0.8,0.9,0.0958214,0.000479107,-0.000479107,0.00364625,-0.00364625
0.95,0.9,1.0,0.125129,0.000500515,-0.000500515,0.00385876,-0.00385876
1.05,1.0,1.1,0.134547,0.000538187,-0.000538187,0.00435358,-0.00435358
1.15,1.1,1.2,0.119249,0.000476995,-0.000476995,0.0042913,-0.0042913
1.25,1.2,1.3,0.0956014,0.000382406,-0.000382406,0.00327845,-0.00327845
1.35,1.3,1.4,0.0698674,0.000349337,-0.000349337,0.00325015,-0.00325015
1.5,1.4,1.6,0.04045,0.00020225,-0.00020225,0.00184303,-0.00184303
1.7000000000000002,1.6,1.8,0.0181397,0.000126978,-0.000126978,0.00110994,-0.00110994
1.9,1.8,2.0,0.00846925,8.46925e-05,-8.46925e-05,0.000966682,-0.000966682
2.1,2.0,2.2,0.00422393,5.91351e-05,-5.91351e-05,0.000907743,-0.000907743
2.3,2.2,2.4,0.00226772,4.30868e-05,-4.30868e-05,0.000512305,-0.000512305
2.5,2.4,2.6,0.00126921,3.42687e-05,-3.42687e-05,0.00031585,-0.00031585
2.7,2.6,2.8,0.000809224,2.67044e-05,-2.67044e-05,0.000224941,-0.000224941
2.9,2.8,3.0,0.000550692,2.42304e-05,-2.42304e-05,0.000164034,-0.000164034
3.15,3.0,3.3,0.00028753,1.38014e-05,-1.38014e-05,8.41982e-05,-8.41982e-05
3.45,3.3,3.6,0.000153385,9.81663e-06,-9.81663e-06,4.69706e-05,-4.69706e-05
3.75,3.6,3.9,0.000119197,9.17819e-06,-9.17819e-06,3.53047e-05,-3.53047e-05
4.05,3.9,4.2,5.99756e-05,6.23746e-06,-6.23746e-06,1.49576e-05,-1.49576e-05
4.35,4.2,4.5,3.57875e-05,5.36812e-06,-5.36812e-06,9.87573e-06,-9.87573e-06
4.65,4.5,4.8,4.28249e-05,5.82419e-06,-5.82419e-06,1.26175e-05,-1.26175e-05
4.949999999999999,4.8,5.1,2.19035e-05,3.98643e-06,-3.98643e-06,6.11759e-06,-6.11759e-06
5.1,4.8,5.4,-,0,0,0,0
5.25,5.1,5.4,1.08488e-05,2.70134e-06,-2.70134e-06,3.41843e-06,-3.41843e-06
6.2,5.4,7.0,-,0,0,0,0
5.7,5.4,6.0,5.5425e-06,1.02794e-06,-1.02794e-06,1.28739e-06,-1.28739e-06
6.5,6.0,7.0,5.1671e-06,1.20394e-06,-1.20394e-06,1.29525e-06,-1.29525e-06
7.5,7.0,8.0,3.3443e-06,9.1969e-07,-9.1969e-07,1.07374e-06,-1.07374e-06
8.5,8.0,9.0,2.7336e-06,8.2282e-07,-8.2282e-07,8.96803e-07,-8.96803e-07

#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00669643,6.69643e-05,-6.69643e-05,0.000697329,-0.000697329
0.55,0.5,0.6,0.0262786,0.000289065,-0.000289065,0.00134381,-0.00134381
0.6499999999999999,0.6,0.7,0.0520901,0.00036463,-0.00036463,0.00181345,-0.00181345
0.75,0.7,0.8,0.0878692,0.000439346,-0.000439346,0.00328894,-0.00328894
0.8500000000000001,0.8,0.9,0.12154,0.000486161,-0.000486161,0.0041413,-0.0041413
0.95,0.9,1.0,0.138393,0.000553574,-0.000553574,0.00460457,-0.00460457
1.05,1.0,1.1,0.128622,0.000514488,-0.000514488,0.00401004,-0.00401004
1.15,1.1,1.2,0.103702,0.000414809,-0.000414809,0.00411033,-0.00411033
1.25,1.2,1.3,0.076149,0.000380745,-0.000380745,0.00362408,-0.00362408
1.35,1.3,1.4,0.0515095,0.000257547,-0.000257547,0.00288131,-0.00288131
1.5,1.4,1.6,0.0268698,0.000161219,-0.000161219,0.00163619,-0.00163619
1.7000000000000002,1.6,1.8,0.0110544,9.94893e-05,-9.94893e-05,0.000942218,-0.000942218
1.9,1.8,2.0,0.00500335,6.50435e-05,-6.50435e-05,0.000583979,-0.000583979
2.1,2.0,2.2,0.0024146,4.58774e-05,-4.58774e-05,0.000487432,-0.000487432
2.3,2.2,2.4,0.00130474,3.5228e-05,-3.5228e-05,0.000305181,-0.000305181
2.5,2.4,2.6,0.000738556,2.73266e-05,-2.73266e-05,0.000190099,-0.000190099
2.7,2.6,2.8,0.000388466,1.98118e-05,-1.98118e-05,0.000100837,-0.000100837
2.9,2.8,3.0,0.000264619,1.48187e-05,-1.48187e-05,7.74891e-05,-7.74891e-05
3.15,3.0,3.3,0.000177195,1.13405e-05,-1.13405e-05,5.19899e-05,-5.19899e-05
3.45,3.3,3.6,0.000104181,9.79306e-06,-9.79306e-06,2.16865e-05,-2.16865e-05
3.75,3.6,3.9,4.45608e-05,5.7929e-06,-5.7929e-06,1.35542e-05,-1.35542e-05
4.05,3.9,4.2,2.71357e-05,3.74472e-06,-3.74472e-06,8.02859e-06,-8.02859e-06
4.35,4.2,4.5,1.94172e-05,3.9611e-06,-3.9611e-06,4.13321e-06,-4.13321e-06
4.65,4.5,4.8,9.8196e-06,2.58255e-06,-2.58255e-06,3.22145e-06,-3.22145e-06
4.949999999999999,4.8,5.1,-,0,0,0,0
5.1,4.8,5.4,8.1541e-06,1.83661e-06,-1.83661e-06,1.67722e-06,-1.67722e-06
5.25,5.1,5.4,-,0,0,0,0
6.2,5.4,7.0,3.1348e-06,7.32906e-07,-7.32906e-07,6.36559e-07,-6.36559e-07
5.7,5.4,6.0,-,0,0,0,0
6.5,6.0,7.0,-,0,0,0,0
7.5,7.0,8.0,-,0,0,0,0
8.5,8.0,9.0,-,0,0,0,0

