#: table_doi: 10.17182/hepdata.58995.v1/t19
#: name: Table 19
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 8 to 11 GeV.

#: data_file: Table19.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00153748,3.38245e-05,-3.38245e-05,8.95439e-05,-8.95439e-05
1.5,1.0,2.0,0.00288358,4.32537e-05,-4.32537e-05,0.000164136,-0.000164136
2.5,2.0,3.0,0.00406917,4.47609e-05,-4.47609e-05,0.000180655,-0.000180655
3.5,3.0,4.0,0.0050665,4.55985e-05,-4.55985e-05,0.000223156,-0.000223156
4.5,4.0,5.0,0.00592037,4.73629e-05,-4.73629e-05,0.000237554,-0.000237554
5.5,5.0,6.0,0.00613666,4.90933e-05,-4.90933e-05,0.000219638,-0.000219638
6.5,6.0,7.0,0.00610822,4.27576e-05,-4.27576e-05,0.000238377,-0.000238377
7.5,7.0,8.0,0.00590792,4.13554e-05,-4.13554e-05,0.000258602,-0.000258602
8.5,8.0,9.0,0.00552537,3.86776e-05,-3.86776e-05,0.000192914,-0.000192914
9.5,9.0,10.0,0.00497028,3.4792e-05,-3.4792e-05,0.000203903,-0.000203903
11.0,10.0,12.0,0.00400222,2.80155e-05,-2.80155e-05,0.000176052,-0.000176052
13.5,12.0,15.0,0.00256429,2.05143e-05,-2.05143e-05,0.00011981,-0.00011981
16.5,15.0,18.0,0.00132093,1.32093e-05,-1.32093e-05,8.10734e-05,-8.10734e-05
19.5,18.0,21.0,0.000604058,9.06087e-06,-9.06087e-06,6.56481e-05,-6.56481e-05
22.5,21.0,24.0,0.000239535,5.5093e-06,-5.5093e-06,2.81176e-05,-2.81176e-05
25.5,24.0,27.0,9.80997e-05,3.53159e-06,-3.53159e-06,1.49575e-05,-1.49575e-05
28.5,27.0,30.0,3.94139e-05,2.28601e-06,-2.28601e-06,8.93288e-06,-8.93288e-06
32.0,30.0,34.0,1.13294e-05,1.12161e-06,-1.12161e-06,2.78102e-06,-2.78102e-06

#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.0030941,4.95056e-05,-4.95056e-05,0.000158857,-0.000158857
1.5,1.0,2.0,0.00548189,6.03007e-05,-6.03007e-05,0.000264213,-0.000264213
2.5,2.0,3.0,0.00682161,6.13945e-05,-6.13945e-05,0.000245199,-0.000245199
3.5,3.0,4.0,0.00734586,5.87669e-05,-5.87669e-05,0.000259819,-0.000259819
4.5,4.0,5.0,0.00734858,5.144e-05,-5.144e-05,0.0002685,-0.0002685
5.5,5.0,6.0,0.00685524,4.79867e-05,-4.79867e-05,0.000258052,-0.000258052
6.5,6.0,7.0,0.00609374,4.26562e-05,-4.26562e-05,0.000211357,-0.000211357
7.5,7.0,8.0,0.00535419,3.74793e-05,-3.74793e-05,0.0002139,-0.0002139
8.5,8.0,9.0,0.00454576,3.63661e-05,-3.63661e-05,0.000190705,-0.000190705
9.5,9.0,10.0,0.00378895,3.03116e-05,-3.03116e-05,0.00015764,-0.00015764
11.0,10.0,12.0,0.00280669,2.24535e-05,-2.24535e-05,0.000127109,-0.000127109
13.5,12.0,15.0,0.00159312,1.59312e-05,-1.59312e-05,9.50012e-05,-9.50012e-05
16.5,15.0,18.0,0.000735234,1.02933e-05,-1.02933e-05,4.17856e-05,-4.17856e-05
19.5,18.0,21.0,0.000312408,6.56056e-06,-6.56056e-06,3.37617e-05,-3.37617e-05
22.5,21.0,24.0,0.000120476,4.0962e-06,-4.0962e-06,2.16127e-05,-2.16127e-05
25.5,24.0,27.0,4.67081e-05,2.42882e-06,-2.42882e-06,1.01328e-05,-1.01328e-05
28.5,27.0,30.0,1.76003e-05,1.68963e-06,-1.68963e-06,4.29412e-06,-4.29412e-06
32.0,30.0,34.0,-,0,0,0,0

