#: table_doi: 10.17182/hepdata.58995.v1/t121
#: name: Table 121
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 14 to 19 GeV.

#: data_file: Table121.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000526543,2.84333e-05,-2.84333e-05,3.44272e-05,-3.44272e-05
0.75,0.5,1.0,0.000612435,2.87845e-05,-2.87845e-05,3.25399e-05,-3.25399e-05
1.5,1.0,2.0,0.000511342,1.7897e-05,-1.7897e-05,1.89955e-05,-1.89955e-05
2.5,2.0,3.0,0.000533127,1.65269e-05,-1.65269e-05,3.15537e-05,-3.15537e-05
3.5,3.0,4.0,0.000595706,1.66798e-05,-1.66798e-05,2.84695e-05,-2.84695e-05
4.5,4.0,5.0,0.000608317,1.52079e-05,-1.52079e-05,2.16188e-05,-2.16188e-05
5.5,5.0,6.0,0.000600206,1.44049e-05,-1.44049e-05,2.17072e-05,-2.17072e-05
6.5,6.0,7.0,0.000612891,1.40965e-05,-1.40965e-05,2.1936e-05,-2.1936e-05
7.5,7.0,8.0,0.000592857,1.30428e-05,-1.30428e-05,2.31366e-05,-2.31366e-05
8.5,8.0,9.0,0.000586259,1.28977e-05,-1.28977e-05,2.49212e-05,-2.49212e-05
9.5,9.0,10.0,0.000577981,1.27156e-05,-1.27156e-05,2.524e-05,-2.524e-05
11.0,10.0,12.0,0.00053949,1.02503e-05,-1.02503e-05,2.09291e-05,-2.09291e-05
13.5,12.0,15.0,0.00048684,8.76313e-06,-8.76313e-06,1.69278e-05,-1.69278e-05
16.5,15.0,18.0,0.000416095,7.9058e-06,-7.9058e-06,1.89586e-05,-1.89586e-05
19.5,18.0,21.0,0.000337473,6.74947e-06,-6.74947e-06,1.54613e-05,-1.54613e-05
22.5,21.0,24.0,0.000248588,5.71752e-06,-5.71752e-06,1.67571e-05,-1.67571e-05
25.5,24.0,27.0,0.000169226,4.39988e-06,-4.39988e-06,1.27785e-05,-1.27785e-05
28.5,27.0,30.0,0.000109148,3.49274e-06,-3.49274e-06,1.32168e-05,-1.32168e-05
31.5,30.0,33.0,7.18467e-05,2.73017e-06,-2.73017e-06,7.97175e-06,-7.97175e-06
34.5,33.0,36.0,4.4419e-05,2.13211e-06,-2.13211e-06,8.01896e-06,-8.01896e-06
37.5,36.0,39.0,2.43452e-05,1.46071e-06,-1.46071e-06,4.94962e-06,-4.94962e-06
40.5,39.0,42.0,1.57938e-05,1.16874e-06,-1.16874e-06,3.03126e-06,-3.03126e-06
43.5,42.0,45.0,1.09932e-05,1.03336e-06,-1.03336e-06,3.068e-06,-3.068e-06
47.5,45.0,50.0,5.0298e-06,5.98545e-07,-5.98545e-07,1.09098e-06,-1.09098e-06

#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00122318,4.40345e-05,-4.40345e-05,5.07289e-05,-5.07289e-05
0.75,0.5,1.0,0.00133194,4.26222e-05,-4.26222e-05,5.88774e-05,-5.88774e-05
1.5,1.0,2.0,0.0011267,2.70409e-05,-2.70409e-05,4.75624e-05,-4.75624e-05
2.5,2.0,3.0,0.00119197,2.62233e-05,-2.62233e-05,4.02456e-05,-4.02456e-05
3.5,3.0,4.0,0.00117854,2.35709e-05,-2.35709e-05,4.32543e-05,-4.32543e-05
4.5,4.0,5.0,0.00106559,2.13117e-05,-2.13117e-05,3.51966e-05,-3.51966e-05
5.5,5.0,6.0,0.000924681,1.84936e-05,-1.84936e-05,3.44498e-05,-3.44498e-05
6.5,6.0,7.0,0.000828618,1.65724e-05,-1.65724e-05,3.42952e-05,-3.42952e-05
7.5,7.0,8.0,0.00072892,1.45784e-05,-1.45784e-05,2.80042e-05,-2.80042e-05
8.5,8.0,9.0,0.000639039,1.34198e-05,-1.34198e-05,2.45511e-05,-2.45511e-05
9.5,9.0,10.0,0.000557165,1.22576e-05,-1.22576e-05,1.90986e-05,-1.90986e-05
11.0,10.0,12.0,0.000451377,9.47891e-06,-9.47891e-06,1.77593e-05,-1.77593e-05
13.5,12.0,15.0,0.000311584,6.85484e-06,-6.85484e-06,1.25989e-05,-1.25989e-05
16.5,15.0,18.0,0.00018863,5.093e-06,-5.093e-06,9.89361e-06,-9.89361e-06
19.5,18.0,21.0,0.000110422,3.75434e-06,-3.75434e-06,1.05272e-05,-1.05272e-05
22.5,21.0,24.0,6.42035e-05,2.76075e-06,-2.76075e-06,4.10702e-06,-4.10702e-06
25.5,24.0,27.0,3.83765e-05,2.03395e-06,-2.03395e-06,3.42218e-06,-3.42218e-06
28.5,27.0,30.0,2.40207e-05,1.63341e-06,-1.63341e-06,4.24318e-06,-4.24318e-06
31.5,30.0,33.0,1.40468e-05,1.15184e-06,-1.15184e-06,1.52438e-06,-1.52438e-06
34.5,33.0,36.0,7.6485e-06,8.71924e-07,-8.71924e-07,1.52763e-06,-1.52763e-06
37.5,36.0,39.0,4.7843e-06,6.65015e-07,-6.65015e-07,9.83411e-07,-9.83411e-07
40.5,39.0,42.0,-,0,0,0,0
43.5,42.0,45.0,-,0,0,0,0
47.5,45.0,50.0,-,0,0,0,0

