#: table_doi: 10.17182/hepdata.58995.v1/t156
#: name: Table 156
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=1.0 and jet PT in the range 4 to 5 GeV.

#: data_file: Table156.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0358947,7.17893e-05,-7.17893e-05,0.00315118,-0.00315118
0.75,0.5,1.0,0.0487652,9.75305e-05,-9.75305e-05,0.00345683,-0.00345683
1.5,1.0,2.0,0.0461808,4.61808e-05,-4.61808e-05,0.00236155,-0.00236155
2.5,2.0,3.0,0.0498612,4.98612e-05,-4.98612e-05,0.0029001,-0.0029001
3.5,3.0,4.0,0.0464014,4.64014e-05,-4.64014e-05,0.00404838,-0.00404838
4.5,4.0,5.0,0.0377924,3.77924e-05,-3.77924e-05,0.00363495,-0.00363495
5.5,5.0,6.0,0.0262436,2.62436e-05,-2.62436e-05,0.00250829,-0.00250829
6.5,6.0,7.0,0.0162725,1.62725e-05,-1.62725e-05,0.00171364,-0.00171364
7.5,7.0,8.0,0.00917663,1.83533e-05,-1.83533e-05,0.00108912,-0.00108912
8.5,8.0,9.0,0.00479654,9.59308e-06,-9.59308e-06,0.000645005,-0.000645005
9.5,9.0,10.0,0.00227104,6.81311e-06,-6.81311e-06,0.00035827,-0.00035827
11.0,10.0,12.0,0.000738061,2.95224e-06,-2.95224e-06,0.000127184,-0.000127184
13.5,12.0,15.0,0.000109301,8.74411e-07,-8.74411e-07,1.86486e-05,-1.86486e-05
16.5,15.0,18.0,1.20369e-05,3.00921e-07,-3.00921e-07,2.0588e-06,-2.0588e-06
19.5,18.0,21.0,1.9529e-06,1.17176e-07,-1.17176e-07,3.64812e-07,-3.64812e-07

#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0502783,0.000100557,-0.000100557,0.0044242,-0.0044242
0.75,0.5,1.0,0.0634152,0.00012683,-0.00012683,0.00356199,-0.00356199
1.5,1.0,2.0,0.0528781,5.28781e-05,-5.28781e-05,0.00203357,-0.00203357
2.5,2.0,3.0,0.0502308,5.02308e-05,-5.02308e-05,0.00267028,-0.00267028
3.5,3.0,4.0,0.0416876,4.16876e-05,-4.16876e-05,0.00306539,-0.00306539
4.5,4.0,5.0,0.0313837,3.13837e-05,-3.13837e-05,0.00268619,-0.00268619
5.5,5.0,6.0,0.0211437,2.11437e-05,-2.11437e-05,0.00186437,-0.00186437
6.5,6.0,7.0,0.0131562,1.31562e-05,-1.31562e-05,0.00124873,-0.00124873
7.5,7.0,8.0,0.00761149,1.5223e-05,-1.5223e-05,0.00082366,-0.00082366
8.5,8.0,9.0,0.00406833,8.13666e-06,-8.13666e-06,0.000505685,-0.000505685
9.5,9.0,10.0,0.00202754,6.08261e-06,-6.08261e-06,0.000290688,-0.000290688
11.0,10.0,12.0,0.000706449,2.82579e-06,-2.82579e-06,0.000118309,-0.000118309
13.5,12.0,15.0,0.000113324,9.06594e-07,-9.06594e-07,1.88807e-05,-1.88807e-05
16.5,15.0,18.0,1.23908e-05,2.84989e-07,-2.84989e-07,2.1489e-06,-2.1489e-06
19.5,18.0,21.0,2.1596e-06,1.44694e-07,-1.44694e-07,3.88887e-07,-3.88887e-07

