#: table_doi: 10.17182/hepdata.58995.v1/t132
#: name: Table 132
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 19 to 24 GeV.

#: data_file: Table132.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000145473,1.01831e-05,-1.01831e-05,1.35524e-05,-1.35524e-05
0.75,0.5,1.0,0.000189775,1.1007e-05,-1.1007e-05,9.27379e-06,-9.27379e-06
1.5,1.0,2.0,0.000163116,6.85086e-06,-6.85086e-06,6.62378e-06,-6.62378e-06
2.5,2.0,3.0,0.000159633,5.90644e-06,-5.90644e-06,8.75659e-06,-8.75659e-06
3.5,3.0,4.0,0.000181968,6.00495e-06,-6.00495e-06,7.56209e-06,-7.56209e-06
4.5,4.0,5.0,0.000192203,5.7661e-06,-5.7661e-06,8.62134e-06,-8.62134e-06
5.5,5.0,6.0,0.000186281,5.21586e-06,-5.21586e-06,9.67763e-06,-9.67763e-06
6.5,6.0,7.0,0.000194496,5.25138e-06,-5.25138e-06,9.24418e-06,-9.24418e-06
7.5,7.0,8.0,0.000199766,5.19393e-06,-5.19393e-06,1.16774e-05,-1.16774e-05
8.5,8.0,9.0,0.000191749,4.98546e-06,-4.98546e-06,1.06967e-05,-1.06967e-05
9.5,9.0,10.0,0.000186846,4.67115e-06,-4.67115e-06,8.15513e-06,-8.15513e-06
11.0,10.0,12.0,0.000177633,3.90793e-06,-3.90793e-06,8.0466e-06,-8.0466e-06
13.5,12.0,15.0,0.000165103,3.46716e-06,-3.46716e-06,6.59586e-06,-6.59586e-06
16.5,15.0,18.0,0.000146686,3.08041e-06,-3.08041e-06,5.08771e-06,-5.08771e-06
19.5,18.0,21.0,0.000129029,2.83863e-06,-2.83863e-06,6.71074e-06,-6.71074e-06
22.5,21.0,24.0,0.00010257,2.46167e-06,-2.46167e-06,7.30551e-06,-7.30551e-06
25.5,24.0,27.0,7.60465e-05,2.05326e-06,-2.05326e-06,7.37926e-06,-7.37926e-06
28.5,27.0,30.0,5.16205e-05,1.60024e-06,-1.60024e-06,5.52026e-06,-5.52026e-06
31.5,30.0,33.0,3.41947e-05,1.2652e-06,-1.2652e-06,4.65638e-06,-4.65638e-06
34.5,33.0,36.0,2.14538e-05,9.86876e-07,-9.86876e-07,4.46503e-06,-4.46503e-06
37.5,36.0,39.0,1.26504e-05,7.33723e-07,-7.33723e-07,2.5147e-06,-2.5147e-06
40.5,39.0,42.0,7.4503e-06,5.51325e-07,-5.51325e-07,1.44473e-06,-1.44473e-06
43.5,42.0,45.0,4.3758e-06,3.98196e-07,-3.98196e-07,1.06176e-06,-1.06176e-06

#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000367061,1.65177e-05,-1.65177e-05,2.86848e-05,-2.86848e-05
0.75,0.5,1.0,0.000452883,1.72096e-05,-1.72096e-05,2.13192e-05,-2.13192e-05
1.5,1.0,2.0,0.000369506,1.03462e-05,-1.03462e-05,1.2294e-05,-1.2294e-05
2.5,2.0,3.0,0.000394583,9.86457e-06,-9.86457e-06,1.71768e-05,-1.71768e-05
3.5,3.0,4.0,0.000383299,9.19918e-06,-9.19918e-06,1.52503e-05,-1.52503e-05
4.5,4.0,5.0,0.000372783,8.57402e-06,-8.57402e-06,1.68867e-05,-1.68867e-05
5.5,5.0,6.0,0.000340768,7.49691e-06,-7.49691e-06,1.63959e-05,-1.63959e-05
6.5,6.0,7.0,0.00030557,6.72255e-06,-6.72255e-06,1.26692e-05,-1.26692e-05
7.5,7.0,8.0,0.000269865,5.93702e-06,-5.93702e-06,1.07676e-05,-1.07676e-05
8.5,8.0,9.0,0.00023351,5.37073e-06,-5.37073e-06,9.68152e-06,-9.68152e-06
9.5,9.0,10.0,0.000204127,4.89904e-06,-4.89904e-06,8.25389e-06,-8.25389e-06
11.0,10.0,12.0,0.000165645,3.80982e-06,-3.80982e-06,7.39302e-06,-7.39302e-06
13.5,12.0,15.0,0.000112032,2.8008e-06,-2.8008e-06,4.39074e-06,-4.39074e-06
16.5,15.0,18.0,7.09094e-05,2.05637e-06,-2.05637e-06,3.32897e-06,-3.32897e-06
19.5,18.0,21.0,4.13269e-05,1.5291e-06,-1.5291e-06,3.06934e-06,-3.06934e-06
22.5,21.0,24.0,2.32225e-05,1.06823e-06,-1.06823e-06,2.86315e-06,-2.86315e-06
25.5,24.0,27.0,1.42336e-05,7.9708e-07,-7.9708e-07,1.63103e-06,-1.63103e-06
28.5,27.0,30.0,9.2494e-06,6.65953e-07,-6.65953e-07,1.22186e-06,-1.22186e-06
31.5,30.0,33.0,5.1156e-06,4.60408e-07,-4.60408e-07,1.11021e-06,-1.11021e-06
34.5,33.0,36.0,2.7703e-06,3.24127e-07,-3.24127e-07,7.08574e-07,-7.08574e-07
37.5,36.0,39.0,-,0,0,0,0
40.5,39.0,42.0,-,0,0,0,0
43.5,42.0,45.0,-,0,0,0,0

