#: table_doi: 10.17182/hepdata.58995.v1/t126
#: name: Table 126
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 4 to 5 GeV.

#: data_file: Table126.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0292604,0.000146302,-0.000146302,0.00189697,-0.00189697
0.75,0.5,1.0,0.0386484,0.000154594,-0.000154594,0.00231955,-0.00231955
1.5,1.0,2.0,0.0375357,0.000112607,-0.000112607,0.00180952,-0.00180952
2.5,2.0,3.0,0.0440501,8.81003e-05,-8.81003e-05,0.00171965,-0.00171965
3.5,3.0,4.0,0.0467551,9.35101e-05,-9.35101e-05,0.00198475,-0.00198475
4.5,4.0,5.0,0.0460916,9.21833e-05,-9.21833e-05,0.00210564,-0.00210564
5.5,5.0,6.0,0.0429777,8.59555e-05,-8.59555e-05,0.00200389,-0.00200389
6.5,6.0,7.0,0.0381043,7.62086e-05,-7.62086e-05,0.00184088,-0.00184088
7.5,7.0,8.0,0.0322806,6.45613e-05,-6.45613e-05,0.00169219,-0.00169219
8.5,8.0,9.0,0.0264797,5.29594e-05,-5.29594e-05,0.00122238,-0.00122238
9.5,9.0,10.0,0.0211193,4.22386e-05,-4.22386e-05,0.000951776,-0.000951776
11.0,10.0,12.0,0.0144729,2.89458e-05,-2.89458e-05,0.000827111,-0.000827111
13.5,12.0,15.0,0.00692519,2.07756e-05,-2.07756e-05,0.000527725,-0.000527725
16.5,15.0,18.0,0.00236728,9.46914e-06,-9.46914e-06,0.000253521,-0.000253521
19.5,18.0,21.0,0.000696298,4.87408e-06,-4.87408e-06,0.000104024,-0.000104024
22.5,21.0,24.0,0.000188974,2.64563e-06,-2.64563e-06,3.10648e-05,-3.10648e-05
25.5,24.0,27.0,3.96599e-05,1.1898e-06,-1.1898e-06,6.87559e-06,-6.87559e-06
28.5,27.0,30.0,6.9113e-06,4.49236e-07,-4.49236e-07,1.17635e-06,-1.17635e-06

#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0452276,0.00018091,-0.00018091,0.00333276,-0.00333276
0.75,0.5,1.0,0.0558872,0.000167661,-0.000167661,0.002831,-0.002831
1.5,1.0,2.0,0.0491734,9.83468e-05,-9.83468e-05,0.00172668,-0.00172668
2.5,2.0,3.0,0.0517384,0.000103477,-0.000103477,0.00181158,-0.00181158
3.5,3.0,4.0,0.0494779,9.89558e-05,-9.89558e-05,0.00201467,-0.00201467
4.5,4.0,5.0,0.0452099,9.04199e-05,-9.04199e-05,0.00191329,-0.00191329
5.5,5.0,6.0,0.039361,7.8722e-05,-7.8722e-05,0.00188193,-0.00188193
6.5,6.0,7.0,0.032971,6.5942e-05,-6.5942e-05,0.00139651,-0.00139651
7.5,7.0,8.0,0.0269615,5.3923e-05,-5.3923e-05,0.00110081,-0.00110081
8.5,8.0,9.0,0.0214294,4.28588e-05,-4.28588e-05,0.000907656,-0.000907656
9.5,9.0,10.0,0.0165496,3.30992e-05,-3.30992e-05,0.000704865,-0.000704865
11.0,10.0,12.0,0.0111579,2.23157e-05,-2.23157e-05,0.000640095,-0.000640095
13.5,12.0,15.0,0.00517694,1.55308e-05,-1.55308e-05,0.000401906,-0.000401906
16.5,15.0,18.0,0.00175834,8.7917e-06,-8.7917e-06,0.000193689,-0.000193689
19.5,18.0,21.0,0.000541016,4.86914e-06,-4.86914e-06,8.36495e-05,-8.36495e-05
22.5,21.0,24.0,0.000145695,2.03974e-06,-2.03974e-06,2.54659e-05,-2.54659e-05
25.5,24.0,27.0,3.37849e-05,1.1149e-06,-1.1149e-06,5.92981e-06,-5.92981e-06
28.5,27.0,30.0,7.6224e-06,7.2413e-07,-7.2413e-07,1.43692e-06,-1.43692e-06

