#: table_doi: 10.17182/hepdata.58995.v1/t46
#: name: Table 46
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 4 to 5 GeV.

#: data_file: Table46.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.0163956,4.91868e-05,-4.91868e-05,0.00124563,-0.00124563
1.5,1.0,2.0,0.0335364,6.70728e-05,-6.70728e-05,0.00195865,-0.00195865
2.5,2.0,3.0,0.0459001,4.59001e-05,-4.59001e-05,0.00227379,-0.00227379
3.5,3.0,4.0,0.0509015,5.09015e-05,-5.09015e-05,0.00237662,-0.00237662
4.5,4.0,5.0,0.0482774,4.82774e-05,-4.82774e-05,0.0026819,-0.0026819
5.5,5.0,6.0,0.0408436,4.08436e-05,-4.08436e-05,0.00274474,-0.00274474
6.5,6.0,7.0,0.0312446,3.12446e-05,-3.12446e-05,0.00220977,-0.00220977
7.5,7.0,8.0,0.0219443,2.19443e-05,-2.19443e-05,0.00152351,-0.00152351
8.5,8.0,9.0,0.0141544,1.41544e-05,-1.41544e-05,0.00122237,-0.00122237
9.5,9.0,10.0,0.00853051,1.7061e-05,-1.7061e-05,0.000874575,-0.000874575
11.0,10.0,12.0,0.00361796,7.23593e-06,-7.23593e-06,0.000499384,-0.000499384
13.5,12.0,15.0,0.00067809,2.71236e-06,-2.71236e-06,0.000105447,-0.000105447
16.5,15.0,18.0,4.89819e-05,5.38801e-07,-5.38801e-07,7.8012e-06,-7.8012e-06
19.5,18.0,21.0,2.6063e-06,1.25104e-07,-1.25104e-07,4.66425e-07,-4.66425e-07

#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.023534,4.70679e-05,-4.70679e-05,0.00178517,-0.00178517
1.5,1.0,2.0,0.0423101,8.46202e-05,-8.46202e-05,0.00222521,-0.00222521
2.5,2.0,3.0,0.051298,5.1298e-05,-5.1298e-05,0.00192555,-0.00192555
3.5,3.0,4.0,0.0515339,5.15339e-05,-5.15339e-05,0.00229658,-0.00229658
4.5,4.0,5.0,0.0453907,4.53907e-05,-4.53907e-05,0.00258608,-0.00258608
5.5,5.0,6.0,0.0362137,3.62137e-05,-3.62137e-05,0.00222825,-0.00222825
6.5,6.0,7.0,0.0266002,2.66002e-05,-2.66002e-05,0.00168445,-0.00168445
7.5,7.0,8.0,0.0180909,1.80909e-05,-1.80909e-05,0.00123906,-0.00123906
8.5,8.0,9.0,0.01146,2.29199e-05,-2.29199e-05,0.000955655,-0.000955655
9.5,9.0,10.0,0.00680369,1.36074e-05,-1.36074e-05,0.000692674,-0.000692674
11.0,10.0,12.0,0.00293203,8.79609e-06,-8.79609e-06,0.00038357,-0.00038357
13.5,12.0,15.0,0.00057719,2.30876e-06,-2.30876e-06,9.15407e-05,-9.15407e-05
16.5,15.0,18.0,4.6172e-05,5.07892e-07,-5.07892e-07,7.85942e-06,-7.85942e-06
19.5,18.0,21.0,3.5656e-06,2.74552e-07,-2.74552e-07,6.44755e-07,-6.44755e-07

