#: table_doi: 10.17182/hepdata.58995.v1/t64
#: name: Table 64
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=1.0 and jet PT in the range 31 to 50 GeV.

#: data_file: Table64.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,31.0-50.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,1.08596e-05,3.84429e-06,-3.84429e-06,2.02245e-06,-2.02245e-06
1.5,1.0,2.0,2.16538e-05,5.04533e-06,-5.04533e-06,2.60881e-06,-2.60881e-06
2.5,2.0,3.0,3.06329e-05,5.36076e-06,-5.36076e-06,5.46116e-06,-5.46116e-06
3.5,3.0,4.0,3.36752e-05,4.8829e-06,-4.8829e-06,6.38825e-06,-6.38825e-06
4.5,4.0,5.0,3.86525e-05,4.90887e-06,-4.90887e-06,6.80586e-06,-6.80586e-06
5.5,5.0,6.0,4.62002e-05,5.12823e-06,-5.12823e-06,7.35615e-06,-7.35615e-06
6.5,6.0,7.0,5.56173e-05,5.61734e-06,-5.61734e-06,8.57516e-06,-8.57516e-06
7.5,7.0,8.0,6.08936e-05,5.60221e-06,-5.60221e-06,9.77413e-06,-9.77413e-06
8.5,8.0,9.0,6.2377e-05,5.48917e-06,-5.48917e-06,1.01997e-05,-1.01997e-05
9.5,9.0,10.0,6.31831e-05,5.37056e-06,-5.37056e-06,8.73207e-06,-8.73207e-06
11.0,10.0,12.0,6.33537e-05,4.87823e-06,-4.87823e-06,8.29232e-06,-8.29232e-06
13.5,12.0,15.0,5.68815e-05,4.03859e-06,-4.03859e-06,7.68354e-06,-7.68354e-06
16.5,15.0,18.0,4.48697e-05,3.36523e-06,-3.36523e-06,4.99164e-06,-4.99164e-06
19.5,18.0,21.0,3.07197e-05,2.70334e-06,-2.70334e-06,6.28457e-06,-6.28457e-06
22.5,21.0,24.0,1.8137e-05,1.99507e-06,-1.99507e-06,5.80513e-06,-5.80513e-06
25.5,24.0,27.0,1.01733e-05,1.4446e-06,-1.4446e-06,4.27367e-06,-4.27367e-06
28.5,27.0,30.0,5.1557e-06,9.89888e-07,-9.89888e-07,3.0289e-06,-3.0289e-06
32.0,30.0,34.0,1.9205e-06,5.5118e-07,-5.5118e-07,1.1582e-06,-1.1582e-06

#: PT(C=JET) [GeV],,,31.0-50.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,2.87094e-05,6.45961e-06,-6.45961e-06,4.69336e-06,-4.69336e-06
1.5,1.0,2.0,5.25529e-05,7.93549e-06,-7.93549e-06,6.97001e-06,-6.97001e-06
2.5,2.0,3.0,6.7579e-05,7.77159e-06,-7.77159e-06,6.6735e-06,-6.6735e-06
3.5,3.0,4.0,8.50611e-05,8.08081e-06,-8.08081e-06,8.71899e-06,-8.71899e-06
4.5,4.0,5.0,9.09487e-05,7.73064e-06,-7.73064e-06,1.29054e-05,-1.29054e-05
5.5,5.0,6.0,9.11142e-05,7.19802e-06,-7.19802e-06,1.50036e-05,-1.50036e-05
6.5,6.0,7.0,8.83077e-05,6.79969e-06,-6.79969e-06,1.27408e-05,-1.27408e-05
7.5,7.0,8.0,8.38287e-05,6.37098e-06,-6.37098e-06,1.08382e-05,-1.08382e-05
8.5,8.0,9.0,7.97881e-05,6.06389e-06,-6.06389e-06,9.30864e-06,-9.30864e-06
9.5,9.0,10.0,7.04555e-05,5.49553e-06,-5.49553e-06,9.04262e-06,-9.04262e-06
11.0,10.0,12.0,5.52569e-05,4.31004e-06,-4.31004e-06,6.70963e-06,-6.70963e-06
13.5,12.0,15.0,3.44833e-05,3.00004e-06,-3.00004e-06,6.0703e-06,-6.0703e-06
16.5,15.0,18.0,1.86173e-05,2.0479e-06,-2.0479e-06,2.87425e-06,-2.87425e-06
19.5,18.0,21.0,9.7239e-06,1.44887e-06,-1.44887e-06,3.07257e-06,-3.07257e-06
22.5,21.0,24.0,4.6616e-06,1.00225e-06,-1.00225e-06,2.131e-06,-2.131e-06
25.5,24.0,27.0,2.277e-06,6.899e-07,-6.899e-07,8.44284e-07,-8.44284e-07
28.5,27.0,30.0,-,0,0,0,0
32.0,30.0,34.0,-,0,0,0,0

