#: table_doi: 10.17182/hepdata.58995.v1/t117
#: name: Table 117
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 5 to 6 GeV.

#: data_file: Table117.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,5.0-6.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0118931,0.000130824,-0.000130824,0.000852995,-0.000852995
0.75,0.5,1.0,0.0150033,0.00013503,-0.00013503,0.000819981,-0.000819981
1.5,1.0,2.0,0.0144208,8.65245e-05,-8.65245e-05,0.000641683,-0.000641683
2.5,2.0,3.0,0.0167541,8.37703e-05,-8.37703e-05,0.000676623,-0.000676623
3.5,3.0,4.0,0.0181548,9.0774e-05,-9.0774e-05,0.00077451,-0.00077451
4.5,4.0,5.0,0.0185023,9.25117e-05,-9.25117e-05,0.000657549,-0.000657549
5.5,5.0,6.0,0.0180059,7.20236e-05,-7.20236e-05,0.000651207,-0.000651207
6.5,6.0,7.0,0.0172779,6.91115e-05,-6.91115e-05,0.000618394,-0.000618394
7.5,7.0,8.0,0.0160825,6.433e-05,-6.433e-05,0.00062763,-0.00062763
8.5,8.0,9.0,0.0143431,5.73724e-05,-5.73724e-05,0.00055011,-0.00055011
9.5,9.0,10.0,0.0125376,5.01503e-05,-5.01503e-05,0.000465075,-0.000465075
11.0,10.0,12.0,0.0101507,4.06027e-05,-4.06027e-05,0.000393788,-0.000393788
13.5,12.0,15.0,0.00663027,3.31513e-05,-3.31513e-05,0.000255416,-0.000255416
16.5,15.0,18.0,0.00361462,2.16877e-05,-2.16877e-05,0.000232996,-0.000232996
19.5,18.0,21.0,0.00185149,1.4812e-05,-1.4812e-05,0.000159304,-0.000159304
22.5,21.0,24.0,0.000911585,1.00274e-05,-1.00274e-05,8.99841e-05,-8.99841e-05
25.5,24.0,27.0,0.000431701,6.47551e-06,-6.47551e-06,4.41834e-05,-4.41834e-05
28.5,27.0,30.0,0.000178309,4.10112e-06,-4.10112e-06,2.52722e-05,-2.52722e-05
31.5,30.0,33.0,7.35277e-05,2.72052e-06,-2.72052e-06,1.28862e-05,-1.28862e-05
34.5,33.0,36.0,2.65716e-05,1.46144e-06,-1.46144e-06,5.91867e-06,-5.91867e-06
37.5,36.0,39.0,1.20286e-05,1.08257e-06,-1.08257e-06,2.83973e-06,-2.83973e-06

#: PT(C=JET) [GeV],,,5.0-6.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0205107,0.000164086,-0.000164086,0.00109305,-0.00109305
0.75,0.5,1.0,0.0252126,0.000176488,-0.000176488,0.00106819,-0.00106819
1.5,1.0,2.0,0.0212602,0.000106301,-0.000106301,0.000798319,-0.000798319
2.5,2.0,3.0,0.022165,0.000110825,-0.000110825,0.000748378,-0.000748378
3.5,3.0,4.0,0.0216369,8.65475e-05,-8.65475e-05,0.000794106,-0.000794106
4.5,4.0,5.0,0.0202035,8.08138e-05,-8.08138e-05,0.000667326,-0.000667326
5.5,5.0,6.0,0.0180802,7.23209e-05,-7.23209e-05,0.000673594,-0.000673594
6.5,6.0,7.0,0.015921,6.36841e-05,-6.36841e-05,0.000658946,-0.000658946
7.5,7.0,8.0,0.0138209,5.52834e-05,-5.52834e-05,0.00053098,-0.00053098
8.5,8.0,9.0,0.0119383,5.96916e-05,-5.96916e-05,0.000458655,-0.000458655
9.5,9.0,10.0,0.00996461,4.98231e-05,-4.98231e-05,0.00034157,-0.00034157
11.0,10.0,12.0,0.00755793,3.77896e-05,-3.77896e-05,0.000302223,-0.000302223
13.5,12.0,15.0,0.0047148,2.82888e-05,-2.82888e-05,0.000237197,-0.000237197
16.5,15.0,18.0,0.00238965,1.67275e-05,-1.67275e-05,0.000145081,-0.000145081
19.5,18.0,21.0,0.00118458,1.18458e-05,-1.18458e-05,0.000110159,-0.000110159
22.5,21.0,24.0,0.00057722,8.08108e-06,-8.08108e-06,6.32708e-05,-6.32708e-05
25.5,24.0,27.0,0.00026938,5.3876e-06,-5.3876e-06,3.16908e-05,-3.16908e-05
28.5,27.0,30.0,0.000123391,3.57833e-06,-3.57833e-06,1.87046e-05,-1.87046e-05
31.5,30.0,33.0,5.50226e-05,2.36597e-06,-2.36597e-06,7.21614e-06,-7.21614e-06
34.5,33.0,36.0,2.35665e-05,1.67322e-06,-1.67322e-06,5.70426e-06,-5.70426e-06
37.5,36.0,39.0,8.1485e-06,7.98552e-07,-7.98552e-07,1.94827e-06,-1.94827e-06

