#: table_doi: 10.17182/hepdata.58995.v1/t41
#: name: Table 41
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 14 to 19 GeV.

#: data_file: Table41.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.000255429,7.66288e-06,-7.66288e-06,1.65458e-05,-1.65458e-05
1.5,1.0,2.0,0.000471303,9.42606e-06,-9.42606e-06,3.40775e-05,-3.40775e-05
2.5,2.0,3.0,0.000672968,1.00945e-05,-1.00945e-05,3.26303e-05,-3.26303e-05
3.5,3.0,4.0,0.000860589,1.03271e-05,-1.03271e-05,4.7784e-05,-4.7784e-05
4.5,4.0,5.0,0.00101884,1.01884e-05,-1.01884e-05,4.96105e-05,-4.96105e-05
5.5,5.0,6.0,0.00116605,1.04944e-05,-1.04944e-05,6.62187e-05,-6.62187e-05
6.5,6.0,7.0,0.00124794,9.9835e-06,-9.9835e-06,7.68369e-05,-7.68369e-05
7.5,7.0,8.0,0.0012821,1.02568e-05,-1.02568e-05,7.52298e-05,-7.52298e-05
8.5,8.0,9.0,0.00127176,1.01741e-05,-1.01741e-05,6.76786e-05,-6.76786e-05
9.5,9.0,10.0,0.00121001,9.68011e-06,-9.68011e-06,6.22775e-05,-6.22775e-05
11.0,10.0,12.0,0.00105571,7.38999e-06,-7.38999e-06,5.90822e-05,-5.90822e-05
13.5,12.0,15.0,0.00077317,5.41219e-06,-5.41219e-06,3.06257e-05,-3.06257e-05
16.5,15.0,18.0,0.000455581,4.10023e-06,-4.10023e-06,2.6887e-05,-2.6887e-05
19.5,18.0,21.0,0.000229796,2.75755e-06,-2.75755e-06,2.52817e-05,-2.52817e-05
22.5,21.0,24.0,0.000102944,1.85299e-06,-1.85299e-06,1.48214e-05,-1.48214e-05
25.5,24.0,27.0,4.30554e-05,1.1625e-06,-1.1625e-06,8.42248e-06,-8.42248e-06
28.5,27.0,30.0,1.58867e-05,6.83126e-07,-6.83126e-07,4.05054e-06,-4.05054e-06
32.0,30.0,34.0,4.1355e-06,3.10165e-07,-3.10165e-07,1.10481e-06,-1.10481e-06

#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.000535184,1.12389e-05,-1.12389e-05,4.09931e-05,-4.09931e-05
1.5,1.0,2.0,0.0010224,1.43136e-05,-1.43136e-05,4.51596e-05,-4.51596e-05
2.5,2.0,3.0,0.00130232,1.43255e-05,-1.43255e-05,4.98806e-05,-4.98806e-05
3.5,3.0,4.0,0.00148426,1.33583e-05,-1.33583e-05,6.81952e-05,-6.81952e-05
4.5,4.0,5.0,0.00154589,1.23671e-05,-1.23671e-05,7.1329e-05,-7.1329e-05
5.5,5.0,6.0,0.00149583,1.19666e-05,-1.19666e-05,8.51965e-05,-8.51965e-05
6.5,6.0,7.0,0.00141799,1.13439e-05,-1.13439e-05,7.9912e-05,-7.9912e-05
7.5,7.0,8.0,0.00130315,1.04252e-05,-1.04252e-05,6.98856e-05,-6.98856e-05
8.5,8.0,9.0,0.00115512,9.24094e-06,-9.24094e-06,5.84563e-05,-5.84563e-05
9.5,9.0,10.0,0.000990683,7.92547e-06,-7.92547e-06,4.33643e-05,-4.33643e-05
11.0,10.0,12.0,0.000764425,6.1154e-06,-6.1154e-06,3.73553e-05,-3.73553e-05
13.5,12.0,15.0,0.000469145,4.22231e-06,-4.22231e-06,2.71456e-05,-2.71456e-05
16.5,15.0,18.0,0.000243649,2.92379e-06,-2.92379e-06,2.12883e-05,-2.12883e-05
19.5,18.0,21.0,0.000117734,2.00148e-06,-2.00148e-06,1.44492e-05,-1.44492e-05
22.5,21.0,24.0,4.73365e-05,1.23075e-06,-1.23075e-06,8.93984e-06,-8.93984e-06
25.5,24.0,27.0,1.75973e-05,6.86293e-07,-6.86293e-07,4.56295e-06,-4.56295e-06
28.5,27.0,30.0,6.8257e-06,4.43671e-07,-4.43671e-07,1.96412e-06,-1.96412e-06
32.0,30.0,34.0,2.1288e-06,2.61838e-07,-2.61838e-07,6.98372e-07,-6.98372e-07

