#: table_doi: 10.17182/hepdata.58995.v1/t161
#: name: Table 161
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=1.0 and jet PT in the range 14 to 19 GeV.

#: data_file: Table161.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000551917,1.21422e-05,-1.21422e-05,4.6659e-05,-4.6659e-05
0.75,0.5,1.0,0.000702698,1.19459e-05,-1.19459e-05,4.94392e-05,-4.94392e-05
1.5,1.0,2.0,0.000711053,7.82159e-06,-7.82159e-06,3.93656e-05,-3.93656e-05
2.5,2.0,3.0,0.000929959,8.36963e-06,-8.36963e-06,6.95855e-05,-6.95855e-05
3.5,3.0,4.0,0.00113561,7.9493e-06,-7.9493e-06,0.000106294,-0.000106294
4.5,4.0,5.0,0.00135322,8.1193e-06,-8.1193e-06,0.000138002,-0.000138002
5.5,5.0,6.0,0.00151942,9.11651e-06,-9.11651e-06,0.000145832,-0.000145832
6.5,6.0,7.0,0.0016862,8.43098e-06,-8.43098e-06,0.000159397,-0.000159397
7.5,7.0,8.0,0.00179805,8.99025e-06,-8.99025e-06,0.000156441,-0.000156441
8.5,8.0,9.0,0.00186077,7.44308e-06,-7.44308e-06,0.000153477,-0.000153477
9.5,9.0,10.0,0.00187272,7.49088e-06,-7.49088e-06,0.000165384,-0.000165384
11.0,10.0,12.0,0.00183781,7.35124e-06,-7.35124e-06,0.000161738,-0.000161738
13.5,12.0,15.0,0.00163829,6.55317e-06,-6.55317e-06,0.000138627,-0.000138627
16.5,15.0,18.0,0.00123474,4.93894e-06,-4.93894e-06,0.000105532,-0.000105532
19.5,18.0,21.0,0.000761821,3.80911e-06,-3.80911e-06,9.46255e-05,-9.46255e-05
22.5,21.0,24.0,0.000398885,2.39331e-06,-2.39331e-06,6.04728e-05,-6.04728e-05
25.5,24.0,27.0,0.000182039,1.63835e-06,-1.63835e-06,3.05918e-05,-3.05918e-05
28.5,27.0,30.0,7.49977e-05,9.7497e-07,-9.7497e-07,1.36708e-05,-1.36708e-05
31.5,30.0,33.0,2.77468e-05,5.82682e-07,-5.82682e-07,6.1138e-06,-6.1138e-06
34.5,33.0,36.0,9.335e-06,3.08058e-07,-3.08058e-07,2.39572e-06,-2.39572e-06
37.5,36.0,39.0,2.373e-06,1.3525e-07,-1.3525e-07,5.83641e-07,-5.83641e-07

#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00117605,1.76407e-05,-1.76407e-05,0.000110599,-0.000110599
0.75,0.5,1.0,0.00162378,1.94853e-05,-1.94853e-05,8.56918e-05,-8.56918e-05
1.5,1.0,2.0,0.00154473,1.23578e-05,-1.23578e-05,7.2832e-05,-7.2832e-05
2.5,2.0,3.0,0.00189002,1.13401e-05,-1.13401e-05,0.000110562,-0.000110562
3.5,3.0,4.0,0.00211992,1.05996e-05,-1.05996e-05,0.000157902,-0.000157902
4.5,4.0,5.0,0.00226445,1.13222e-05,-1.13222e-05,0.000192824,-0.000192824
5.5,5.0,6.0,0.00227234,9.08936e-06,-9.08936e-06,0.000189519,-0.000189519
6.5,6.0,7.0,0.00222217,8.88869e-06,-8.88869e-06,0.000178093,-0.000178093
7.5,7.0,8.0,0.00214215,8.56859e-06,-8.56859e-06,0.000161714,-0.000161714
8.5,8.0,9.0,0.00197179,7.88717e-06,-7.88717e-06,0.000136096,-0.000136096
9.5,9.0,10.0,0.00183246,7.32983e-06,-7.32983e-06,0.000129263,-0.000129263
11.0,10.0,12.0,0.00154711,6.18843e-06,-6.18843e-06,0.000126561,-0.000126561
13.5,12.0,15.0,0.00111217,4.44867e-06,-4.44867e-06,8.47586e-05,-8.47586e-05
16.5,15.0,18.0,0.000680008,3.40004e-06,-3.40004e-06,6.43174e-05,-6.43174e-05
19.5,18.0,21.0,0.000379877,2.27926e-06,-2.27926e-06,4.38623e-05,-4.38623e-05
22.5,21.0,24.0,0.000196901,1.57521e-06,-1.57521e-06,2.63251e-05,-2.63251e-05
25.5,24.0,27.0,8.85936e-05,1.06312e-06,-1.06312e-06,1.50752e-05,-1.50752e-05
28.5,27.0,30.0,3.79922e-05,6.45867e-07,-6.45867e-07,7.49159e-06,-7.49159e-06
31.5,30.0,33.0,1.52898e-05,4.28113e-07,-4.28113e-07,3.44471e-06,-3.44471e-06
34.5,33.0,36.0,5.987e-06,2.75402e-07,-2.75402e-07,1.49735e-06,-1.49735e-06
37.5,36.0,39.0,2.013e-06,1.59029e-07,-1.59029e-07,6.52765e-07,-6.52765e-07

