#: table_doi: 10.17182/hepdata.58995.v1/t120
#: name: Table 120
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 11 to 14 GeV.

#: data_file: Table120.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000950983,3.80393e-05,-3.80393e-05,7.25682e-05,-7.25682e-05
0.75,0.5,1.0,0.00108735,3.80572e-05,-3.80572e-05,4.67434e-05,-4.67434e-05
1.5,1.0,2.0,0.000938002,2.34501e-05,-2.34501e-05,6.5331e-05,-6.5331e-05
2.5,2.0,3.0,0.00112374,2.35985e-05,-2.35985e-05,4.85034e-05,-4.85034e-05
3.5,3.0,4.0,0.00118046,2.24287e-05,-2.24287e-05,5.03601e-05,-5.03601e-05
4.5,4.0,5.0,0.00123191,2.21744e-05,-2.21744e-05,4.37805e-05,-4.37805e-05
5.5,5.0,6.0,0.00128348,2.18192e-05,-2.18192e-05,4.7315e-05,-4.7315e-05
6.5,6.0,7.0,0.00127989,2.04783e-05,-2.04783e-05,4.95204e-05,-4.95204e-05
7.5,7.0,8.0,0.0012624,1.89359e-05,-1.89359e-05,4.92658e-05,-4.92658e-05
8.5,8.0,9.0,0.00125064,1.87595e-05,-1.87595e-05,4.79664e-05,-4.79664e-05
9.5,9.0,10.0,0.00115097,1.72646e-05,-1.72646e-05,4.26948e-05,-4.26948e-05
11.0,10.0,12.0,0.00107526,1.50536e-05,-1.50536e-05,4.1714e-05,-4.1714e-05
13.5,12.0,15.0,0.000901081,1.17141e-05,-1.17141e-05,3.13312e-05,-3.13312e-05
16.5,15.0,18.0,0.000671814,9.4054e-06,-9.4054e-06,3.061e-05,-3.061e-05
19.5,18.0,21.0,0.000462968,7.40749e-06,-7.40749e-06,2.12108e-05,-2.12108e-05
22.5,21.0,24.0,0.000306656,6.13312e-06,-6.13312e-06,1.73335e-05,-1.73335e-05
25.5,24.0,27.0,0.000195154,4.6837e-06,-4.6837e-06,1.6682e-05,-1.6682e-05
28.5,27.0,30.0,0.000117616,3.52847e-06,-3.52847e-06,1.28884e-05,-1.28884e-05
31.5,30.0,33.0,7.01901e-05,2.59703e-06,-2.59703e-06,8.12479e-06,-8.12479e-06
34.5,33.0,36.0,3.65394e-05,1.82697e-06,-1.82697e-06,7.31801e-06,-7.31801e-06
37.5,36.0,39.0,1.8577e-05,1.18893e-06,-1.18893e-06,4.3857e-06,-4.3857e-06
40.5,39.0,42.0,1.06541e-05,9.90832e-07,-9.90832e-07,2.36156e-06,-2.36156e-06
43.5,42.0,45.0,6.448e-06,7.22177e-07,-7.22177e-07,1.52604e-06,-1.52604e-06

#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00205947,5.56058e-05,-5.56058e-05,9.84894e-05,-9.84894e-05
0.75,0.5,1.0,0.00241828,5.80386e-05,-5.80386e-05,0.000114938,-0.000114938
1.5,1.0,2.0,0.00206684,3.72031e-05,-3.72031e-05,8.0739e-05,-8.0739e-05
2.5,2.0,3.0,0.00212173,3.39477e-05,-3.39477e-05,7.16379e-05,-7.16379e-05
3.5,3.0,4.0,0.0019862,2.9793e-05,-2.9793e-05,7.28966e-05,-7.28966e-05
4.5,4.0,5.0,0.00187797,2.81696e-05,-2.81696e-05,6.20299e-05,-6.20299e-05
5.5,5.0,6.0,0.00171498,2.40097e-05,-2.40097e-05,6.38929e-05,-6.38929e-05
6.5,6.0,7.0,0.00154796,2.16715e-05,-2.16715e-05,6.40677e-05,-6.40677e-05
7.5,7.0,8.0,0.00134863,2.02295e-05,-2.02295e-05,5.18128e-05,-5.18128e-05
8.5,8.0,9.0,0.00119057,1.78586e-05,-1.78586e-05,4.57403e-05,-4.57403e-05
9.5,9.0,10.0,0.00102559,1.64094e-05,-1.64094e-05,3.66782e-05,-3.66782e-05
11.0,10.0,12.0,0.000791457,1.26633e-05,-1.26633e-05,3.21686e-05,-3.21686e-05
13.5,12.0,15.0,0.000508204,8.63947e-06,-8.63947e-06,2.59632e-05,-2.59632e-05
16.5,15.0,18.0,0.000295854,6.21294e-06,-6.21294e-06,1.77291e-05,-1.77291e-05
19.5,18.0,21.0,0.000175135,4.55351e-06,-4.55351e-06,1.2083e-05,-1.2083e-05
