#: table_doi: 10.17182/hepdata.58995.v1/t40
#: name: Table 40
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 11 to 14 GeV.

#: data_file: Table40.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.000521955,1.04391e-05,-1.04391e-05,3.66856e-05,-3.66856e-05
1.5,1.0,2.0,0.00102312,1.33006e-05,-1.33006e-05,6.37628e-05,-6.37628e-05
2.5,2.0,3.0,0.0015257,1.37313e-05,-1.37313e-05,8.41765e-05,-8.41765e-05
3.5,3.0,4.0,0.00201972,1.4138e-05,-1.4138e-05,0.000104128,-0.000104128
4.5,4.0,5.0,0.00242879,1.45727e-05,-1.45727e-05,0.000116632,-0.000116632
5.5,5.0,6.0,0.00269934,1.6196e-05,-1.6196e-05,0.000158343,-0.000158343
6.5,6.0,7.0,0.00283315,1.41658e-05,-1.41658e-05,0.000169398,-0.000169398
7.5,7.0,8.0,0.00288473,1.44236e-05,-1.44236e-05,0.000169267,-0.000169267
8.5,8.0,9.0,0.00279679,1.39839e-05,-1.39839e-05,0.000148835,-0.000148835
9.5,9.0,10.0,0.00262087,1.31043e-05,-1.31043e-05,0.000134892,-0.000134892
11.0,10.0,12.0,0.00221019,1.10509e-05,-1.10509e-05,0.000123692,-0.000123692
13.5,12.0,15.0,0.00150224,7.5112e-06,-7.5112e-06,6.24469e-05,-6.24469e-05
16.5,15.0,18.0,0.000814224,4.88534e-06,-4.88534e-06,5.60042e-05,-5.60042e-05
19.5,18.0,21.0,0.000392589,3.5333e-06,-3.5333e-06,4.64634e-05,-4.64634e-05
22.5,21.0,24.0,0.000156503,2.03454e-06,-2.03454e-06,2.34905e-05,-2.34905e-05
25.5,24.0,27.0,5.57796e-05,1.22715e-06,-1.22715e-06,1.04845e-05,-1.04845e-05
28.5,27.0,30.0,1.75782e-05,7.03129e-07,-7.03129e-07,4.48182e-06,-4.48182e-06
32.0,30.0,34.0,4.4967e-06,3.19266e-07,-3.19266e-07,1.2013e-06,-1.2013e-06

#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00112225,1.57115e-05,-1.57115e-05,8.40263e-05,-8.40263e-05
1.5,1.0,2.0,0.00202703,1.82433e-05,-1.82433e-05,0.00010125,-0.00010125
2.5,2.0,3.0,0.00265267,1.85687e-05,-1.85687e-05,9.5717e-05,-9.5717e-05
3.5,3.0,4.0,0.00304921,1.82953e-05,-1.82953e-05,0.000128502,-0.000128502
4.5,4.0,5.0,0.00323638,1.61819e-05,-1.61819e-05,0.00014933,-0.00014933
5.5,5.0,6.0,0.00322956,1.61478e-05,-1.61478e-05,0.000183943,-0.000183943
6.5,6.0,7.0,0.00301619,1.5081e-05,-1.5081e-05,0.000169981,-0.000169981
7.5,7.0,8.0,0.00276139,1.3807e-05,-1.3807e-05,0.000148089,-0.000148089
8.5,8.0,9.0,0.002485,1.2425e-05,-1.2425e-05,0.000125757,-0.000125757
9.5,9.0,10.0,0.00214896,1.07448e-05,-1.07448e-05,9.40646e-05,-9.40646e-05
11.0,10.0,12.0,0.00166684,8.33422e-06,-8.33422e-06,8.1454e-05,-8.1454e-05
13.5,12.0,15.0,0.00101519,6.09114e-06,-6.09114e-06,6.42383e-05,-6.42383e-05
16.5,15.0,18.0,0.000492446,3.93957e-06,-3.93957e-06,4.19765e-05,-4.19765e-05
19.5,18.0,21.0,0.000223807,2.46188e-06,-2.46188e-06,2.71555e-05,-2.71555e-05
22.5,21.0,24.0,9.15531e-05,1.5564e-06,-1.5564e-06,1.79563e-05,-1.79563e-05
25.5,24.0,27.0,3.14733e-05,8.81251e-07,-8.81251e-07,8.16098e-06,-8.16098e-06
28.5,27.0,30.0,9.9842e-06,5.59116e-07,-5.59116e-07,3.06302e-06,-3.06302e-06
32.0,30.0,34.0,2.183e-06,2.24848e-07,-2.24848e-07,7.16161e-07,-7.16161e-07

