#: table_doi: 10.17182/hepdata.58995.v1/t30
#: name: Table 30
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 11 to 14 GeV.

#: data_file: Table30.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.000503579,1.30931e-05,-1.30931e-05,3.91725e-05,-3.91725e-05
1.5,1.0,2.0,0.000993139,1.68834e-05,-1.68834e-05,5.17195e-05,-5.17195e-05
2.5,2.0,3.0,0.00140139,1.82181e-05,-1.82181e-05,6.43878e-05,-6.43878e-05
3.5,3.0,4.0,0.00177319,1.77319e-05,-1.77319e-05,0.000103439,-0.000103439
4.5,4.0,5.0,0.00204114,1.83702e-05,-1.83702e-05,8.26597e-05,-8.26597e-05
5.5,5.0,6.0,0.00223861,1.79089e-05,-1.79089e-05,0.000103921,-0.000103921
6.5,6.0,7.0,0.0023078,1.84624e-05,-1.84624e-05,0.000120978,-0.000120978
7.5,7.0,8.0,0.00228946,1.60262e-05,-1.60262e-05,0.000127369,-0.000127369
8.5,8.0,9.0,0.00217583,1.52308e-05,-1.52308e-05,0.000115155,-0.000115155
9.5,9.0,10.0,0.00201029,1.4072e-05,-1.4072e-05,0.000114622,-0.000114622
11.0,10.0,12.0,0.0016653,1.16571e-05,-1.16571e-05,8.72496e-05,-8.72496e-05
13.5,12.0,15.0,0.00111809,8.94473e-06,-8.94473e-06,5.04382e-05,-5.04382e-05
16.5,15.0,18.0,0.000600363,6.00363e-06,-6.00363e-06,3.80035e-05,-3.80035e-05
19.5,18.0,21.0,0.000288715,4.04201e-06,-4.04201e-06,2.80544e-05,-2.80544e-05
22.5,21.0,24.0,0.000123502,2.59353e-06,-2.59353e-06,1.6334e-05,-1.6334e-05
25.5,24.0,27.0,4.96299e-05,1.53853e-06,-1.53853e-06,7.2458e-06,-7.2458e-06
28.5,27.0,30.0,1.74932e-05,9.09646e-07,-9.09646e-07,4.36584e-06,-4.36584e-06
32.0,30.0,34.0,5.0636e-06,5.1649e-07,-5.1649e-07,1.21366e-06,-1.21366e-06

#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00113844,2.04918e-05,-2.04918e-05,6.91547e-05,-6.91547e-05
1.5,1.0,2.0,0.00194918,2.33901e-05,-2.33901e-05,0.000101825,-0.000101825
2.5,2.0,3.0,0.00245951,2.45951e-05,-2.45951e-05,0.00010327,-0.00010327
3.5,3.0,4.0,0.00273206,2.45886e-05,-2.45886e-05,9.82024e-05,-9.82024e-05
4.5,4.0,5.0,0.00275989,2.20791e-05,-2.20791e-05,0.000108762,-0.000108762
5.5,5.0,6.0,0.0026366,1.84562e-05,-1.84562e-05,0.000126968,-0.000126968
6.5,6.0,7.0,0.00237799,1.66459e-05,-1.66459e-05,0.000111436,-0.000111436
7.5,7.0,8.0,0.00212376,1.69901e-05,-1.69901e-05,9.76004e-05,-9.76004e-05
8.5,8.0,9.0,0.00184111,1.47289e-05,-1.47289e-05,8.98188e-05,-8.98188e-05
9.5,9.0,10.0,0.00156332,1.25066e-05,-1.25066e-05,7.62671e-05,-7.62671e-05
11.0,10.0,12.0,0.0011706,9.36483e-06,-9.36483e-06,5.50433e-05,-5.50433e-05
13.5,12.0,15.0,0.000689294,6.89294e-06,-6.89294e-06,3.58897e-05,-3.58897e-05
16.5,15.0,18.0,0.00033301,4.32913e-06,-4.32913e-06,2.05011e-05,-2.05011e-05
19.5,18.0,21.0,0.00014911,2.83308e-06,-2.83308e-06,1.60679e-05,-1.60679e-05
22.5,21.0,24.0,6.04496e-05,1.75304e-06,-1.75304e-06,9.12909e-06,-9.12909e-06
25.5,24.0,27.0,2.29933e-05,1.0347e-06,-1.0347e-06,4.46657e-06,-4.46657e-06
28.5,27.0,30.0,9.7383e-06,7.98541e-07,-7.98541e-07,2.78846e-06,-2.78846e-06
32.0,30.0,34.0,3.1737e-06,3.99885e-07,-3.99885e-07,8.06554e-07,-8.06554e-07

