#: table_doi: 10.17182/hepdata.58995.v1/t39
#: name: Table 39
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 8 to 11 GeV.

#: data_file: Table39.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00198943,1.98943e-05,-1.98943e-05,0.000151249,-0.000151249
1.5,1.0,2.0,0.00403893,2.42336e-05,-2.42336e-05,0.0002421,-0.0002421
2.5,2.0,3.0,0.00603798,3.01899e-05,-3.01899e-05,0.00033313,-0.00033313
3.5,3.0,4.0,0.00788889,3.15556e-05,-3.15556e-05,0.000388643,-0.000388643
4.5,4.0,5.0,0.00941598,2.82479e-05,-2.82479e-05,0.000445944,-0.000445944
5.5,5.0,6.0,0.0102266,3.06799e-05,-3.06799e-05,0.00059005,-0.00059005
6.5,6.0,7.0,0.0105869,3.17606e-05,-3.17606e-05,0.000633003,-0.000633003
7.5,7.0,8.0,0.0102841,3.08523e-05,-3.08523e-05,0.000603441,-0.000603441
8.5,8.0,9.0,0.00964629,2.89389e-05,-2.89389e-05,0.000513342,-0.000513342
9.5,9.0,10.0,0.00863522,2.59056e-05,-2.59056e-05,0.000444441,-0.000444441
11.0,10.0,12.0,0.00698186,2.09456e-05,-2.09456e-05,0.000390735,-0.000390735
13.5,12.0,15.0,0.00429349,1.28805e-05,-1.28805e-05,0.000203205,-0.000203205
16.5,15.0,18.0,0.00202326,8.09305e-06,-8.09305e-06,0.000158384,-0.000158384
19.5,18.0,21.0,0.000783169,4.69902e-06,-4.69902e-06,0.00010795,-0.00010795
22.5,21.0,24.0,0.000260192,2.60192e-06,-2.60192e-06,4.93707e-05,-4.93707e-05
25.5,24.0,27.0,7.14305e-05,1.35718e-06,-1.35718e-06,1.4542e-05,-1.4542e-05
28.5,27.0,30.0,1.78404e-05,7.49298e-07,-7.49298e-07,4.54868e-06,-4.54868e-06
32.0,30.0,34.0,3.4692e-06,3.33046e-07,-3.33046e-07,9.2681e-07,-9.2681e-07

#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00367411,2.93929e-05,-2.93929e-05,0.000271039,-0.000271039
1.5,1.0,2.0,0.00706132,3.53066e-05,-3.53066e-05,0.000358114,-0.000358114
2.5,2.0,3.0,0.00937636,3.75055e-05,-3.75055e-05,0.000366279,-0.000366279
3.5,3.0,4.0,0.0108452,3.25356e-05,-3.25356e-05,0.000426149,-0.000426149
4.5,4.0,5.0,0.0114054,3.42161e-05,-3.42161e-05,0.000526257,-0.000526257
5.5,5.0,6.0,0.0112117,3.36351e-05,-3.36351e-05,0.000638575,-0.000638575
6.5,6.0,7.0,0.0105855,3.17566e-05,-3.17566e-05,0.000596558,-0.000596558
7.5,7.0,8.0,0.0095642,2.86926e-05,-2.86926e-05,0.000512912,-0.000512912
8.5,8.0,9.0,0.00841323,2.52397e-05,-2.52397e-05,0.000425763,-0.000425763
9.5,9.0,10.0,0.00714908,2.14473e-05,-2.14473e-05,0.000312931,-0.000312931
11.0,10.0,12.0,0.00534962,1.60489e-05,-1.60489e-05,0.000261421,-0.000261421
13.5,12.0,15.0,0.0030541,9.16231e-06,-9.16231e-06,0.000193255,-0.000193255
16.5,15.0,18.0,0.00131175,6.55874e-06,-6.55874e-06,0.000135428,-0.000135428
19.5,18.0,21.0,0.000491602,3.44122e-06,-3.44122e-06,7.34234e-05,-7.34234e-05
22.5,21.0,24.0,0.000156733,2.03753e-06,-2.03753e-06,3.13239e-05,-3.13239e-05
25.5,24.0,27.0,4.8041e-05,1.10494e-06,-1.10494e-06,1.32624e-05,-1.32624e-05
28.5,27.0,30.0,1.18517e-05,5.80731e-07,-5.80731e-07,3.65873e-06,-3.65873e-06
32.0,30.0,34.0,2.3028e-06,3.10884e-07,-3.10884e-07,7.55481e-07,-7.55481e-07

