#: table_doi: 10.17182/hepdata.58995.v1/t42
#: name: Table 42
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 19 to 24 GeV.

#: data_file: Table42.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,7.43639e-05,4.16438e-06,-4.16438e-06,5.14993e-06,-5.14993e-06
1.5,1.0,2.0,0.000123206,4.68184e-06,-4.68184e-06,9.65814e-06,-9.65814e-06
2.5,2.0,3.0,0.000172033,4.98897e-06,-4.98897e-06,9.4915e-06,-9.4915e-06
3.5,3.0,4.0,0.00021814,5.01723e-06,-5.01723e-06,8.94908e-06,-8.94908e-06
4.5,4.0,5.0,0.000253954,5.07909e-06,-5.07909e-06,1.27155e-05,-1.27155e-05
5.5,5.0,6.0,0.000281409,5.06536e-06,-5.06536e-06,1.91379e-05,-1.91379e-05
6.5,6.0,7.0,0.000302753,5.1468e-06,-5.1468e-06,1.85002e-05,-1.85002e-05
7.5,7.0,8.0,0.000321166,5.13865e-06,-5.13865e-06,1.94272e-05,-1.94272e-05
8.5,8.0,9.0,0.000332076,4.98114e-06,-4.98114e-06,1.76719e-05,-1.76719e-05
9.5,9.0,10.0,0.000324892,4.87338e-06,-4.87338e-06,1.67217e-05,-1.67217e-05
11.0,10.0,12.0,0.000291257,4.0776e-06,-4.0776e-06,1.63e-05,-1.63e-05
13.5,12.0,15.0,0.00022117,3.09638e-06,-3.09638e-06,8.76067e-06,-8.76067e-06
16.5,15.0,18.0,0.000137208,2.33254e-06,-2.33254e-06,7.99114e-06,-7.99114e-06
19.5,18.0,21.0,7.66306e-05,1.68587e-06,-1.68587e-06,8.26297e-06,-8.26297e-06
22.5,21.0,24.0,3.7895e-05,1.13685e-06,-1.13685e-06,5.73618e-06,-5.73618e-06
25.5,24.0,27.0,1.64259e-05,7.06313e-07,-7.06313e-07,2.71037e-06,-2.71037e-06
28.5,27.0,30.0,7.3909e-06,4.8041e-07,-4.8041e-07,1.69358e-06,-1.69358e-06
32.0,30.0,34.0,2.3647e-06,2.62484e-07,-2.62484e-07,6.31739e-07,-6.31739e-07

#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.000163879,6.22741e-06,-6.22741e-06,1.0953e-05,-1.0953e-05
1.5,1.0,2.0,0.00029422,7.64972e-06,-7.64972e-06,1.56103e-05,-1.56103e-05
2.5,2.0,3.0,0.000378755,7.57509e-06,-7.57509e-06,1.33964e-05,-1.33964e-05
3.5,3.0,4.0,0.000420797,7.15355e-06,-7.15355e-06,1.93338e-05,-1.93338e-05
4.5,4.0,5.0,0.000429218,6.86748e-06,-6.86748e-06,1.98046e-05,-1.98046e-05
5.5,5.0,6.0,0.000409517,6.14276e-06,-6.14276e-06,2.33245e-05,-2.33245e-05
6.5,6.0,7.0,0.000381408,5.72113e-06,-5.72113e-06,2.14947e-05,-2.14947e-05
7.5,7.0,8.0,0.000342695,5.14042e-06,-5.14042e-06,1.83781e-05,-1.83781e-05
8.5,8.0,9.0,0.000301796,4.52694e-06,-4.52694e-06,1.52728e-05,-1.52728e-05
9.5,9.0,10.0,0.000259861,4.15777e-06,-4.15777e-06,1.15251e-05,-1.15251e-05
11.0,10.0,12.0,0.000200139,3.20223e-06,-3.20223e-06,9.78023e-06,-9.78023e-06
13.5,12.0,15.0,0.00012341,2.22137e-06,-2.22137e-06,6.29752e-06,-6.29752e-06
16.5,15.0,18.0,6.31488e-05,1.45242e-06,-1.45242e-06,5.92758e-06,-5.92758e-06
19.5,18.0,21.0,2.98832e-05,9.86146e-07,-9.86146e-07,4.20133e-06,-4.20133e-06
22.5,21.0,24.0,1.27406e-05,6.37028e-07,-6.37028e-07,2.45209e-06,-2.45209e-06
25.5,24.0,27.0,5.8054e-06,4.41208e-07,-4.41208e-07,1.52922e-06,-1.52922e-06
28.5,27.0,30.0,2.3822e-06,2.62038e-07,-2.62038e-07,6.52429e-07,-6.52429e-07
32.0,30.0,34.0,-,0,0,0,0

