#: table_doi: 10.17182/hepdata.58995.v1/t84
#: name: Table 84
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 31 to 50 GeV.

#: data_file: Table84.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,31.0-50.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,2.73543e-05,1.26104e-05,-1.26104e-05,5.68602e-06,-5.68602e-06
0.55,0.5,0.6,9.98885e-05,5.38399e-05,-5.38399e-05,1.48476e-05,-1.48476e-05
0.6499999999999999,0.6,0.7,0.000190573,7.26085e-05,-7.26085e-05,2.97124e-05,-2.97124e-05
0.75,0.7,0.8,0.000343009,9.56995e-05,-9.56995e-05,2.72945e-05,-2.72945e-05
0.8500000000000001,0.8,0.9,0.000489798,0.000109225,-0.000109225,4.60598e-05,-4.60598e-05
0.95,0.9,1.0,0.000577164,0.000108507,-0.000108507,4.47625e-05,-4.47625e-05
1.05,1.0,1.1,0.000631496,0.000111143,-0.000111143,5.97679e-05,-5.97679e-05
1.15,1.1,1.2,0.000613213,0.00010302,-0.00010302,8.36648e-05,-8.36648e-05
1.25,1.2,1.3,0.000606929,0.000101357,-0.000101357,0.000112993,-0.000112993
1.35,1.3,1.4,0.000600364,9.72589e-05,-9.72589e-05,5.58951e-05,-5.58951e-05
1.5,1.4,1.6,0.000594714,8.20705e-05,-8.20705e-05,6.54653e-05,-6.54653e-05
1.7000000000000002,1.6,1.8,0.00058137,8.19732e-05,-8.19732e-05,7.80352e-05,-7.80352e-05
1.9,1.8,2.0,0.000438985,6.40918e-05,-6.40918e-05,0.000107225,-0.000107225
2.1,2.0,2.2,0.00037437,5.72785e-05,-5.72785e-05,0.000160635,-0.000160635
2.3,2.2,2.4,0.000292586,4.7399e-05,-4.7399e-05,0.000136044,-0.000136044
2.5,2.4,2.6,0.000224465,3.90569e-05,-3.90569e-05,0.000112843,-0.000112843
2.7,2.6,2.8,0.000186568,3.50748e-05,-3.50748e-05,0.000100659,-0.000100659
2.9,2.8,3.0,0.0001368,2.74969e-05,-2.74969e-05,8.43354e-05,-8.43354e-05
3.15,3.0,3.3,0.000101876,2.23109e-05,-2.23109e-05,6.03864e-05,-6.03864e-05
3.45,3.3,3.6,6.56421e-05,1.687e-05,-1.687e-05,3.9714e-05,-3.9714e-05
3.75,3.6,3.9,4.5057e-05,1.3472e-05,-1.3472e-05,2.68499e-05,-2.68499e-05
3.9000000000000004,3.6,4.2,-,0,0,0,0
4.05,3.9,4.2,2.82308e-05,1.00784e-05,-1.00784e-05,1.63198e-05,-1.63198e-05
4.35,4.2,4.5,2.15671e-05,8.97192e-06,-8.97192e-06,1.29962e-05,-1.29962e-05
4.65,4.5,4.8,1.43993e-05,7.21404e-06,-7.21404e-06,8.56104e-06,-8.56104e-06
4.949999999999999,4.8,5.1,1.26737e-05,7.68028e-06,-7.68028e-06,7.69623e-06,-7.69623e-06
5.25,5.1,5.4,8.1555e-06,5.17056e-06,-5.17056e-06,4.95844e-06,-4.95844e-06
5.7,5.4,6.0,5.0336e-06,3.06891e-06,-3.06891e-06,2.38515e-06,-2.38515e-06
6.5,6.0,7.0,2.7196e-06,2.39864e-06,-2.39864e-06,1.39638e-06,-1.39638e-06

#: PT(C=JET) [GeV],,,31.0-50.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
