#: table_doi: 10.17182/hepdata.58995.v1/t48
#: name: Table 48
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 6 to 8 GeV.

#: data_file: Table48.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,6.0-8.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.0055101,2.75505e-05,-2.75505e-05,0.00042681,-0.00042681
1.5,1.0,2.0,0.0121402,3.64206e-05,-3.64206e-05,0.000756988,-0.000756988
2.5,2.0,3.0,0.0189937,3.79873e-05,-3.79873e-05,0.00108247,-0.00108247
3.5,3.0,4.0,0.0247325,4.9465e-05,-4.9465e-05,0.00132012,-0.00132012
4.5,4.0,5.0,0.0282614,2.82614e-05,-2.82614e-05,0.00160544,-0.00160544
5.5,5.0,6.0,0.0289738,2.89738e-05,-2.89738e-05,0.00193084,-0.00193084
6.5,6.0,7.0,0.0275944,2.75944e-05,-2.75944e-05,0.00193692,-0.00193692
7.5,7.0,8.0,0.0245018,2.45018e-05,-2.45018e-05,0.00145389,-0.00145389
8.5,8.0,9.0,0.0204212,2.04212e-05,-2.04212e-05,0.00118795,-0.00118795
9.5,9.0,10.0,0.016111,1.6111e-05,-1.6111e-05,0.000899914,-0.000899914
11.0,10.0,12.0,0.0104434,2.08867e-05,-2.08867e-05,0.000749089,-0.000749089
13.5,12.0,15.0,0.00412855,8.25711e-06,-8.25711e-06,0.000460162,-0.000460162
16.5,15.0,18.0,0.00095457,3.81828e-06,-3.81828e-06,0.000151807,-0.000151807
19.5,18.0,21.0,0.000156638,1.2531e-06,-1.2531e-06,2.79987e-05,-2.79987e-05
22.5,21.0,24.0,2.02189e-05,4.85255e-07,-4.85255e-07,4.07099e-06,-4.07099e-06
25.5,24.0,27.0,1.4068e-06,1.05511e-07,-1.05511e-07,2.65153e-07,-2.65153e-07

#: PT(C=JET) [GeV],,,6.0-8.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00925678,3.70271e-05,-3.70271e-05,0.000713072,-0.000713072
1.5,1.0,2.0,0.0184108,3.68215e-05,-3.68215e-05,0.00104407,-0.00104407
2.5,2.0,3.0,0.0253383,5.06766e-05,-5.06766e-05,0.00104657,-0.00104657
3.5,3.0,4.0,0.0290405,5.8081e-05,-5.8081e-05,0.00128633,-0.00128633
4.5,4.0,5.0,0.0299634,2.99634e-05,-2.99634e-05,0.00168729,-0.00168729
5.5,5.0,6.0,0.0283212,2.83212e-05,-2.83212e-05,0.00172527,-0.00172527
6.5,6.0,7.0,0.0251853,2.51853e-05,-2.51853e-05,0.00156959,-0.00156959
7.5,7.0,8.0,0.0210427,2.10427e-05,-2.10427e-05,0.00119333,-0.00119333
8.5,8.0,9.0,0.0168735,1.68735e-05,-1.68735e-05,0.000905529,-0.000905529
9.5,9.0,10.0,0.0127663,2.55325e-05,-2.55325e-05,0.00068926,-0.00068926
11.0,10.0,12.0,0.00797975,1.59595e-05,-1.59595e-05,0.00053363,-0.00053363
13.5,12.0,15.0,0.00305326,9.15977e-06,-9.15977e-06,0.000347884,-0.000347884
16.5,15.0,18.0,0.000716343,3.58172e-06,-3.58172e-06,0.000121778,-0.000121778
19.5,18.0,21.0,0.000125074,1.25074e-06,-1.25074e-06,2.25907e-05,-2.25907e-05
22.5,21.0,24.0,1.52527e-05,4.42327e-07,-4.42327e-07,3.38719e-06,-3.38719e-06
25.5,24.0,27.0,1.5396e-06,1.30869e-07,-1.30869e-07,3.85062e-07,-3.85062e-07

