#: table_doi: 10.17182/hepdata.58995.v1/t50
#: name: Table 50
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 11 to 14 GeV.

#: data_file: Table50.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.000560291,9.52495e-06,-9.52495e-06,4.12186e-05,-4.12186e-05
1.5,1.0,2.0,0.00113485,1.13485e-05,-1.13485e-05,7.07622e-05,-7.07622e-05
2.5,2.0,3.0,0.00181449,1.27014e-05,-1.27014e-05,0.000113706,-0.000113706
3.5,3.0,4.0,0.00248166,1.24083e-05,-1.24083e-05,0.000148817,-0.000148817
4.5,4.0,5.0,0.00307891,1.53946e-05,-1.53946e-05,0.00018867,-0.00018867
5.5,5.0,6.0,0.00356584,1.42633e-05,-1.42633e-05,0.000246456,-0.000246456
6.5,6.0,7.0,0.0038623,1.54492e-05,-1.54492e-05,0.000276984,-0.000276984
7.5,7.0,8.0,0.00397721,1.19316e-05,-1.19316e-05,0.000236,-0.000236
8.5,8.0,9.0,0.00392153,1.17646e-05,-1.17646e-05,0.000228124,-0.000228124
9.5,9.0,10.0,0.00371647,1.11494e-05,-1.11494e-05,0.000202232,-0.000202232
11.0,10.0,12.0,0.00319292,9.57877e-06,-9.57877e-06,0.000173743,-0.000173743
13.5,12.0,15.0,0.00216222,6.48665e-06,-6.48665e-06,0.000105728,-0.000105728
16.5,15.0,18.0,0.00109764,4.39057e-06,-4.39057e-06,9.36541e-05,-9.36541e-05
19.5,18.0,21.0,0.000460694,2.76416e-06,-2.76416e-06,6.52496e-05,-6.52496e-05
22.5,21.0,24.0,0.000155228,1.70751e-06,-1.70751e-06,3.09092e-05,-3.09092e-05
25.5,24.0,27.0,4.44239e-05,8.88478e-07,-8.88478e-07,8.37293e-06,-8.37293e-06
28.5,27.0,30.0,9.6703e-06,4.15823e-07,-4.15823e-07,2.69255e-06,-2.69255e-06
32.0,30.0,34.0,1.5693e-06,1.82038e-07,-1.82038e-07,5.14828e-07,-5.14828e-07

#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00115604,1.38725e-05,-1.38725e-05,8.90529e-05,-8.90529e-05
1.5,1.0,2.0,0.00223329,1.5633e-05,-1.5633e-05,0.000117327,-0.000117327
2.5,2.0,3.0,0.00309985,1.54992e-05,-1.54992e-05,0.000138421,-0.000138421
3.5,3.0,4.0,0.00378773,1.51509e-05,-1.51509e-05,0.000184591,-0.000184591
4.5,4.0,5.0,0.00419888,1.67955e-05,-1.67955e-05,0.000236446,-0.000236446
5.5,5.0,6.0,0.00428359,1.28508e-05,-1.28508e-05,0.000260948,-0.000260948
6.5,6.0,7.0,0.00417779,1.25334e-05,-1.25334e-05,0.000260367,-0.000260367
7.5,7.0,8.0,0.00392937,1.17881e-05,-1.17881e-05,0.000222834,-0.000222834
8.5,8.0,9.0,0.00361243,1.08373e-05,-1.08373e-05,0.000193863,-0.000193863
9.5,9.0,10.0,0.00315045,9.45135e-06,-9.45135e-06,0.000155971,-0.000155971
11.0,10.0,12.0,0.00246351,7.39053e-06,-7.39053e-06,0.000117837,-0.000117837
13.5,12.0,15.0,0.00149787,5.99149e-06,-5.99149e-06,9.4104e-05,-9.4104e-05
16.5,15.0,18.0,0.000696924,3.48462e-06,-3.48462e-06,7.50092e-05,-7.50092e-05
19.5,18.0,21.0,0.000279909,2.23927e-06,-2.23927e-06,3.9314e-05,-3.9314e-05
22.5,21.0,24.0,9.28318e-05,1.20681e-06,-1.20681e-06,2.03664e-05,-2.03664e-05
25.5,24.0,27.0,2.452e-05,6.13e-07,-6.13e-07,6.13245e-06,-6.13245e-06
28.5,27.0,30.0,6.3098e-06,3.59656e-07,-3.59656e-07,1.83664e-06,-1.83664e-06
32.0,30.0,34.0,-,0,0,0,0

