#: table_doi: 10.17182/hepdata.58995.v1/t60
#: name: Table 60
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=1.0 and jet PT in the range 11 to 14 GeV.

#: data_file: Table60.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.000623236,8.72531e-06,-8.72531e-06,4.93263e-05,-4.93263e-05
1.5,1.0,2.0,0.00136423,1.09138e-05,-1.09138e-05,0.000100657,-0.000100657
2.5,2.0,3.0,0.00224371,1.12185e-05,-1.12185e-05,0.000140227,-0.000140227
3.5,3.0,4.0,0.00322051,1.2882e-05,-1.2882e-05,0.000212432,-0.000212432
4.5,4.0,5.0,0.00416994,1.25098e-05,-1.25098e-05,0.000325549,-0.000325549
5.5,5.0,6.0,0.00495402,1.48621e-05,-1.48621e-05,0.000421267,-0.000421267
6.5,6.0,7.0,0.0054725,1.64175e-05,-1.64175e-05,0.000437937,-0.000437937
7.5,7.0,8.0,0.00567287,1.13457e-05,-1.13457e-05,0.000425239,-0.000425239
8.5,8.0,9.0,0.0056369,1.12738e-05,-1.12738e-05,0.000377125,-0.000377125
9.5,9.0,10.0,0.00529565,1.05913e-05,-1.05913e-05,0.000365822,-0.000365822
11.0,10.0,12.0,0.00441153,8.82306e-06,-8.82306e-06,0.00028861,-0.00028861
13.5,12.0,15.0,0.00275077,8.2523e-06,-8.2523e-06,0.000190102,-0.000190102
16.5,15.0,18.0,0.00118523,4.74092e-06,-4.74092e-06,0.000128104,-0.000128104
19.5,18.0,21.0,0.000376108,2.25665e-06,-2.25665e-06,6.55292e-05,-6.55292e-05
22.5,21.0,24.0,8.85544e-05,9.74098e-07,-9.74098e-07,1.69336e-05,-1.69336e-05
25.5,24.0,27.0,1.58622e-05,3.96554e-07,-3.96554e-07,3.88772e-06,-3.88772e-06
28.5,27.0,30.0,2.4962e-06,1.97199e-07,-1.97199e-07,7.79702e-07,-7.79702e-07

#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00125521,1.25521e-05,-1.25521e-05,0.000105318,-0.000105318
1.5,1.0,2.0,0.00261521,1.56913e-05,-1.56913e-05,0.000154519,-0.000154519
2.5,2.0,3.0,0.00386879,1.54752e-05,-1.54752e-05,0.000205593,-0.000205593
3.5,3.0,4.0,0.00494409,1.48323e-05,-1.48323e-05,0.000281075,-0.000281075
4.5,4.0,5.0,0.0056378,1.69134e-05,-1.69134e-05,0.000368058,-0.000368058
5.5,5.0,6.0,0.00589983,1.76995e-05,-1.76995e-05,0.000425729,-0.000425729
6.5,6.0,7.0,0.00587831,1.17566e-05,-1.17566e-05,0.000423931,-0.000423931
7.5,7.0,8.0,0.00557833,1.11567e-05,-1.11567e-05,0.000360483,-0.000360483
8.5,8.0,9.0,0.00508191,1.01638e-05,-1.01638e-05,0.000294049,-0.000294049
9.5,9.0,10.0,0.00441838,8.83676e-06,-8.83676e-06,0.000280698,-0.000280698
11.0,10.0,12.0,0.00338266,6.76532e-06,-6.76532e-06,0.000203072,-0.000203072
13.5,12.0,15.0,0.00188991,5.66973e-06,-5.66973e-06,0.000151287,-0.000151287
16.5,15.0,18.0,0.000759423,3.03769e-06,-3.03769e-06,9.23909e-05,-9.23909e-05
19.5,18.0,21.0,0.000238483,1.66938e-06,-1.66938e-06,4.80448e-05,-4.80448e-05
22.5,21.0,24.0,5.75948e-05,8.06328e-07,-8.06328e-07,1.44045e-05,-1.44045e-05
25.5,24.0,27.0,1.11945e-05,3.13446e-07,-3.13446e-07,2.65492e-06,-2.65492e-06
28.5,27.0,30.0,2.4434e-06,2.93203e-07,-2.93203e-07,7.17926e-07,-7.17926e-07

