#: table_doi: 10.17182/hepdata.58995.v1/t51
#: name: Table 51
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 14 to 19 GeV.

#: data_file: Table51.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.000255872,6.65266e-06,-6.65266e-06,1.98197e-05,-1.98197e-05
1.5,1.0,2.0,0.000489069,7.8251e-06,-7.8251e-06,3.08811e-05,-3.08811e-05
2.5,2.0,3.0,0.000732659,8.79191e-06,-8.79191e-06,3.8379e-05,-3.8379e-05
3.5,3.0,4.0,0.000974278,8.7685e-06,-8.7685e-06,5.40702e-05,-5.40702e-05
4.5,4.0,5.0,0.0011948,9.55839e-06,-9.55839e-06,7.9353e-05,-7.9353e-05
5.5,5.0,6.0,0.00142203,9.9542e-06,-9.9542e-06,0.000101673,-0.000101673
6.5,6.0,7.0,0.00156216,9.37298e-06,-9.37298e-06,0.000111408,-0.000111408
7.5,7.0,8.0,0.00165428,9.92569e-06,-9.92569e-06,9.81618e-05,-9.81618e-05
8.5,8.0,9.0,0.00168285,8.41426e-06,-8.41426e-06,9.78951e-05,-9.78951e-05
9.5,9.0,10.0,0.00164338,8.21692e-06,-8.21692e-06,8.94248e-05,-8.94248e-05
11.0,10.0,12.0,0.0014864,7.43201e-06,-7.43201e-06,8.08827e-05,-8.08827e-05
13.5,12.0,15.0,0.00111828,5.59138e-06,-5.59138e-06,5.28319e-05,-5.28319e-05
16.5,15.0,18.0,0.000668743,4.01246e-06,-4.01246e-06,5.00441e-05,-5.00441e-05
19.5,18.0,21.0,0.000339173,2.71338e-06,-2.71338e-06,4.22743e-05,-4.22743e-05
22.5,21.0,24.0,0.00014486,1.73832e-06,-1.73832e-06,2.47859e-05,-2.47859e-05
25.5,24.0,27.0,5.57222e-05,1.11444e-06,-1.11444e-06,1.03259e-05,-1.03259e-05
28.5,27.0,30.0,1.67057e-05,5.67994e-07,-5.67994e-07,4.65145e-06,-4.65145e-06
32.0,30.0,34.0,3.172e-06,2.31553e-07,-2.31553e-07,1.0406e-06,-1.0406e-06

#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.000540729,9.73313e-06,-9.73313e-06,4.07489e-05,-4.07489e-05
1.5,1.0,2.0,0.00104879,1.15367e-05,-1.15367e-05,5.72434e-05,-5.72434e-05
2.5,2.0,3.0,0.00141802,1.27622e-05,-1.27622e-05,5.62582e-05,-5.62582e-05
3.5,3.0,4.0,0.00170003,1.19002e-05,-1.19002e-05,7.94845e-05,-7.94845e-05
4.5,4.0,5.0,0.00185832,1.11499e-05,-1.11499e-05,0.000104645,-0.000104645
5.5,5.0,6.0,0.00189083,1.1345e-05,-1.1345e-05,0.000115186,-0.000115186
6.5,6.0,7.0,0.00184147,9.20736e-06,-9.20736e-06,0.000114764,-0.000114764
7.5,7.0,8.0,0.00175086,8.75432e-06,-8.75432e-06,9.92911e-05,-9.92911e-05
8.5,8.0,9.0,0.00161454,8.07269e-06,-8.07269e-06,8.66452e-05,-8.66452e-05
9.5,9.0,10.0,0.00142471,7.12356e-06,-7.12356e-06,7.0534e-05,-7.0534e-05
11.0,10.0,12.0,0.00114451,5.72254e-06,-5.72254e-06,5.47453e-05,-5.47453e-05
13.5,12.0,15.0,0.000741454,4.44873e-06,-4.44873e-06,4.48993e-05,-4.48993e-05
16.5,15.0,18.0,0.000393682,3.14946e-06,-3.14946e-06,3.91333e-05,-3.91333e-05
19.5,18.0,21.0,0.000187582,2.0634e-06,-2.0634e-06,2.36525e-05,-2.36525e-05
22.5,21.0,24.0,7.70355e-05,1.3096e-06,-1.3096e-06,1.5415e-05,-1.5415e-05
25.5,24.0,27.0,2.86918e-05,7.45987e-07,-7.45987e-07,6.84707e-06,-6.84707e-06
28.5,27.0,30.0,1.00351e-05,4.81684e-07,-4.81684e-07,2.92101e-06,-2.92101e-06
32.0,30.0,34.0,2.437e-06,2.77783e-07,-2.77783e-07,7.99392e-07,-7.99392e-07

