#: table_doi: 10.17182/hepdata.58995.v1/t148
#: name: Table 148
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 6 to 8 GeV.

#: data_file: Table148.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,6.0-8.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0111136,5.55682e-05,-5.55682e-05,0.00099422,-0.00099422
0.75,0.5,1.0,0.0158868,6.35472e-05,-6.35472e-05,0.00112606,-0.00112606
1.5,1.0,2.0,0.0168543,3.37087e-05,-3.37087e-05,0.000917904,-0.000917904
2.5,2.0,3.0,0.021638,4.3276e-05,-4.3276e-05,0.00115819,-0.00115819
3.5,3.0,4.0,0.0247795,4.95591e-05,-4.95591e-05,0.00169427,-0.00169427
4.5,4.0,5.0,0.0261422,5.22845e-05,-5.22845e-05,0.00188641,-0.00188641
5.5,5.0,6.0,0.025955,2.5955e-05,-2.5955e-05,0.00190075,-0.00190075
6.5,6.0,7.0,0.0241398,2.41398e-05,-2.41398e-05,0.00166179,-0.00166179
7.5,7.0,8.0,0.0214773,2.14773e-05,-2.14773e-05,0.00139982,-0.00139982
8.5,8.0,9.0,0.0180154,1.80154e-05,-1.80154e-05,0.00113067,-0.00113067
9.5,9.0,10.0,0.0145,2.90001e-05,-2.90001e-05,0.00101976,-0.00101976
11.0,10.0,12.0,0.00975701,1.9514e-05,-1.9514e-05,0.00078857,-0.00078857
13.5,12.0,15.0,0.00426569,8.53137e-06,-8.53137e-06,0.000488156,-0.000488156
16.5,15.0,18.0,0.00117731,4.70922e-06,-4.70922e-06,0.000182748,-0.000182748
19.5,18.0,21.0,0.000247994,1.48796e-06,-1.48796e-06,4.38017e-05,-4.38017e-05
22.5,21.0,24.0,4.44639e-05,7.11423e-07,-7.11423e-07,8.38778e-06,-8.38778e-06
25.5,24.0,27.0,6.5324e-06,2.22103e-07,-2.22103e-07,1.30708e-06,-1.30708e-06

#: PT(C=JET) [GeV],,,6.0-8.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0188247,7.52987e-05,-7.52987e-05,0.00151384,-0.00151384
0.75,0.5,1.0,0.0258071,7.74212e-05,-7.74212e-05,0.00149814,-0.00149814
1.5,1.0,2.0,0.0244323,4.88647e-05,-4.88647e-05,0.00101769,-0.00101769
2.5,2.0,3.0,0.027679,5.53581e-05,-5.53581e-05,0.00130972,-0.00130972
3.5,3.0,4.0,0.0281684,5.63369e-05,-5.63369e-05,0.00159743,-0.00159743
4.5,4.0,5.0,0.0267984,2.67984e-05,-2.67984e-05,0.00173032,-0.00173032
5.5,5.0,6.0,0.0242311,2.42311e-05,-2.42311e-05,0.00152194,-0.00152194
6.5,6.0,7.0,0.020953,2.0953e-05,-2.0953e-05,0.00133591,-0.00133591
7.5,7.0,8.0,0.0174295,1.74295e-05,-1.74295e-05,0.00104693,-0.00104693
8.5,8.0,9.0,0.0139976,2.79952e-05,-2.79952e-05,0.000779355,-0.000779355
9.5,9.0,10.0,0.0108061,2.16123e-05,-2.16123e-05,0.000662972,-0.000662972
11.0,10.0,12.0,0.00715801,1.4316e-05,-1.4316e-05,0.000495094,-0.000495094
13.5,12.0,15.0,0.00308649,6.17298e-06,-6.17298e-06,0.000353413,-0.000353413
16.5,15.0,18.0,0.000870029,3.48012e-06,-3.48012e-06,0.000128435,-0.000128435
19.5,18.0,21.0,0.000201567,1.61254e-06,-1.61254e-06,3.57468e-05,-3.57468e-05
22.5,21.0,24.0,3.8941e-05,5.84115e-07,-5.84115e-07,7.7114e-06,-7.7114e-06
25.5,24.0,27.0,7.992e-06,3.51646e-07,-3.51646e-07,1.83096e-06,-1.83096e-06

