#: table_doi: 10.17182/hepdata.58995.v1/t23
#: name: Table 23
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 24 to 31 GeV.

#: data_file: Table23.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,3.78424e-05,5.26009e-06,-5.26009e-06,2.13265e-06,-2.13265e-06
1.5,1.0,2.0,6.26153e-05,6.32415e-06,-6.32415e-06,2.42265e-06,-2.42265e-06
2.5,2.0,3.0,7.101e-05,5.82282e-06,-5.82282e-06,5.98088e-06,-5.98088e-06
3.5,3.0,4.0,7.92338e-05,5.54636e-06,-5.54636e-06,3.04406e-06,-3.04406e-06
4.5,4.0,5.0,0.000108175,6.38233e-06,-6.38233e-06,9.42986e-06,-9.42986e-06
5.5,5.0,6.0,0.00012566,6.53434e-06,-6.53434e-06,4.49752e-06,-4.49752e-06
6.5,6.0,7.0,0.000130192,6.37939e-06,-6.37939e-06,7.36706e-06,-7.36706e-06
7.5,7.0,8.0,0.000127697,5.87408e-06,-5.87408e-06,6.86604e-06,-6.86604e-06
8.5,8.0,9.0,0.000133505,6.00772e-06,-6.00772e-06,8.39915e-06,-8.39915e-06
9.5,9.0,10.0,0.000135944,5.98152e-06,-5.98152e-06,7.32962e-06,-7.32962e-06
11.0,10.0,12.0,0.000130371,5.21482e-06,-5.21482e-06,5.73482e-06,-5.73482e-06
13.5,12.0,15.0,0.000112561,4.27733e-06,-4.27733e-06,4.37689e-06,-4.37689e-06
16.5,15.0,18.0,8.46119e-05,3.63831e-06,-3.63831e-06,3.25068e-06,-3.25068e-06
19.5,18.0,21.0,5.24088e-05,2.83007e-06,-2.83007e-06,4.52145e-06,-4.52145e-06
22.5,21.0,24.0,2.48349e-05,1.86262e-06,-1.86262e-06,4.11413e-06,-4.11413e-06
25.5,24.0,27.0,1.14322e-05,1.26898e-06,-1.26898e-06,1.46778e-06,-1.46778e-06
28.5,27.0,30.0,4.988e-06,7.98072e-07,-7.98072e-07,8.56592e-07,-8.56592e-07

#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,9.57882e-05,8.52515e-06,-8.52515e-06,4.08309e-06,-4.08309e-06
1.5,1.0,2.0,0.000141111,9.45444e-06,-9.45444e-06,5.71978e-06,-5.71978e-06
2.5,2.0,3.0,0.000181415,9.97784e-06,-9.97784e-06,7.89104e-06,-7.89104e-06
3.5,3.0,4.0,0.000211163,9.92465e-06,-9.92465e-06,7.46872e-06,-7.46872e-06
4.5,4.0,5.0,0.000198237,8.72241e-06,-8.72241e-06,9.69335e-06,-9.69335e-06
5.5,5.0,6.0,0.000191846,8.05752e-06,-8.05752e-06,8.17542e-06,-8.17542e-06
6.5,6.0,7.0,0.000191953,7.87005e-06,-7.87005e-06,6.65774e-06,-6.65774e-06
7.5,7.0,8.0,0.000186981,7.66624e-06,-7.66624e-06,7.4699e-06,-7.4699e-06
8.5,8.0,9.0,0.000155685,6.69444e-06,-6.69444e-06,1.04425e-05,-1.04425e-05
9.5,9.0,10.0,0.000124408,5.59835e-06,-5.59835e-06,5.48947e-06,-5.48947e-06
11.0,10.0,12.0,9.29277e-05,4.3676e-06,-4.3676e-06,4.2085e-06,-4.2085e-06
13.5,12.0,15.0,5.41948e-05,2.98071e-06,-2.98071e-06,4.39613e-06,-4.39613e-06
16.5,15.0,18.0,2.26295e-05,1.74247e-06,-1.74247e-06,2.1285e-06,-2.1285e-06
19.5,18.0,21.0,1.12259e-05,1.24608e-06,-1.24608e-06,1.01401e-06,-1.01401e-06
22.5,21.0,24.0,5.4796e-06,9.26054e-07,-9.26054e-07,6.37286e-07,-6.37286e-07
25.5,24.0,27.0,-,0,0,0,0
28.5,27.0,30.0,-,0,0,0,0

