#: table_doi: 10.17182/hepdata.58995.v1/t128
#: name: Table 128
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 6 to 8 GeV.

#: data_file: Table128.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,6.0-8.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00921524,8.29372e-05,-8.29372e-05,0.000598282,-0.000598282
0.75,0.5,1.0,0.0116844,8.17907e-05,-8.17907e-05,0.000669587,-0.000669587
1.5,1.0,2.0,0.011596,5.798e-05,-5.798e-05,0.000567256,-0.000567256
2.5,2.0,3.0,0.0139906,5.59622e-05,-5.59622e-05,0.000543295,-0.000543295
3.5,3.0,4.0,0.0154669,4.64006e-05,-4.64006e-05,0.000681772,-0.000681772
4.5,4.0,5.0,0.0162702,4.88105e-05,-4.88105e-05,0.000758091,-0.000758091
5.5,5.0,6.0,0.0164483,4.93449e-05,-4.93449e-05,0.000753576,-0.000753576
6.5,6.0,7.0,0.0160859,4.82576e-05,-4.82576e-05,0.000764544,-0.000764544
7.5,7.0,8.0,0.0151696,4.55089e-05,-4.55089e-05,0.000784285,-0.000784285
8.5,8.0,9.0,0.0137797,4.13391e-05,-4.13391e-05,0.000624815,-0.000624815
9.5,9.0,10.0,0.0122457,3.67372e-05,-3.67372e-05,0.000534481,-0.000534481
11.0,10.0,12.0,0.00990643,2.97193e-05,-2.97193e-05,0.000448752,-0.000448752
13.5,12.0,15.0,0.00652924,1.95877e-05,-1.95877e-05,0.000291631,-0.000291631
16.5,15.0,18.0,0.00350383,1.40153e-05,-1.40153e-05,0.000203916,-0.000203916
19.5,18.0,21.0,0.00169808,8.49042e-06,-8.49042e-06,0.000147606,-0.000147606
22.5,21.0,24.0,0.000771122,6.16897e-06,-6.16897e-06,9.07732e-05,-9.07732e-05
25.5,24.0,27.0,0.000320835,3.85001e-06,-3.85001e-06,4.87679e-05,-4.87679e-05
28.5,27.0,30.0,0.000119499,2.15098e-06,-2.15098e-06,2.0313e-05,-2.0313e-05
31.5,30.0,33.0,4.16573e-05,1.24972e-06,-1.24972e-06,7.51899e-06,-7.51899e-06
34.5,33.0,36.0,1.2135e-05,7.40234e-07,-7.40234e-07,2.89184e-06,-2.89184e-06
37.5,36.0,39.0,4.3555e-06,5.18301e-07,-5.18301e-07,1.02262e-06,-1.02262e-06

#: PT(C=JET) [GeV],,,6.0-8.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0162532,0.000113773,-0.000113773,0.0011614,-0.0011614
0.75,0.5,1.0,0.0199999,9.99993e-05,-9.99993e-05,0.00104823,-0.00104823
1.5,1.0,2.0,0.0179394,7.17576e-05,-7.17576e-05,0.000596873,-0.000596873
2.5,2.0,3.0,0.0192036,5.76108e-05,-5.76108e-05,0.000651509,-0.000651509
3.5,3.0,4.0,0.0193528,5.80584e-05,-5.80584e-05,0.000769989,-0.000769989
4.5,4.0,5.0,0.0182583,5.47748e-05,-5.47748e-05,0.000756342,-0.000756342
5.5,5.0,6.0,0.016754,5.02619e-05,-5.02619e-05,0.000787794,-0.000787794
6.5,6.0,7.0,0.0151297,4.5389e-05,-4.5389e-05,0.000627288,-0.000627288
7.5,7.0,8.0,0.0132928,3.98784e-05,-3.98784e-05,0.000530381,-0.000530381
8.5,8.0,9.0,0.0114942,3.44827e-05,-3.44827e-05,0.000476561,-0.000476561
9.5,9.0,10.0,0.00976888,2.93066e-05,-2.93066e-05,0.000395006,-0.000395006
11.0,10.0,12.0,0.00745451,2.23635e-05,-2.23635e-05,0.000332708,-0.000332708
13.5,12.0,15.0,0.00452539,1.81016e-05,-1.81016e-05,0.000216084,-0.000216084
16.5,15.0,18.0,0.0022841,1.14205e-05,-1.14205e-05,0.000147302,-0.000147302
19.5,18.0,21.0,0.00108239,7.5767e-06,-7.5767e-06,0.000104337,-0.000104337
22.5,21.0,24.0,0.000485613,4.85613e-06,-4.85613e-06,6.5836e-05,-6.5836e-05
25.5,24.0,27.0,0.000207626,2.90677e-06,-2.90677e-06,3.25748e-05,-3.25748e-05
28.5,27.0,30.0,8.34281e-05,1.91885e-06,-1.91885e-06,1.46696e-05,-1.46696e-05
31.5,30.0,33.0,3.07053e-05,1.1361e-06,-1.1361e-06,7.26036e-06,-7.26036e-06
34.5,33.0,36.0,1.22775e-05,8.47146e-07,-8.47146e-07,3.22856e-06,-3.22856e-06
37.5,36.0,39.0,3.44e-06,3.9514e-07,-3.9514e-07,8.29714e-07,-8.29714e-07

