#: table_doi: 10.17182/hepdata.58995.v1/t89
#: name: Table 89
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 8 to 11 GeV.

#: data_file: Table89.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00368311,4.05142e-05,-4.05142e-05,0.000439186,-0.000439186
0.55,0.5,0.6,0.0147637,0.000162401,-0.000162401,0.00103683,-0.00103683
0.6499999999999999,0.6,0.7,0.0370987,0.000222592,-0.000222592,0.00166076,-0.00166076
0.75,0.7,0.8,0.0793862,0.000317545,-0.000317545,0.00357767,-0.00357767
0.8500000000000001,0.8,0.9,0.134739,0.000404217,-0.000404217,0.00512717,-0.00512717
0.95,0.9,1.0,0.177437,0.00053231,-0.00053231,0.00691776,-0.00691776
1.05,1.0,1.1,0.18414,0.000368279,-0.000368279,0.00580843,-0.00580843
1.15,1.1,1.2,0.156168,0.000468504,-0.000468504,0.00528439,-0.00528439
1.25,1.2,1.3,0.116108,0.000348323,-0.000348323,0.00488343,-0.00488343
1.35,1.3,1.4,0.0792149,0.000237645,-0.000237645,0.00363268,-0.00363268
1.5,1.4,1.6,0.0427709,0.000171084,-0.000171084,0.0019185,-0.0019185
1.7000000000000002,1.6,1.8,0.0179082,8.95411e-05,-8.95411e-05,0.00130374,-0.00130374
1.9,1.8,2.0,0.00798824,6.39059e-05,-6.39059e-05,0.00133714,-0.00133714
2.1,2.0,2.2,0.00385299,4.23828e-05,-4.23828e-05,0.000995838,-0.000995838
2.3,2.2,2.4,0.00211678,3.38685e-05,-3.38685e-05,0.000539393,-0.000539393
2.5,2.4,2.6,0.001161,2.4381e-05,-2.4381e-05,0.000300596,-0.000300596
2.7,2.6,2.8,0.000723685,1.95395e-05,-1.95395e-05,0.000186159,-0.000186159
2.9,2.8,3.0,0.000495908,1.73568e-05,-1.73568e-05,0.000148679,-0.000148679
3.15,3.0,3.3,0.000251873,9.57117e-06,-9.57117e-06,7.94602e-05,-7.94602e-05
3.45,3.3,3.6,0.000144843,7.24217e-06,-7.24217e-06,4.32648e-05,-4.32648e-05
3.75,3.6,3.9,0.000115885,7.18487e-06,-7.18487e-06,3.56674e-05,-3.56674e-05
4.05,3.9,4.2,5.2291e-05,4.34015e-06,-4.34015e-06,1.6045e-05,-1.6045e-05
4.35,4.2,4.5,4.27193e-05,4.18649e-06,-4.18649e-06,1.35962e-05,-1.35962e-05
4.65,4.5,4.8,3.3296e-05,3.96222e-06,-3.96222e-06,9.77281e-06,-9.77281e-06
4.949999999999999,4.8,5.1,2.08647e-05,3.10884e-06,-3.10884e-06,6.24137e-06,-6.24137e-06
5.25,5.1,5.4,8.0832e-06,1.80256e-06,-1.80256e-06,1.68494e-06,-1.68494e-06
5.550000000000001,5.4,5.7,6.4322e-06,1.23498e-06,-1.23498e-06,2.11016e-06,-2.11016e-06
5.7,5.4,6.0,-,0,0,0,0
6.35,5.7,7.0,4.7795e-06,7.64034e-07,-7.64034e-07,1.14662e-06,-1.14662e-06
6.5,6.0,7.0,-,0,0,0,0
7.5,7.0,8.0,3.2081e-06,6.83329e-07,-6.83329e-07,8.95898e-07,-8.95898e-07
8.5,8.0,9.0,2.1797e-06,5.64554e-07,-5.64554e-07,7.15096e-07,-7.15096e-07

#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0069178,5.53424e-05,-5.53424e-05,0.000820977,-0.000820977
0.55,0.5,0.6,0.0293198,0.000234559,-0.000234559,0.0014,-0.0014
0.6499999999999999,0.6,0.7,0.0629873,0.000314937,-0.000314937,0.00255778,-0.00255778
0.75,0.7,0.8,0.113516,0.000454065,-0.000454065,0.00444892,-0.00444892
0.8500000000000001,0.8,0.9,0.161861,0.000485584,-0.000485584,0.00554124,-0.00554124
0.95,0.9,1.0,0.185417,0.00055625,-0.00055625,0.0059996,-0.0059996
1.05,1.0,1.1,0.171286,0.000342572,-0.000342572,0.00540298,-0.00540298
1.15,1.1,1.2,0.13415,0.00040245,-0.00040245,0.00545085,-0.00545085
1.25,1.2,1.3,0.0931708,0.000279512,-0.000279512,0.00499399,-0.00499399
1.35,1.3,1.4,0.0602681,0.000241072,-0.000241072,0.00421834,-0.00421834
1.5,1.4,1.6,0.0306697,0.000122679,-0.000122679,0.00240791,-0.00240791
1.7000000000000002,1.6,1.8,0.0120659,7.23956e-05,-7.23956e-05,0.00123951,-0.00123951
1.9,1.8,2.0,0.00528151,5.28151e-05,-5.28151e-05,0.000839677,-0.000839677
2.1,2.0,2.2,0.00258634,3.62088e-05,-3.62088e-05,0.000676396,-0.000676396
2.3,2.2,2.4,0.0012593,2.51859e-05,-2.51859e-05,0.000352162,-0.000352162
2.5,2.4,2.6,0.000735488,1.98582e-05,-1.98582e-05,0.000203589,-0.000203589
2.7,2.6,2.8,0.000442141,1.54749e-05,-1.54749e-05,0.000113605,-0.000113605
2.9,2.8,3.0,0.000260607,1.19879e-05,-1.19879e-05,7.67119e-05,-7.67119e-05
3.15,3.0,3.3,0.000182674,9.31637e-06,-9.31637e-06,5.52648e-05,-5.52648e-05
3.45,3.3,3.6,0.000107401,7.51807e-06,-7.51807e-06,3.20354e-05,-3.20354e-05
3.75,3.6,3.9,5.46628e-05,4.91965e-06,-4.91965e-06,1.61053e-05,-1.61053e-05
4.05,3.9,4.2,3.23176e-05,3.55494e-06,-3.55494e-06,6.87492e-06,-6.87492e-06
4.35,4.2,4.5,2.10695e-05,3.20256e-06,-3.20256e-06,6.63104e-06,-6.63104e-06
4.65,4.5,4.8,2.08067e-05,3.82843e-06,-3.82843e-06,5.16203e-06,-5.16203e-06
4.949999999999999,4.8,5.1,1.05075e-05,1.95439e-06,-1.95439e-06,3.14549e-06,-3.14549e-06
5.25,5.1,5.4,8.4529e-06,2.51896e-06,-2.51896e-06,2.72101e-06,-2.72101e-06
5.550000000000001,5.4,5.7,-,0,0,0,0
5.7,5.4,6.0,3.229e-06,8.83728e-07,-8.83728e-07,7.93408e-07,-7.93408e-07
6.35,5.7,7.0,-,0,0,0,0
6.5,6.0,7.0,3.0086e-06,7.31083e-07,-7.31083e-07,8.81008e-07,-8.81008e-07
7.5,7.0,8.0,-,0,0,0,0
8.5,8.0,9.0,-,0,0,0,0

