#: table_doi: 10.17182/hepdata.58995.v1/t114
#: name: Table 114
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=1.0 and jet PT in the range 31 to 50 GeV.

#: data_file: Table114.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,31.0-50.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,2.29544e-05,8.05701e-06,-8.05701e-06,7.12865e-06,-7.12865e-06
0.55,0.5,0.6,6.27978e-05,2.65007e-05,-2.65007e-05,7.39244e-06,-7.39244e-06
0.6499999999999999,0.6,0.7,0.000153952,4.1413e-05,-4.1413e-05,1.23431e-05,-1.23431e-05
0.75,0.7,0.8,0.000278646,5.35001e-05,-5.35001e-05,2.60157e-05,-2.60157e-05
0.8500000000000001,0.8,0.9,0.000449581,6.42901e-05,-6.42901e-05,4.32568e-05,-4.32568e-05
0.95,0.9,1.0,0.000628554,7.22837e-05,-7.22837e-05,4.79022e-05,-4.79022e-05
1.05,1.0,1.1,0.000818725,8.10538e-05,-8.10538e-05,5.62244e-05,-5.62244e-05
1.15,1.1,1.2,0.000883388,8.21551e-05,-8.21551e-05,6.62011e-05,-6.62011e-05
1.25,1.2,1.3,0.000816905,7.35215e-05,-7.35215e-05,7.51138e-05,-7.51138e-05
1.35,1.3,1.4,0.000773679,6.80838e-05,-6.80838e-05,9.39617e-05,-9.39617e-05
1.5,1.4,1.6,0.000690276,5.52221e-05,-5.52221e-05,7.73971e-05,-7.73971e-05
1.7000000000000002,1.6,1.8,0.000566736,4.93061e-05,-4.93061e-05,0.000119063,-0.000119063
1.9,1.8,2.0,0.000389851,3.6646e-05,-3.6646e-05,0.000153354,-0.000153354
2.1,2.0,2.2,0.000302705,3.05732e-05,-3.05732e-05,0.000146846,-0.000146846
2.3,2.2,2.4,0.000236422,2.60064e-05,-2.60064e-05,0.000122491,-0.000122491
2.5,2.4,2.6,0.000168138,2.08491e-05,-2.08491e-05,8.81807e-05,-8.81807e-05
2.7,2.6,2.8,0.000116353,1.61731e-05,-1.61731e-05,6.09997e-05,-6.09997e-05
2.9,2.8,3.0,8.17378e-05,1.27511e-05,-1.27511e-05,4.87084e-05,-4.87084e-05
3.15,3.0,3.3,5.85257e-05,1.0242e-05,-1.0242e-05,3.54467e-05,-3.54467e-05
3.45,3.3,3.6,3.38882e-05,7.11653e-06,-7.11653e-06,2.01412e-05,-2.01412e-05
3.75,3.6,3.9,2.19753e-05,5.55974e-06,-5.55974e-06,1.32815e-05,-1.32815e-05
4.05,3.9,4.2,1.56433e-05,4.61479e-06,-4.61479e-06,9.43176e-06,-9.43176e-06
4.2,3.9,4.5,-,0,0,0,0
4.35,4.2,4.5,1.22412e-05,4.32116e-06,-4.32116e-06,7.64775e-06,-7.64775e-06
4.65,4.5,4.8,6.986e-06,2.92002e-06,-2.92002e-06,4.14322e-06,-4.14322e-06
