#: table_doi: 10.17182/hepdata.58995.v1/t113
#: name: Table 113
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=1.0 and jet PT in the range 24 to 31 GeV.

#: data_file: Table113.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,5.22272e-05,3.86481e-06,-3.86481e-06,8.02601e-06,-8.02601e-06
0.55,0.5,0.6,0.000190753,1.48787e-05,-1.48787e-05,1.02013e-05,-1.02013e-05
0.6499999999999999,0.6,0.7,0.000401681,2.04857e-05,-2.04857e-05,1.60873e-05,-1.60873e-05
0.75,0.7,0.8,0.000776011,2.63844e-05,-2.63844e-05,3.36022e-05,-3.36022e-05
0.8500000000000001,0.8,0.9,0.00142403,3.41768e-05,-3.41768e-05,5.60281e-05,-5.60281e-05
0.95,0.9,1.0,0.00213296,4.05263e-05,-4.05263e-05,8.11927e-05,-8.11927e-05
1.05,1.0,1.1,0.0027948,4.47168e-05,-4.47168e-05,9.58417e-05,-9.58417e-05
1.15,1.1,1.2,0.00300627,4.20877e-05,-4.20877e-05,0.000112524,-0.000112524
1.25,1.2,1.3,0.00286053,4.00474e-05,-4.00474e-05,0.000118669,-0.000118669
1.35,1.3,1.4,0.00246126,3.6919e-05,-3.6919e-05,0.000108909,-0.000108909
1.5,1.4,1.6,0.0018424,2.7636e-05,-2.7636e-05,0.00010324,-0.00010324
1.7000000000000002,1.6,1.8,0.00116991,2.10583e-05,-2.10583e-05,0.000122874,-0.000122874
1.9,1.8,2.0,0.000740848,1.62987e-05,-1.62987e-05,0.000146578,-0.000146578
2.1,2.0,2.2,0.000451454,1.17378e-05,-1.17378e-05,0.000109627,-0.000109627
2.3,2.2,2.4,0.000283942,8.80219e-06,-8.80219e-06,7.32107e-05,-7.32107e-05
2.5,2.4,2.6,0.000182542,6.57151e-06,-6.57151e-06,4.77116e-05,-4.77116e-05
2.7,2.6,2.8,0.000132862,5.84594e-06,-5.84594e-06,3.46493e-05,-3.46493e-05
2.9,2.8,3.0,8.93085e-05,4.64404e-06,-4.64404e-06,2.61525e-05,-2.61525e-05
3.15,3.0,3.3,5.49359e-05,3.24122e-06,-3.24122e-06,1.73944e-05,-1.73944e-05
3.45,3.3,3.6,3.17348e-05,2.34838e-06,-2.34838e-06,9.29299e-06,-9.29299e-06
3.75,3.6,3.9,1.93097e-05,1.7958e-06,-1.7958e-06,5.65975e-06,-5.65975e-06
4.05,3.9,4.2,1.39237e-05,1.60123e-06,-1.60123e-06,4.55521e-06,-4.55521e-06
4.2,3.9,4.5,-,0,0,0,0
4.35,4.2,4.5,8.72e-06,1.16875e-06,-1.16875e-06,2.86137e-06,-2.86137e-06
4.8,4.5,5.1,-,0,0,0,0
4.65,4.5,4.8,4.1155e-06,7.73711e-07,-7.73711e-07,1.32653e-06,-1.32653e-06
4.949999999999999,4.8,5.1,4.1427e-06,8.53402e-07,-8.53402e-07,1.06934e-06,-1.06934e-06
5.25,5.1,5.4,4.2503e-06,1.08808e-06,-1.08808e-06,1.24501e-06,-1.24501e-06
5.7,5.4,6.0,2.6644e-06,5.53428e-07,-5.53428e-07,5.70076e-07,-5.70076e-07

#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000111667,5.69504e-06,-5.69504e-06,1.50858e-05,-1.50858e-05
0.55,0.5,0.6,0.000436514,2.31352e-05,-2.31352e-05,3.48556e-05,-3.48556e-05
0.6499999999999999,0.6,0.7,0.000971185,3.20491e-05,-3.20491e-05,4.42502e-05,-4.42502e-05
0.75,0.7,0.8,0.00191573,4.2146e-05,-4.2146e-05,7.16543e-05,-7.16543e-05
0.8500000000000001,0.8,0.9,0.00294787,5.01137e-05,-5.01137e-05,0.000117951,-0.000117951
0.95,0.9,1.0,0.00373854,5.23396e-05,-5.23396e-05,0.000159492,-0.000159492
1.05,1.0,1.1,0.00380799,4.95038e-05,-4.95038e-05,0.000129191,-0.000129191
1.15,1.1,1.2,0.00336372,4.70921e-05,-4.70921e-05,0.000154621,-0.000154621
1.25,1.2,1.3,0.0026035,3.90526e-05,-3.90526e-05,0.000150283,-0.000150283
1.35,1.3,1.4,0.0018572,3.15724e-05,-3.15724e-05,0.000125632,-0.000125632
1.5,1.4,1.6,0.00107391,1.93303e-05,-1.93303e-05,0.000100901,-0.000100901
1.7000000000000002,1.6,1.8,0.000529103,1.32276e-05,-1.32276e-05,6.57452e-05,-6.57452e-05
1.9,1.8,2.0,0.000251609,8.55472e-06,-8.55472e-06,5.11776e-05,-5.11776e-05
2.1,2.0,2.2,0.000142115,6.53729e-06,-6.53729e-06,3.7025e-05,-3.7025e-05
2.3,2.2,2.4,7.62815e-05,4.42433e-06,-4.42433e-06,2.00195e-05,-2.00195e-05
2.5,2.4,2.6,4.27201e-05,3.24673e-06,-3.24673e-06,1.16101e-05,-1.16101e-05
2.7,2.6,2.8,2.6021e-05,2.34189e-06,-2.34189e-06,7.22872e-06,-7.22872e-06
2.9,2.8,3.0,1.78612e-05,2.05404e-06,-2.05404e-06,5.28722e-06,-5.28722e-06
3.15,3.0,3.3,1.00907e-05,1.37233e-06,-1.37233e-06,3.31039e-06,-3.31039e-06
